,genre,budget_norm,votes_norm,votes,budget,country,year,score_norm,score,rating,isprofit,profitability_ratio
19,4,-0.4961020694050108,-0.4763537957704177,28529,18000000,1,1986,0.0273449823881324,6.3,5,1,1.299046722
20,9,-0.453959642924095,-0.6118904390909697,20669,19000000,1,1986,-0.6767219427898046,5.7,5,1,1.157719211
21,1,-0.4961020694050108,-0.7702751806812076,11484,18000000,1,1986,-0.7940664303194614,5.6,4,0,-0.461236722
22,2,-0.6646717753286738,-0.3382305752872598,36539,14000000,1,1986,1.083445370155039,7.2,0,1,1.757142857
23,2,-1.001811187176,-0.3887550491968294,33609,6000000,1,1986,1.200789857684695,7.3,4,0,-0.025058833
24,4,-1.043953613656916,-0.6910741879622133,16077,5000000,1,1986,0.6140674200364137,6.8,6,0,-0.8817268
25,5,-0.980739973935542,-0.7681541874078708,11607,6500000,1,1986,0.8487563950957264,7.0,6,0,-0.638923077
26,4,-0.4118172164431792,-0.8377676007774723,7570,20000000,1,1986,-0.2073439926711802,6.1,6,1,0.26571445
27,1,-0.6225293488477581,-0.8762213812615475,5340,15000000,1,1986,-1.14609989290843,5.3,6,0,-0.8697512
28,0,-0.7489566282905055,-0.6955231006818956,15819,12000000,1,1986,-0.7940664303194614,5.6,6,1,0.480741667
29,4,-0.4961020694050108,-0.7964685854145306,9965,18000000,1,1986,-0.0899995051415233,6.2,5,1,1.033978333
30,0,-0.8880266356775275,-0.928694409966947,2297,8700000,1,1986,0.0273449823881324,6.3,6,0,-0.44069977
31,0,-0.7489566282905055,-0.8124191445839339,9040,12000000,1,1986,-0.7940664303194614,5.6,5,1,0.3287945
32,4,-1.2083090769324871,-0.2879302713984493,39456,1100000,1,1986,1.7875122953329765,7.8,6,1,0.305454545
33,0,-0.833241481252337,-0.7182332481695758,14502,10000000,1,1986,0.4967229325067578,6.7,6,1,1.0603715
34,12,-0.4961020694050108,-0.8878437346455236,4666,18000000,1,1986,-0.2073439926711802,6.1,5,0,-0.783333333
35,0,-0.2011050840386004,-0.90972617744117,3397,25000000,1,1986,-1.7328223305567112,4.8,5,0,-0.9368296
36,4,-0.833241481252337,-0.8720138824103751,5584,10000000,1,1986,-0.0899995051415233,6.2,4,1,1.1458229
37,4,-0.7489566282905055,-0.8730657571231683,5523,12000000,1,1986,-0.4420329677304919,5.9,5,0,-0.35075575
38,9,-1.170380893099663,-0.8864987145209685,4744,2000000,0,1986,-0.6767219427898046,5.7,6,1,2.6846865
39,0,-0.4961020694050108,-0.9061049694135216,3607,18000000,1,1986,-0.6767219427898046,5.7,6,0,-0.927493667
40,0,-0.9175263342141684,-0.8863607637389628,4752,8000000,1,1986,-1.4981333554973986,5.0,4,1,0.47928775
41,4,-1.1155957386744726,-0.9008973273928084,3909,3300000,1,1986,-0.4420329677304919,5.9,6,1,0.497308182
42,4,-0.6225293488477581,-0.8812393409570031,5049,15000000,1,1986,-1.6154778430270544,4.9,5,0,-0.179431933
43,4,0.4310313131751361,-0.8239035471859044,8374,40000000,1,1986,-0.4420329677304919,5.9,4,1,0.246289775
44,4,-0.7068142018095896,-0.8894474124863393,4573,13000000,1,1986,-0.7940664303194614,5.6,6,0,-0.348041077
45,6,-0.5803869223668423,-0.928866848444454,2287,16000000,1,1986,-0.6767219427898046,5.7,6,0,-0.7625
46,4,-0.4118172164431792,-0.9152097210258946,3079,20000000,1,1986,0.1446894699177893,6.4,5,1,0.145275
47,0,-1.001811187176,-0.906898186410054,3561,6000000,1,1986,-0.4420329677304919,5.9,6,1,0.6579385
48,1,-0.2011050840386004,-0.9451967722643728,1340,25000000,1,1986,-0.9114109178491172,5.5,6,0,-0.83971
49,0,-0.1168202310767688,1.1069073293084373,120345,27000000,1,1987,0.379378444977101,6.6,6,1,0.411929815
50,1,-0.2980326649447067,1.5621966414703372,146748,22700000,1,1987,0.9661008826253824,7.1,4,1,0.679272379
51,5,-0.2011050840386004,3.071136782743648,234254,25000000,1,1987,1.904856782862633,7.9,6,1,2.05081816
52,4,-1.102953010730198,1.1582939956055422,123325,3600000,1,1987,1.7875122953329765,7.8,6,1,0.64529
53,0,-0.3275323634813477,-0.4446078720613673,30370,22000000,1,1987,-1.028755405378773,5.4,4,0,-0.211983182
54,0,-0.7489566282905055,-0.5989403094301893,21420,12000000,1,1987,1.083445370155039,7.2,5,0,-0.685834167
55,0,0.0096070483659784,0.3124315318901432,74272,30000000,0,1987,0.4967229325067578,6.7,4,1,0.706196567
56,5,-0.6225293488477581,1.2077838386500694,126195,15000000,1,1987,1.318134345214352,7.4,6,1,1.923206667
57,6,0.2203191807705572,0.6968658736443908,96566,35000000,1,1987,1.7875122953329765,7.8,4,0,-0.364608686
58,4,-0.3275323634813477,-0.0777967427083416,51642,22000000,1,1987,0.2620339574474452,6.5,6,1,1.898477727
59,0,-0.2011050840386004,-0.262754253682418,40916,25000000,1,1987,-0.6767219427898046,5.7,4,0,-0.3576968
60,4,-1.001811187176,0.8883243152204835,107669,6000000,1,1987,1.318134345214352,7.4,5,1,2.807927333
61,9,-0.5382444958859266,0.1948457340780765,67453,17000000,0,1987,1.200789857684695,7.3,6,1,0.010919529
62,0,-0.1168202310767688,-0.1893644376554118,45172,27000000,1,1987,0.6140674200364137,6.8,4,0,-0.04097
63,3,-0.2853899370004319,0.349264390685652,76408,23000000,0,1987,1.7875122953329765,7.8,5,1,0.912357826
64,6,-1.1450954372111135,-0.7641881024252083,11837,2600000,0,1987,1.6701678078033204,7.7,6,1,0.204073846
65,4,-0.4118172164431792,-0.575109311838713,22802,20000000,1,1987,1.083445370155039,7.2,6,1,1.5624702
66,4,-1.1071672533782897,-0.6665361926129582,17500,3500000,1,1987,-0.324688480200836,6.0,6,1,3.0
67,4,-0.7489566282905055,-0.3683210896122424,34794,12000000,1,1987,0.379378444977101,6.6,4,1,2.337573667
68,4,-0.4118172164431792,-0.4960462699017244,27387,20000000,1,1987,-0.4420329677304919,5.9,5,1,1.8693758
69,4,-0.6646717753286738,-0.4759916749676529,28550,14000000,1,1987,-0.0899995051415233,6.2,5,1,3.136855143
70,4,-1.1282384666187473,-0.6984890424950171,15647,3000000,1,1987,1.200789857684695,7.3,6,1,0.073856
71,4,-1.001811187176,-0.8136262139264834,8970,6000000,1,1987,1.083445370155039,7.2,5,0,-0.385689667
72,4,-0.6225293488477581,-0.8760834304795418,5348,15000000,1,1987,-1.263444380438086,5.2,5,0,-0.113975467
73,4,-0.5803869223668423,-0.5119106098323742,26467,16000000,1,1987,1.5528233202736634,7.6,4,0,-0.075451313
74,5,-0.5382444958859266,-0.8328703480162717,7854,17000000,1,1987,-0.2073439926711802,6.1,6,0,-0.395379471
75,3,-0.0325353781149373,-0.783932308099767,10692,29000000,0,1987,1.4354788327440076,7.5,4,0,-0.796558724
76,13,-1.001811187176,-0.8384228669919992,7532,6000000,0,1987,0.2620339574474452,6.5,6,1,1.0706385
77,8,-1.0860960401378317,-0.9245386426590269,2538,4000000,1,1987,-1.6154778430270544,4.9,6,0,-0.8
78,0,1.0631677103888726,-0.8114879768053959,9094,55000000,1,1987,-2.4368892557346484,4.2,5,0,-0.738633073
79,0,-0.3275323634813477,-0.8833948219258413,4924,22000000,1,1987,0.379378444977101,6.6,6,0,-0.486007091
80,6,-1.0860960401378317,-0.8614261598914414,6198,4000000,1,1987,1.904856782862633,7.9,5,0,-0.5799105
81,0,-0.8753839077332527,-0.9012422043478224,3889,9000000,1,1987,-1.14609989290843,5.3,6,0,-0.399235667
82,0,-0.833241481252337,-0.9345228305066856,1959,10000000,1,1987,-0.7940664303194614,5.6,6,0,-0.6939142
83,0,-1.001811187176,-0.903966732292434,3731,6000000,0,1987,0.1446894699177893,6.4,6,0,-0.761218833
84,0,-1.1063244048486711,-0.9017422759325928,3860,3520000,1,1987,-1.4981333554973986,5.0,6,0,-0.840287784
