,budget,score_norm,votes,score,rating,budget_norm,votes_norm,year,isprofit,profitability_ratio
501,14000000,0.7308474182886203,6583,6.9,5,-0.6642327756875741,-0.8549200557496757,1994,0,-0.025714286
502,16000000,0.1439097870385416,5683,6.4,5,-0.579918279665264,-0.8704463728616525,1994,0,-0.790033438
503,12000000,-2.3212282642117894,20024,4.3,4,-0.7485472717098842,-0.6230431354140303,1994,0,-0.257101917
504,25000000,-0.3256403179615217,19958,6.0,5,-0.2005030475648686,-0.6241817320022419,1994,1,0.28220992
505,20000000,1.4351725757887144,31237,7.5,6,-0.4112892876206439,-0.4296024756622565,1994,0,-0.33081315
506,13000000,0.4960723657885886,22529,6.7,6,-0.7063900236987292,-0.5798282194523614,1994,0,-0.393743462
507,25000000,-0.5604153704615534,10226,5.8,6,-0.2005030475648686,-0.792072974373085,1994,0,-0.73969944
508,11000000,0.7308474182886203,20548,6.9,6,-0.7907045197210393,-0.6140033685621682,1994,1,0.039926636
509,7000000,0.261297313288557,4037,6.5,5,-0.9593335117656596,-0.8988422817131124,1994,1,1.800571429
510,10000000,-0.443027844211537,4331,5.9,6,-0.8328617677321943,-0.8937703514565333,1994,1,1.9392418
511,12000000,1.2003975232886828,18786,7.3,6,-0.7485472717098842,-0.6444004471747273,1994,0,-0.824666667
512,40000000,-0.9125779492116004,15982,5.5,5,0.4318556726024571,-0.6927735507102641,1994,1,0.09055375
513,25000000,-0.09086526546149,20930,6.2,4,-0.2005030475648686,-0.6074133095213069,1994,1,0.05490652
514,19000000,-1.147353001711632,5807,5.3,4,-0.4534465356317989,-0.8683071913928913,1994,0,-0.609912684
515,35000000,-0.5604153704615534,6634,5.8,5,0.2210694325466818,-0.8540402311133303,1994,0,-0.420651857
516,20000000,-2.203840737961773,7189,4.4,4,-0.4112892876206439,-0.844465668894278,1994,0,-0.4108
517,15000000,-1.0299654754616157,8563,5.4,5,-0.622075527676419,-0.8207621581033266,1994,0,-0.546784
518,700000,0.9656224707886508,20003,7.1,6,-1.2249241742359362,-0.6234054161466431,1994,0,-0.461531429
519,45000000,-0.795190422961585,16774,5.6,6,0.6426419126582323,-0.6791103916517245,1994,0,-0.361769333
520,7000000,0.3786848395385723,2838,6.6,6,-0.9593335117656596,-0.9195267863989572,1994,1,1.978788714
521,45000000,-1.2647405279616477,6432,5.2,6,0.6426419126582323,-0.8575250267317962,1994,0,-0.534913511
522,50000000,-1.0299654754616157,11352,5.4,5,0.8534281527140075,-0.7726478265196561,1994,0,-0.670422
523,1900000,2.1394977332888083,11967,8.1,2,-1.1743354766225502,-0.7620381764931387,1994,0,-0.597975263
524,2000000,-2.203840737961773,6778,4.4,6,-1.1701197518214348,-0.851556020375414,1994,1,0.130311
525,3000000,1.4351725757887144,6305,7.5,4,-1.1279625038102796,-0.8597159625909307,1994,1,1.033866667
526,7000000,0.1439097870385416,3789,6.4,6,-0.9593335117656596,-0.9031206446506348,1994,0,-0.693619
527,20000000,-0.09086526546149,13526,6.2,5,-0.4112892876206439,-0.7351431449625032,1994,1,0.3526749
528,15000000,-0.09086526546149,4508,6.2,6,-0.622075527676419,-0.8907168424245112,1994,0,-0.7974334
529,30000000,-1.0299654754616157,3439,5.4,5,0.0102831924909066,-0.9091586568608482,1994,0,-0.949354467
530,17080000,-0.9125779492116004,7663,5.5,4,-0.5343884518132166,-0.8362884752153035,1994,1,0.230181499
531,20000000,0.1439097870385416,4075,6.4,6,-0.4112892876206439,-0.8981867261017178,1994,0,-0.9847465
532,2300000,0.613459892038604,6076,6.8,6,-1.1574725774180885,-0.863666547722756,1994,0,-0.523528261
533,2300000,0.8482349445386357,4804,7.0,6,-1.1574725774180885,-0.8856104092410166,1994,0,-0.627642609
534,30000000,-0.443027844211537,3114,5.9,6,0.0102831924909066,-0.9147653824846176,1994,0,-0.893977533
535,3200000,0.8482349445386357,4843,7.0,5,-1.1195310542080483,-0.8849376021661642,1994,1,1.270929063
536,15000000,-0.09086526546149,2920,6.2,4,-0.622075527676419,-0.9181121663954216,1994,0,-0.913396
537,1000000,-0.3256403179615217,2586,6.0,6,-1.2122769998325895,-0.9238741551903108,1994,0,-0.553066
538,20000000,-1.499515580461679,2032,5.0,6,-0.4112892876206439,-0.9334314659459052,1994,0,-0.8845805
539,50000000,0.7308474182886203,232339,6.9,4,0.8534281527140075,3.039701328618597,1995,1,1.00950498
540,55000000,0.4960723657885886,133708,6.7,0,1.064214392769783,1.3381722363170545,1995,1,1.574545455
541,60000000,1.0830099970386673,209588,7.2,5,1.275000632825558,2.64721328349128,1995,1,0.776666667
542,45000000,-1.8516781592117264,53325,4.7,1,0.6426419126582323,-0.0485521508074291,1995,0,-0.548823089
543,50000000,-0.3256403179615217,94596,6.0,4,0.8534281527140075,0.663432997557456,1995,1,1.00656388
544,2500000,2.1394977332888083,207167,8.1,6,-1.1490411278158572,2.605447490460062,1995,1,1.214162
545,18000000,-0.5604153704615534,87007,5.8,5,-0.4956037836429539,0.5325116413765756,1995,1,2.914116556
546,20000000,-0.09086526546149,57821,6.2,5,-0.4112892876206439,0.0290104288986241,1995,0,-0.6218
547,10000000,0.1439097870385416,112423,6.4,5,-0.8328617677321943,0.9709748366188018,1995,1,1.558875
548,50000000,-1.3821280542116638,36705,5.1,5,0.8534281527140075,-0.3352714734752682,1995,1,0.62044202
549,30250000,0.7308474182886203,66364,6.9,6,0.0208225044936953,0.1763896812181999,1995,1,1.382710744
550,62000000,0.613459892038604,45293,6.8,5,1.3593151288478682,-0.1871159053000936,1995,1,0.048387097
551,25000000,-1.147353001711632,26302,5.3,6,-0.2005030475648686,-0.5147384478262629,1995,0,-0.83742668
552,9500000,0.3786848395385723,25582,6.6,5,-0.8539403917377718,-0.5271595015158443,1995,1,2.248646947
553,35000000,-0.5604153704615534,64667,5.8,6,0.2210694325466818,0.1471139477303947,1995,1,0.716402943
554,7000000,1.0830099970386673,147918,7.2,6,-0.9593335117656596,1.5833155320517112,1995,1,2.66073
555,42000000,1.0830099970386673,57697,7.2,6,0.5161701686247672,0.0268712474298628,1995,0,-0.811452381
556,30000000,0.0265222607885252,172305,6.3,5,0.0102831924909066,2.0040269713959105,1995,1,2.6128511
557,4000000,0.4960723657885886,83723,6.7,6,-1.085805255799125,0.4758578353813179,1995,1,0.07533275
558,70000000,-0.9125779492116004,95091,5.5,6,1.6965731129371089,0.6719724719690432,1995,0,-0.504378843
559,12000000,-0.443027844211537,18224,5.9,5,-0.7485472717098842,-0.654095769637984,1995,1,2.881344667
560,11000000,1.5525601020387296,77349,7.6,6,-0.7907045197210393,0.3658970073016062,1995,1,2.580662182
561,25000000,0.3786848395385723,20718,6.6,5,-0.2005030475648686,-0.6110706197743504,1995,1,1.7948
562,20000000,0.3786848395385723,45066,6.6,6,-0.4112892876206439,-0.1910319875050033,1995,1,0.60259585
563,15000000,-1.3821280542116638,21647,5.1,4,-0.622075527676419,-0.5950440102220987,1995,1,1.520307733
564,50000000,0.3786848395385723,95549,6.6,6,0.8534281527140075,0.6798736422326936,1995,1,0.35647146
565,9000000,1.669947628288746,77407,7.7,6,-0.8750190157433494,0.3668975921821559,1995,0,-0.884683667
566,53000000,1.2003975232886828,86579,7.3,6,0.9798998967474728,0.5251280150166577,1995,1,0.724528302
567,24000000,1.5525601020387296,58975,7.6,5,-0.2426602955760236,0.04891861772887,1995,1,1.979859042
568,23000000,0.1439097870385416,40880,6.4,6,-0.2848175435871787,-0.2632466135391534,1995,1,2.69214787
569,20000000,0.613459892038604,36974,6.8,6,-0.4112892876206439,-0.330630829805133,1995,1,0.0642257
570,6000000,1.0830099970386673,103484,7.2,6,-1.0014907597768146,0.8167640047699563,1995,0,-0.646239833
571,5000000,-1.499515580461679,22890,5.0,6,-1.0436480077879695,-0.5736004411441129,1995,1,2.0233268
572,60000000,-1.0299654754616157,38220,5.4,6,1.275000632825558,-0.3091355063367739,1995,0,-0.166265283
573,25000000,-0.795190422961585,58885,5.6,6,-0.2005030475648686,0.0473659860176723,1995,0,-0.23696
574,20000000,0.4960723657885886,26520,6.7,5,-0.4112892876206439,-0.510977628792473,1995,1,1.50062535
575,15000000,0.9656224707886508,33697,7.1,6,-0.622075527676419,-0.3871638755561865,1995,0,-0.553333333
576,50000000,0.0265222607885252,67317,6.3,6,0.8534281527140075,0.1928303258934376,1995,0,-0.39387464
577,28000000,0.7308474182886203,36234,6.9,6,-0.0740313035314034,-0.3433969127638694,1995,1,0.128571429
578,55000000,-0.443027844211537,59052,5.9,5,1.064214392769783,0.0502469804151169,1995,0,-0.316355727
579,98000000,-0.795190422961585,22527,5.6,5,2.87697605724945,-0.5798627223792769,1995,0,-0.897782429
580,13000000,0.4960723657885886,17728,6.7,6,-0.7063900236987292,-0.6626524955130291,1995,1,0.622197538
581,10000000,0.613459892038604,16395,6.8,6,-0.8328617677321943,-0.6856486963022125,1995,1,1.42
582,45000000,-0.443027844211537,22044,5.9,4,0.6426419126582323,-0.5881951792293711,1995,0,-0.2084978
583,23000000,1.2003975232886828,31602,7.3,4,-0.2848175435871787,-0.423305691500177,1995,1,2.589998739
584,20000000,-2.0864532117117576,18359,4.5,6,-0.4112892876206439,-0.6517668220711875,1995,0,-0.0124132
585,8000000,0.3786848395385723,25657,6.6,6,-0.9171762637545045,-0.525865641756513,1995,1,1.01448475
586,30000000,-0.443027844211537,28658,5.9,4,0.0102831924909066,-0.474093999919799,1995,1,1.553133333
587,6500000,-0.6778028967115687,4594,5.7,4,-0.980412135771237,-0.8892332165671445,1995,1,0.490150154
588,8000000,0.3786848395385723,11309,6.6,6,-0.9171762637545045,-0.7733896394483395,1995,0,-0.957513875
589,30000000,-0.795190422961585,24720,5.6,6,0.0102831924909066,-0.5420302630164266,1995,0,-0.1984
590,50000000,0.9656224707886508,25426,7.1,6,0.8534281527140075,-0.5298507298152537,1995,0,-0.7287808
591,50000000,-1.2647405279616477,9815,5.2,6,0.8534281527140075,-0.799163325854221,1995,0,-0.80409966
592,12000000,-0.9125779492116004,7500,5.5,4,-0.7485472717098842,-0.839100463758917,1995,1,0.477125
593,12000000,-0.3256403179615217,11887,6.0,6,-0.7485472717098842,-0.7634182935697588,1995,1,0.10775675
594,16000000,-0.6778028967115687,7977,5.7,6,-0.579918279665264,-0.8308715156895693,1995,1,3.19075975
595,35000000,-0.6778028967115687,27472,5.7,6,0.2210694325466818,-0.494554235580693,1995,0,-0.418566543
596,25000000,0.7308474182886203,17650,6.9,6,-0.2005030475648686,-0.6639981096627336,1995,0,-0.47837588
597,7000000,0.613459892038604,23358,6.8,6,-0.9593335117656596,-0.565526756245885,1995,0,-0.924319143
598,5500000,1.2003975232886828,3222,7.3,6,-1.022569383782392,-0.9129022244311804,1995,1,1.014431455
599,500000,1.5525601020387296,13615,7.6,6,-1.233355623838167,-0.7336077647147632,1995,1,1.297504
600,7000000,1.3177850495386991,29466,7.4,6,-0.9593335117656596,-0.4601548174459354,1995,1,0.192775714
601,27000000,0.4960723657885886,14406,6.7,6,-0.1161885515425585,-0.7199618571196813,1995,0,-0.406292741
602,9000000,0.0265222607885252,11262,6.3,6,-0.8750190157433494,-0.7742004582308538,1995,0,-0.907454444
603,68000000,-0.795190422961585,34091,5.6,6,1.6122586169147983,-0.3803667989538321,1995,0,-0.480526
604,33000000,0.0265222607885252,34436,6.3,6,0.1367549365243717,-0.3744150440609077,1995,0,-0.752443545
605,6000000,-0.09086526546149,5082,6.2,6,-1.0014907597768146,-0.8808145023997616,1995,1,0.966321167
606,17000000,0.1439097870385416,4713,6.4,6,-0.537761031654109,-0.887180292415672,1995,0,-0.552719647
607,21000000,0.1439097870385416,10182,6.4,6,-0.3691320396094888,-0.792832038765226,1995,1,0.116666667
608,7000000,-1.2647405279616477,4197,5.2,6,-0.9593335117656596,-0.8960820475598721,1995,0,-0.462783571
609,2000000,0.4960723657885886,8035,6.7,6,-1.1701197518214348,-0.8298709308090197,1995,0,-0.3620005
610,15000000,-1.147353001711632,5398,5.3,6,-0.622075527676419,-0.8753630399471118,1995,0,-0.186583
611,6400000,-1.3821280542116638,5483,5.1,6,-0.9846278605723524,-0.8738966655532029,1995,1,0.070312188
612,8000000,-2.203840737961773,2379,4.4,5,-0.9171762637545045,-0.9274452081260652,1995,0,-0.6546225
613,5000000,0.4960723657885886,2341,6.7,6,-1.0436480077879695,-0.92810076373746,1995,0,-0.2868984
614,4000000,-0.3256403179615217,2273,6.0,6,-1.085805255799125,-0.929273863252587,1995,0,-0.93545125
615,3000000,-2.203840737961773,1935,4.4,6,-1.1279625038102796,-0.9351048579013072,1995,0,-0.901669667
616,11000000,-0.2082527917115064,1847,6.1,6,-0.7907045197210393,-0.9366229866855894,1995,0,-0.742470364
617,6000000,-2.556003316711821,2629,4.1,5,-1.0014907597768146,-0.9231323422616272,1995,0,-0.151048833
618,2000000,0.613459892038604,4634,6.8,6,-1.1701197518214348,-0.8885431580288344,1995,0,-0.397785
619,8000000,1.0830099970386673,3093,7.2,4,-0.9171762637545045,-0.9151276632172304,1995,0,-0.938374125
620,19000000,1.2003975232886828,236890,7.3,6,-0.4534465356317989,3.118212738814827,1996,1,0.355465263
621,14500000,0.613459892038604,180239,6.8,5,-0.6431541516819966,2.1409000824697157,1996,1,2.196644483
622,12000000,0.8482349445386357,166846,7.0,5,-0.7485472717098842,1.909851232380042,1996,1,2.218666667
623,44000000,1.5525601020387296,163662,7.6,6,0.6004846646470773,1.8549225727305596,1996,1,0.115909091
624,27000000,1.3177850495386991,152610,7.4,6,-0.1161885515425585,1.6642593985954837,1996,1,1.913015926
625,15000000,0.0265222607885252,62195,6.3,6,-0.622075527676419,0.1044683300628316,1996,1,0.658733333
626,30000000,1.669947628288746,144847,7.7,6,0.0102831924909066,1.5303362877729545,1996,1,0.870539433
627,80000000,0.0265222607885252,124368,6.3,4,2.1181455930486592,1.1770435676216502,1996,1,0.130794175
628,40000000,1.3177850495386991,108790,7.4,6,0.4318556726024571,0.9083002698767886,1996,1,1.719150175
629,70000000,0.0265222607885252,183327,6.3,5,1.6965731129371089,2.1941726016272534,1996,0,-0.460414043
630,4000000,-1.3821280542116638,15579,5.1,6,-1.085805255799125,-0.6997258904837382,1996,1,3.16875
631,36000000,1.2003975232886828,76047,7.3,6,0.2632266805578369,0.3434356018796131,1996,0,-0.439130222
632,31000000,0.8482349445386357,66577,7.0,6,0.0524404405020616,0.1800642429347011,1996,1,3.001953323
633,25000000,0.613459892038604,30726,6.8,5,-0.2005030475648686,-0.4384179734891678,1996,0,-0.70639588
634,26000000,0.7308474182886203,53448,6.9,4,-0.1583457995537135,-0.0464302208021256,1996,0,-0.007314885
635,55000000,0.1439097870385416,43393,6.4,6,1.064214392769783,-0.2198936858698225,1996,1,0.0285312
636,45000000,0.0265222607885252,40040,6.3,6,0.6426419126582323,-0.2777378428436651,1996,1,0.196768622
637,7000000,0.9656224707886508,58644,7.1,6,-0.9593335117656596,0.043208383324354,1996,0,-0.919990143
638,15000000,-2.203840737961773,22728,4.4,5,-0.622075527676419,-0.5763951782242688,1996,1,0.7838
639,75000000,-0.6778028967115687,81872,5.7,0,1.907359352992884,0.4439253765210188,1996,1,0.815857253
640,27000000,0.7308474182886203,67115,6.9,5,-0.1161885515425585,0.1893455302749717,1996,0,-0.076140259
641,38000000,0.4960723657885886,52633,6.7,4,0.347541176580147,-0.0604901635201935,1996,0,-0.238559
642,40000000,-2.3212282642117894,36876,4.3,6,0.4318556726024571,-0.3323214732239927,1996,0,-0.172256425
643,26000000,-0.09086526546149,34686,6.2,4,-0.1583457995537135,-0.3701021781964697,1996,1,3.057277038
644,8500000,-0.6778028967115687,22170,5.7,6,-0.8960976397489269,-0.5860214948336944,1996,1,0.784879412
645,57000000,0.1439097870385416,82032,6.4,5,1.1485288887920928,0.4466856106742591,1996,0,-0.098817982
646,47000000,-0.2082527917115064,130570,6.1,5,0.7269564086805425,1.2840371439866285,1996,1,0.281708404
647,50000000,-0.6778028967115687,58556,5.7,6,0.8534281527140075,0.0416902545400718,1996,0,-0.4904527
648,65000000,0.4960723657885886,63699,6.7,6,1.4857868728813337,0.1304145311032907,1996,0,-0.487260754
649,100000000,-0.2082527917115064,90008,6.1,6,2.96129055327176,0.5842832832132895,1996,1,0.01295562
650,45000000,-0.3256403179615217,26196,6.0,5,0.6426419126582323,-0.5165671029527846,1996,0,-0.553333333
651,9000000,0.613459892038604,11203,6.8,6,-0.8750190157433494,-0.7752182945748611,1996,1,3.005456444
652,25000000,0.0265222607885252,27641,6.3,5,-0.2005030475648686,-0.4916387382563329,1996,0,-0.43806512
653,4100000,1.2003975232886828,13983,7.3,6,-1.081589530998009,-0.7272592261623104,1996,1,1.89781439
654,60000000,-0.9125779492116004,74318,5.5,4,1.275000632825558,0.3136078215611598,1996,1,0.009560683
655,31000000,-0.3256403179615217,18045,6.0,5,0.0524404405020616,-0.6571837815969216,1996,0,-0.168206355
656,55000000,0.0265222607885252,30484,6.3,4,1.064214392769783,-0.4425928276459438,1996,0,-0.090051291
657,32000000,0.1439097870385416,66920,6.4,4,0.0945976885132167,0.1859814949007101,1996,1,2.269886938
658,23000000,0.4960723657885886,21695,6.7,5,-0.2848175435871787,-0.5942159399761267,1996,0,-0.444238783
659,46000000,0.3786848395385723,43118,6.6,6,0.6847991606693874,-0.2246378383207043,1996,1,0.283283848
660,20000000,0.613459892038604,31731,6.8,6,-0.4112892876206439,-0.4210802527141269,1996,0,-0.5142759
661,3000000,1.2003975232886828,31261,7.3,6,-1.1279625038102796,-0.4291884405392704,1996,0,-0.925813667
662,3300000,0.7308474182886203,16846,6.9,6,-1.1153153294069331,-0.6778682862827663,1996,0,-0.10242697
663,3500000,-0.3256403179615217,14689,6.0,6,-1.106883879804702,-0.7150796929611375,1996,1,1.699776857
664,18000000,-1.147353001711632,31561,5.3,5,-0.4956037836429539,-0.4240130015019448,1996,1,0.494779944
665,8000000,-0.6778028967115687,5195,5.7,6,-0.9171762637545045,-0.8788650870290355,1996,0,-0.550644
666,30000000,-0.9125779492116004,20369,5.5,5,0.0102831924909066,-0.6170913805211058,1996,0,-0.28
667,13000000,-1.147353001711632,11251,5.3,6,-0.7063900236987292,-0.774390224328889,1996,0,-0.570165
668,4000000,1.5525601020387296,23604,7.6,6,-1.085805255799125,-0.5612828962352779,1996,0,-0.2690045
669,28000000,0.9656224707886508,25719,7.1,6,-0.0740313035314034,-0.5247960510221323,1996,0,-0.603837179
670,38000000,0.3786848395385723,18875,6.6,5,0.347541176580147,-0.6428650669269874,1996,0,-0.728947368
671,4500000,2.022110207038793,30816,8.0,6,-1.064726631793547,-0.4368653417779701,1996,1,1.981620444
672,5000000,1.4351725757887144,24495,7.5,6,-1.0436480077879695,-0.5459118422944209,1996,1,1.6539926
673,13000000,-2.0864532117117576,16707,4.5,6,-0.7063900236987292,-0.6802662397033938,1996,1,0.375666077
674,36000000,0.4960723657885886,8989,6.7,5,0.2632266805578369,-0.8134130346703242,1996,0,-0.637423861
675,29000000,-0.09086526546149,13725,6.2,6,-0.0318740555202484,-0.7317101037344105,1996,0,-0.603448276
676,45000000,-1.147353001711632,16419,5.3,6,0.6426419126582323,-0.6852346611792265,1996,0,-0.553333333
677,42000000,0.261297313288557,12186,6.5,5,0.5161701686247672,-0.7582601059958909,1996,0,-0.017799333
678,15000000,-0.795190422961585,8733,5.6,5,-0.622075527676419,-0.8178294093155087,1996,1,0.426530267
679,60000000,-0.2082527917115064,11967,6.1,5,1.275000632825558,-0.7620381764931387,1996,0,-0.148521583
680,40000000,-0.9125779492116004,9355,5.5,4,0.4318556726024571,-0.807098999044787,1996,1,0.202569875
681,13000000,-1.0299654754616157,11119,5.4,5,-0.7063900236987292,-0.7766674175053123,1996,0,-0.645259692
682,7000000,-0.6778028967115687,4339,5.7,6,-0.9593335117656596,-0.8936323397488712,1996,0,-0.849210714
683,13000000,-0.443027844211537,8449,5.9,4,-0.7063900236987292,-0.8227288249375103,1996,1,1.041486231
684,7000000,0.613459892038604,15795,6.8,6,-0.9593335117656596,-0.6959995743768638,1996,1,1.127285714
685,44000000,-0.795190422961585,14796,5.6,6,0.6004846646470773,-0.7132337863711581,1996,0,-0.482847159
686,39000000,-0.6778028967115687,18726,5.7,4,0.389698424591302,-0.6454355349821925,1996,0,-0.221620692
687,25000000,-1.0299654754616157,16973,5.4,6,-0.2005030475648686,-0.6756773504236319,1996,0,-0.41990068
688,21500000,0.261297313288557,12809,6.5,5,-0.3480534156039113,-0.7475124442617114,1996,1,0.036946093
689,25000000,-1.147353001711632,4408,5.3,0,-0.2005030475648686,-0.8924419887702864,1996,0,-0.3962188
690,47000000,-0.5604153704615534,12455,5.8,6,0.7269564086805425,-0.7536194623257556,1996,0,-0.880851064
691,8000000,-1.499515580461679,7080,5.0,5,-0.9171762637545045,-0.8463460784111729,1996,0,-0.29842675
692,38000000,-0.2082527917115064,14855,6.1,6,0.347541176580147,-0.7122159500271507,1996,0,-0.544599711
693,3000000,0.8482349445386357,6170,7.0,6,-1.1279625038102796,-0.8620449101577273,1996,0,-0.948948333
694,50000000,-0.3256403179615217,11040,6.0,6,0.8534281527140075,-0.7780302831184748,1996,0,-0.70897282
695,40000000,-0.09086526546149,17531,6.2,6,0.4318556726024571,-0.6660510338142062,1996,0,-0.495
696,23000000,-0.6778028967115687,4485,5.7,4,-0.2848175435871787,-0.8911136260840395,1996,0,-0.497085957
697,25000000,-1.147353001711632,7433,5.3,6,-0.2005030475648686,-0.8402563118105865,1996,0,-0.316
698,12000000,-1.499515580461679,5191,5.0,6,-0.7485472717098842,-0.8789340928828665,1996,0,-0.591416667
699,2309723,-0.443027844211537,4334,5.9,6,-1.1570626824956758,-0.8937185970661601,1996,0,-0.978516904
700,22000000,-0.2082527917115064,8184,6.1,6,-0.3269747915983337,-0.8273004627538146,1996,0,-0.951123273
701,25000000,-0.6778028967115687,4467,5.7,6,-0.2005030475648686,-0.891424152426279,1996,0,-0.7998
702,30000000,-1.3821280542116638,7525,5.1,5,0.0102831924909066,-0.8386691771724732,1996,1,0.0452039
703,25000000,-2.556003316711821,5840,4.1,4,-0.2005030475648686,-0.8677378930987855,1996,0,-0.90337628
704,25000000,-0.09086526546149,6054,6.2,5,-0.2005030475648686,-0.8640460799188265,1996,0,-0.5972
705,5000000,-0.2082527917115064,6912,6.1,6,-1.0436480077879695,-0.8492443242720753,1996,0,-0.9347384
706,17000000,-1.6169031067116943,3658,4.9,4,-0.537761031654109,-0.9053805863636004,1996,0,-0.805367176
707,6000000,1.0830099970386673,4412,7.2,6,-1.0014907597768146,-0.8923729829164554,1996,0,-0.934606333
708,16000000,0.1439097870385416,6117,6.4,6,-0.579918279665264,-0.8629592377209881,1996,0,-0.874875
709,30000000,-1.147353001711632,5409,5.3,4,0.0102831924909066,-0.8751732738490766,1996,0,-0.854766667
710,19000000,0.0265222607885252,3727,6.3,6,-0.4534465356317989,-0.9041902353850156,1996,0,-0.928746105
711,5000000,-1.6169031067116943,3510,4.9,6,-1.0436480077879695,-0.9079338029553478,1996,0,-0.0729312
712,7000000,-0.5604153704615534,1986,5.8,6,-0.9593335117656596,-0.934225033264962,1996,0,-0.984770571
713,6000000,0.7308474182886203,4971,6.9,5,-1.0014907597768146,-0.882729414843572,1996,1,1.107296
714,105000000,1.0830099970386673,235069,7.2,6,3.172076793327536,3.08679782385826,1997,0,-0.477958314
715,90000000,1.3177850495386991,217655,7.4,4,2.5397180731602096,2.786380839204966,1997,1,0.121336989
716,75000000,0.613459892038604,239462,6.8,6,1.907359352992884,3.162583502828165,1997,1,0.348234307
717,15000000,1.9047226807887776,201945,7.9,6,-0.622075527676419,2.5153603482836813,1997,1,0.760042667
718,36000000,1.7873351545387612,238316,7.8,5,0.2632266805578369,3.142813325705581,1997,0,-0.657232417
719,12000000,1.4351725757887144,257809,7.5,6,-0.7485472717098842,3.479096102887542,1997,1,2.306096833
720,60000000,0.4960723657885886,130640,6.7,6,1.275000632825558,1.2852447464286711,1997,0,-0.555445967
721,110000000,0.261297313288557,157749,6.5,5,3.3828630333833107,1.7529146693048716,1997,1,0.139381882
722,35000000,1.7873351545387612,239317,7.8,6,0.2210694325466818,3.160082040626791,1997,1,0.197421771
723,17000000,0.8482349445386357,193479,7.0,5,-0.537761031654109,2.3693094586503523,1997,1,2.169646412
724,20000000,0.4960723657885886,20575,6.7,4,-0.4112892876206439,-0.6135375790488089,1997,1,0.7711414
725,40000000,-1.2647405279616477,56225,5.2,6,0.4318556726024571,0.0014770932200518,1997,1,0.374183975
726,46000000,0.0265222607885252,106240,6.3,5,0.6847991606693874,0.8643090380595209,1997,1,1.763478891
727,24000000,-0.2082527917115064,133216,6.1,6,-0.2426602955760236,1.3296845162958404,1997,1,3.223470875
728,45000000,-1.8516781592117264,79593,4.7,5,0.6426419126582323,0.4046092913008018,1997,1,0.464128156
729,1300000,0.4960723657885886,26360,6.7,6,-1.1996298254292432,-0.5137378629457133,1997,0,-0.984753846
730,36000000,1.2003975232886828,60668,7.3,6,0.2632266805578369,0.0781253453628442,1997,1,0.227094278
731,55000000,-1.0299654754616157,60243,5.4,4,1.064214392769783,0.0707934733932996,1997,1,0.9138774
732,30000000,-0.443027844211537,39195,5.9,6,0.0102831924909066,-0.2923153294654657,1997,0,-0.150650333
733,32000000,-2.3212282642117894,83369,4.3,4,0.0945976885132167,0.4697508173172736,1997,0,-0.034921406
734,1000000,-0.09086526546149,31548,6.2,1,-1.2122769998325895,-0.4242372705268956,1997,0,-0.417976
735,22000000,0.1439097870385416,81315,6.4,5,-0.3269747915983337,0.4343163113750509,1997,1,1.059973773
736,70000000,0.8482349445386357,103750,7.0,5,1.6965731129371089,0.8213528940497182,1997,0,-0.4577474
737,15000000,1.3177850495386991,77687,7.4,6,-0.622075527676419,0.3717280019503264,1997,1,0.867635733
738,50000000,-0.443027844211537,64233,5.9,6,0.8534281527140075,0.1396268125897303,1997,0,-0.03661688
739,27000000,0.3786848395385723,54408,6.6,6,-0.1161885515425585,-0.0298688158826836,1997,1,1.241773074
740,50000000,0.4960723657885886,42417,6.7,6,0.8534281527140075,-0.2367311142045885,1997,1,0.00014336
741,35000000,0.0265222607885252,33955,6.3,5,0.2210694325466818,-0.3827129979840864,1997,1,0.824483686
742,18000000,1.4351725757887144,48479,7.5,6,-0.4956037836429539,-0.1321527427236955,1997,0,-0.564576
743,60000000,0.1439097870385416,92834,6.4,6,1.275000632825558,0.6330359189448969,1997,0,-0.084495333
744,9000000,-0.6778028967115687,22284,5.7,4,-0.8750190157433494,-0.5840548279995107,1997,1,1.631989667
745,35000000,0.3786848395385723,33319,6.6,6,0.2210694325466818,-0.3936849287432167,1997,0,-0.283458943
746,15000000,0.9656224707886508,70832,7.1,6,-0.622075527676419,0.2534692199474361,1997,1,1.868168267
747,25000000,-0.443027844211537,36231,5.9,4,-0.2005030475648686,-0.3434486671542427,1997,1,0.45718112
748,86000000,-0.2082527917115064,49303,6.1,6,2.3710890811155894,-0.1179375368345078,1997,0,-0.501530837
749,75000000,0.4960723657885886,81477,6.7,6,1.907359352992884,0.4371110484552067,1997,1,0.013104453
750,32000000,-1.3821280542116638,19393,5.1,4,0.0945976885132167,-0.6339288088558719,1997,1,0.872657063
751,36000000,0.7308474182886203,40913,6.9,6,0.2632266805578369,-0.2626773152450476,1997,1,0.392477389
752,80000000,-1.2647405279616477,69813,5.2,4,2.1181455930486592,0.2358899786839867,1997,1,0.162215325
753,10000000,-0.9125779492116004,16867,5.5,5,-0.8328617677321943,-0.6775060055501535,1997,1,2.1058643
754,50000000,-0.443027844211537,48476,5.9,6,0.8534281527140075,-0.1322044971140688,1997,0,-0.1747372
755,30000000,0.0265222607885252,8947,6.3,6,0.0102831924909066,-0.8141375961355498,1997,0,-0.217966233
