,budget,popularity,budget_norm,popularity_norm,year,isprofit,profitability_ratio
75,20000000,7.907938,-0.4184599807217076,-0.0584838159901862,1987,1,1.8693758
76,1000000,3.47192,-1.2069852163894614,-1.2375423783467634,1987,1,0.576615
77,14000000,6.573364,-0.6674679498799456,-0.4132030488243331,1987,1,3.136855143
78,3000000,15.170192,-1.123982560003382,1.87176596223621,1987,1,0.073856
79,6000000,3.552005,-0.9994785754242632,-1.2162564176120851,1987,0,-0.385689667
80,15000000,3.799983,-0.625966621686906,-1.15034582298058,1987,0,-0.113975467
81,16000000,8.782912,-0.5844652934938663,0.1740773653529425,1987,0,-0.075451313
82,17000000,3.50111,-0.5429639653008266,-1.229783906799716,1987,0,-0.395379471
83,29000000,3.519881,-0.0449480269843504,-1.2247947231954128,1987,0,-0.796558724
84,6000000,3.246823,-0.9994785754242632,-1.2973713838221197,1987,1,1.0706385
85,4000000,1.489798,-1.0824812318103425,-1.7643747572359705,1987,0,-0.8
86,55000000,3.986985,1.034086506034681,-1.1006421677479357,1987,0,-0.738633073
87,22000000,6.407061,-0.3354573243356282,-0.4574050732740955,1987,0,-0.486007091
88,4000000,3.350126,-1.0824812318103425,-1.2699142619918833,1987,0,-0.5799105
89,24000000,3.47537,-0.2524546679495488,-1.2366253955842654,1987,0,-0.795130375
90,9000000,5.979288,-0.8749745908451441,-0.5711037594369919,1987,0,-0.399235667
91,7000000,2.026942,-0.9579772472312236,-1.6216061227492615,1987,1,0.002777286
92,10000000,4.904109,-0.8334732626521044,-0.8568778491760287,1987,0,-0.6939142
93,6000000,2.527521,-0.9994785754242632,-1.4885561765845046,1987,0,-0.761218833
94,3520000,2.605644,-1.1024018693430016,-1.4677916999599774,1987,0,-0.840287784
95,25000000,2.258245,-0.2109533397565091,-1.5601276114698297,1987,1,0.23800008
96,11000000,6.477975,-0.7919719344590648,-0.4385566919350309,1987,1,1.310126
97,3000000,1.542276,-1.123982560003382,-1.7504265191460104,1987,1,2.289507
98,1000000,1.044389,-1.2069852163894614,-1.8827609529639144,1987,0,-0.7898
99,12000000,7.569698,-0.750470606266025,-0.1483853376096856,1987,0,-0.527514083
100,1100000,1.392022,-1.2028350835701576,-1.790362846101475,1987,1,0.23248
101,5000000,0.957019,-1.0409799036173029,-1.905983209184041,1987,0,-0.82835
102,14000000,2.451513,-0.6674679498799456,-1.5087585029068051,1987,1,0.445750143
103,39000000,7.830087,0.3700652549460463,-0.0791759971621341,1988,1,2.28595641
104,28000000,16.640522,-0.0864493551773901,2.2625680680864897,1988,1,1.964601857
105,35000000,9.918312,0.2040599421738876,0.4758577214515108,1988,1,0.6362818
106,3000000,13.311827,-1.123982560003382,1.3778272168943784,1988,0,-0.630512667
107,4000000,11.292364,-1.0824812318103425,0.8410698950096835,1988,1,2.252232
108,3500000,11.841506,-1.1032318959068623,0.9870275031730448,1988,1,0.253004571
109,30000000,5.564321,-0.0034466987913107,-0.6813987119023386,1988,1,0.280453533
110,3000000,8.541732,-1.123982560003382,0.1099736254517159,1988,1,2.696911667
111,15000000,13.971865,-0.625966621686906,1.553260106341786,1988,1,1.306929533
112,28000000,8.318954,-0.0864493551773901,0.0507609918680214,1988,1,1.285714286
113,12500000,13.631352,-0.7297199421695052,1.4627544392674583,1988,1,2.84742768
114,17000000,6.815147,-0.5429639653008266,-0.3489390362837483,1988,0,-0.411364353
115,5000000,6.199806,-1.0409799036173029,-0.5124918160107599,1988,1,2.5537514
116,13000000,9.905174,-0.7089692780729854,0.472365744775077,1988,1,2.512427385
117,6000000,6.854978,-0.9994785754242632,-0.3383522709466317,1988,1,1.132202167
118,63000000,11.624866,1.3660971315789987,0.9294463015302812,1988,0,-0.147371254
119,7000000,11.370288,-0.9579772472312236,0.8617814790053019,1988,1,0.090080571
120,13000000,8.120317,-0.7089692780729854,-0.0020351545071337,1988,1,2.797684538
121,24000000,11.666172,-0.2524546679495488,0.9404251102223784,1988,1,0.72730125
122,7500000,5.283245,-0.9372265831347036,-0.7561064936275113,1988,1,1.5159508
123,10000000,11.509677,-0.8334732626521044,0.8988299747391606,1988,0,-0.6083697
124,31000000,10.813579,0.0380546294017289,0.7138126219828625,1988,1,1.391978903
125,31000000,7.066395,0.0380546294017289,-0.2821593014686583,1988,1,0.222686935
126,32000000,11.465634,0.0795559575947686,0.8871236930554814,1988,1,0.885267438
127,23000000,6.399977,-0.2939559961425885,-0.4592879445464243,1988,1,0.795328304
128,20000000,8.105859,-0.4184599807217076,-0.0058779767622622,1988,0,-0.1181025
129,8000000,9.631158,-0.9164759190381838,0.3995344553117111,1988,1,1.804159375
130,46630000,7.753416,0.6867203890589392,-0.0995545436500972,1988,0,-0.826654021
131,13000000,5.53202,-0.7089692780729854,-0.6899840626882641,1988,0,-0.297328231
132,10500000,7.977693,-0.8127225985555846,-0.0399434877008998,1988,1,0.344236952
133,22000000,3.007873,-0.3354573243356282,-1.3608824073290358,1988,0,-0.202254591
134,1100000,6.595038,-1.2028350835701576,-0.4074422707390061,1988,0,-0.389652727
135,10000000,5.611184,-0.8334732626521044,-0.6689428964823569,1988,1,1.1486757
136,3000000,4.368078,-1.123982560003382,-0.9993506570497926,1988,0,-0.054961333
137,13000000,4.433298,-0.7089692780729854,-0.9820156959570072,1988,0,-0.505837538
138,4500000,9.97523,-1.061730567713823,0.4909860764879897,1988,0,-0.152601556
139,22000000,11.978983,-0.3354573243356282,1.0235678044020058,1988,1,0.123658136
140,2000000,3.265426,-1.1654838881964218,-1.292426853291468,1988,0,-0.6374345
141,2500000,9.97466,-1.144733224099902,0.4908345749880988,1988,0,-0.524274
142,7000000,7.791952,-0.9579772472312236,-0.0893119790890486,1988,1,1.799290143
143,6000000,4.861698,-0.9994785754242632,-0.8681503581442306,1988,0,-0.0532475
144,3000000,8.733192,-1.123982560003382,0.1608621818887709,1988,1,1.427617
145,7000000,8.120652,-0.9579772472312236,-0.0019461141519347,1988,0,-0.236489
146,16000000,15.133316,-0.5844652934938663,1.861964612569581,1988,1,0.576015188
147,6500000,6.25967,-0.9787279113277432,-0.4965804374327391,1988,1,1.237822154
148,3700000,10.018693,-1.0949316302682544,0.5025381987507274,1988,0,-0.690431351
149,17500000,12.167265,-0.5222133012043068,1.0736116735291423,1988,1,0.081423943
150,4000000,3.927714,-1.0824812318103425,-1.1163959316076488,1988,0,-0.8323065
151,10000000,3.333264,-0.8334732626521044,-1.2743960484676045,1988,0,-0.8437251
152,9000000,4.942377,-0.8749745908451441,-0.8467065168991396,1988,0,-0.757634889
153,15000000,3.970538,-0.625966621686906,-1.1050136505000523,1988,0,-0.539413533
154,20000000,4.619593,-0.4184599807217076,-0.9324999557426484,1988,1,1.1592399
155,4000000,6.865513,-1.0824812318103425,-0.3355521511196998,1988,0,-0.132857
156,20000000,6.349281,-0.4184599807217076,-0.4727625411051462,1988,0,-0.4100849
157,18000000,7.368928,-0.5014626371077869,-0.201748418544959,1988,0,-0.895343833
158,210000,1.569865,-1.2397712656619628,-1.7430935807591834,1988,0,-0.4888
159,15000000,2.097317,-0.625966621686906,-1.6029010033548308,1988,0,-0.884462
160,15000000,5.764399,-0.625966621686906,-0.6282195591037748,1988,1,0.402151133
161,3000000,2.478231,-1.123982560003382,-1.5016570694434956,1988,0,-0.371895
162,4000000,2.00871,-1.0824812318103425,-1.6264520444089314,1988,1,3.06560375
163,19000000,1.264947,-0.4599613089147472,-1.824138377853479,1988,0,-0.420773474
164,8000000,1.194377,-0.9164759190381838,-1.8428953267083987,1988,0,-0.763357625
165,19000000,1.835663,-0.4599613089147472,-1.6724465708152982,1988,0,-0.758186737
166,1000000,2.06747,-1.2069852163894614,-1.61083410031491,1988,0,-0.507481
167,5000000,1.129645,-1.0409799036173029,-1.860100581253909,1988,0,-0.9141944
168,18000000,2.100768,-0.5014626371077869,-1.6019837548002278,1988,0,-0.492777833
169,13000000,0.674285,-0.7089692780729854,-1.9811316742194227,1988,0,-0.980075462
170,7000000,0.861473,-0.9579772472312236,-1.931378581655235,1988,0,-0.980542429
171,55000000,7.507261,1.034086506034681,-0.1649805992740562,1989,1,0.152883891
172,27000000,9.802574,-0.1279506833704298,0.4450954747947059,1989,1,1.641481481
173,10000000,15.109261,-0.8334732626521044,1.8555709834820775,1989,1,3.0485039
174,40000000,13.689855,0.411566583139086,1.4783040747904763,1989,1,1.9625
175,6500000,10.465403,-0.9787279113277432,0.6212701900073693,1989,1,3.237760769
176,18000000,7.521346,-0.5014626371077869,-0.1612369174741192,1989,1,0.490555556
177,37000000,16.414239,0.287062598559967,2.202423833174518,1989,1,2.040398324
178,31000000,8.09806,0.0380546294017289,-0.0079508893897176,1989,1,2.227349355
179,32000000,11.137888,0.0795559575947686,0.8000113937866061,1989,1,0.083344219
180,27800000,12.308007,-0.094749620815998,1.1110197859811632,1989,1,0.878059317
181,10000000,1.511044,-0.8334732626521044,-1.7587277381716142,1989,0,-0.722272
182,22500000,7.435688,-0.3147066602391083,-0.184004137610363,1989,0,-0.170163689
183,18000000,17.367336,-0.5014626371077869,2.455749491142175,1989,1,1.606054833
184,6000000,7.534739,-0.9994785754242632,-0.157677163810892,1989,1,2.6947265
185,5000000,7.743144,-1.0409799036173029,-0.1022847601533951,1989,1,1.8687952
186,30000000,9.01086,-0.0034466987913107,0.2346641441198584,1989,1,1.028829
187,13800000,7.068389,-0.6757682155185536,-0.2816293120111451,1989,1,0.963770072
188,6000000,5.763954,-0.9994785754242632,-0.6283378365905318,1989,1,1.379816667
189,18000000,3.196522,-0.5014626371077869,-1.310740992499338,1989,0,-0.5272865
190,19000000,9.801967,-0.4599613089147472,0.4449341389869272,1989,1,2.082711211
191,2500000,8.026112,-1.144733224099902,-0.0270740997654266,1989,1,0.8917408
192,24000000,4.701379,-0.2524546679495488,-0.9107618826372428,1989,0,-0.079173042
193,5000000,5.039273,-1.0409799036173029,-0.8209523250860985,1989,1,0.2314314
194,13000000,4.343506,-0.7089692780729854,-1.005881700655618,1989,1,0.294117615
195,5000000,1.096473,-1.0409799036173029,-1.8689174369633528,1989,1,0.391595
196,19000000,6.645295,-0.4599613089147472,-0.3940843569144105,1989,0,-0.039226211
197,2800000,4.814921,-1.13228282564199,-0.880583315443176,1989,0,-0.868614643
198,8000000,3.842769,-0.9164759190381838,-1.138973641972976,1989,1,0.017903125
199,5000000,5.587765,-1.0409799036173029,-0.6751674817910343,1989,1,2.3109398
200,15000000,3.96986,-0.625966621686906,-1.1051938575472908,1989,1,1.706
201,10000000,6.617717,-0.8334732626521044,-0.4014143715880817,1989,0,-0.7307963
202,15000000,9.686985,-0.625966621686906,0.414372831161557,1989,0,-0.2824354
203,10000000,3.312779,-0.8334732626521044,-1.2798407997400012,1989,0,-0.8727023
204,4000000,2.876656,-1.0824812318103425,-1.3957588499802474,1989,0,-0.951796
205,16000000,4.901036,-0.5844652934938663,-0.8576946283149144,1989,1,0.017411875
206,20000000,9.059459,-0.4184599807217076,0.2475813746342451,1989,0,-0.6381103
207,17000000,5.772293,-0.5429639653008266,-0.6261213962263376,1989,1,1.543979235
208,19000000,5.794189,-0.4599613089147472,-0.6203016122936845,1989,0,-0.360869263
209,8000000,0.863547,-0.9164759190381838,-1.930827328829316,1989,1,1.011706375
210,12000000,5.612379,-0.750470606266025,-0.668625274916796,1989,0,-0.03606525
211,13000000,7.584638,-0.7089692780729854,-0.1444144035599123,1989,1,0.694615385
212,5000000,2.628306,-1.0409799036173029,-1.4617683192748392,1989,0,-0.6160694
213,18000000,6.657723,-0.5014626371077869,-0.3907810926325777,1989,0,-0.723706389
214,18000000,6.329111,-0.5014626371077869,-0.4781235678644454,1989,0,-0.803779389
215,3000000,0.89738,-1.123982560003382,-1.9218347845384205,1989,1,0.536651
216,4000000,2.713132,-1.0824812318103425,-1.4392222381700153,1989,0,-0.9290765
217,2300000,2.553835,-1.15303348973851,-1.4815621231316445,1989,0,-0.655232174
218,2500000,0.000578,-1.144733224099902,-2.160197675951057,1989,0,-0.9825004
219,34000000,1.582367,0.1625586139808479,-1.739770647861575,1989,0,-0.894874824
220,20000000,1.629224,-0.4184599807217076,-1.727316427194224,1989,0,-0.87895415
221,16000000,6.561712,-0.5844652934938663,-0.4163000584326302,1989,0,-0.995757625
222,17000000,1.138586,-0.5429639653008266,-1.857724134042462,1989,0,-0.790533412
223,26000000,11.890138,-0.1694520115634694,0.9999535048268984,1990,1,1.365
224,20000000,15.020845,-0.4184599807217076,1.8320707087200456,1990,1,2.0638436
225,20000000,17.612244,-0.4184599807217076,2.520844104011109,1990,1,1.8181176
226,54000000,17.185349,0.9925851778416416,2.407378783316465,1990,1,0.234556704
227,30000000,15.91126,-0.0034466987913107,2.068735985957589,1990,1,3.0670881
228,13000000,14.310479,-0.7089692780729854,1.6432610342085827,1990,1,1.192431154
229,11000000,15.750026,-0.7919719344590648,2.025881261688436,1990,1,0.515189455
230,25000000,9.019396,-0.2109533397565091,0.2369329455287519,1990,1,0.57617044
231,9500000,8.528622,-0.8542239267486242,0.1064890909542243,1990,1,0.532657579
232,25000000,8.176863,-0.2109533397565091,0.0129943258662588,1990,1,0.04475404
233,31000000,5.418428,0.0380546294017289,-0.7201759194875847,1990,1,0.716392903
234,70000000,18.785984,1.6566064289302769,2.8328149294181317,1990,1,0.679156386
235,47000000,8.304776,0.7020758804903638,0.046992591402313,1990,1,1.207206936
236,60000000,7.046753,1.2415931469998798,-0.2873799899964794,1990,1,0.37784555
237,11000000,8.290384,-0.7919719344590648,0.0431673114261189,1990,0,-0.248514273
238,40000000,13.043999,0.411566583139086,1.3066406489771971,1990,1,1.193189575
239,42000000,14.007329,0.4945692395251654,1.562686157556054,1990,0,-0.025086714
240,26000000,3.67003,-0.1694520115634694,-1.1848863044109808,1990,1,2.517603385
241,35000000,11.736241,0.2040599421738876,0.9590488972326572,1990,0,-0.123731057
242,35000000,10.969876,0.2040599421738876,0.7553551306292757,1990,1,0.305176371
243,14000000,7.495853,-0.6674679498799456,-0.1680127556087156,1990,0,-0.637113643
244,40000000,3.834949,0.411566583139086,-1.141052136234638,1990,0,-0.46466245
245,16000000,8.899418,-0.5844652934938663,0.2050437403464427,1990,1,1.117406375
246,22000000,7.025657,-0.3354573243356282,-0.292987140245075,1990,1,2.922872182
247,50000000,14.383185,0.8265798650694829,1.6625857149999357,1990,0,-0.17035586
248,11000000,6.372135,-0.7919719344590648,-0.4666881283358345,1990,0,-0.194331455
249,31000000,5.55237,0.0380546294017289,-0.6845751933500521,1990,1,0.142561194
250,30000000,1.562471,-0.0034466987913107,-1.7450588475840845,1990,0,-0.0689513
251,20000000,11.977636,-0.4184599807217076,1.0232097824364743,1990,1,1.2071705
252,5200000,6.700173,-1.0326796379786949,-0.3794982177722779,1990,0,-0.526943269
253,12000000,5.845712,-0.750470606266025,-0.6066072056640682,1990,1,2.837033333
254,35000000,10.274376,0.2040599421738876,0.5704967215518106,1990,0,-0.112754257
255,20000000,12.620366,-0.4184599807217076,1.1940423421292987,1990,1,0.07065525
256,18000000,4.817146,-0.5014626371077869,-0.8799919280093912,1990,1,0.632330889
257,47000000,5.507082,0.7020758804903638,-0.6966123862045457,1990,0,-0.666144851
258,25000000,2.862209,-0.2109533397565091,-1.3995987485222203,1990,0,-0.72240216
259,1500000,6.026159,-1.1862345522929416,-0.5586458176801697,1990,1,2.819302
260,23000000,8.854911,-0.2939559961425885,0.19321413112601,1990,1,0.193129435
261,7000000,7.958502,-0.9579772472312236,-0.0450443039893335,1990,0,-0.378804571
262,18000000,3.233994,-0.5014626371077869,-1.3007812307380862,1990,0,-0.847616
263,38000000,6.938921,0.3285639267530067,-0.3160408842705862,1990,1,1.126815105
264,22000000,2.523655,-0.3354573243356282,-1.4895837288627125,1990,1,0.725603682
265,15000000,4.122959,-0.625966621686906,-1.0645013520528972,1990,1,0.0173436
266,19000000,4.476578,-0.4599613089147472,-0.970512213649498,1990,0,-0.473370053
267,4000000,13.90542,-1.0824812318103425,1.5355995499202877,1990,1,3.21337175
268,2500000,5.097791,-1.144733224099902,-0.8053987026815045,1990,0,-0.9179728
269,20000000,4.414928,-0.4184599807217076,-0.9868982969271768,1990,0,-0.23103735
270,10000000,2.715137,-0.8334732626521044,-1.4386893249993462,1990,1,0.61536
271,23000000,1.914881,-0.2939559961425885,-1.651391051835717,1990,0,-0.74695587
272,22000000,2.65559,-0.3354573243356282,-1.4545164474800591,1990,0,-0.329070409
273,7000000,2.301922,-0.9579772472312236,-1.548518609696607,1990,1,0.803720429
274,25000000,13.798247,-0.2109533397565091,1.5071138126434234,1990,0,-0.91699664
275,40000000,10.10753,0.411566583139086,0.5261503719889944,1990,0,-0.7689215
276,24000000,3.82281,-0.2524546679495488,-1.1442785865981049,1990,0,-0.903369833
277,2000000,10.28123,-1.1654838881964218,0.5723184606399733,1990,0,-0.1860225
278,10000000,1.942945,-0.8334732626521044,-1.6439318621989811,1990,1,1.2424195
279,350000,1.986075,-1.2339610797149374,-1.6324682487072326,1990,1,2.551414286
280,242000,0.707346,-1.2384432231597855,-1.9723443214336425,1990,0,-0.036570248
281,30000000,12.962525,-0.0034466987913107,1.2849855030085742,1991,1,2.7834
282,70000000,14.508137,1.6566064289302769,1.6957969701128723,1991,1,0.709354614
283,16500000,14.785388,-0.5637146293973465,1.7694880970361453,1991,1,1.749151515
284,11000000,8.929393,-0.7919719344590648,0.2130108586959707,1991,0,-0.744740545
285,30000000,5.90057,-0.0034466987913107,-0.5920263823640372,1991,1,1.496299867
286,40000000,13.813146,0.411566583139086,1.5110738492168887,1991,1,0.76013745
287,9000000,8.387026,-0.8749745908451441,0.068853992044472,1991,0,-0.316229
288,35000000,10.536644,0.2040599421738876,0.6402054853647924,1991,1,0.3344016
289,16000000,7.919299,-0.5844652934938663,-0.0554641518844651,1991,0,-0.841153688
290,26000000,11.026793,-0.1694520115634694,0.7704832198736498,1991,1,1.671831423
291,35000000,11.787942,0.2040599421738876,0.9727906148569764,1991,1,0.820285714
292,2500000,7.289727,-1.144733224099902,-0.2227994190587539,1991,1,1.5605344
293,38000000,7.829619,0.3285639267530067,-0.0793003878673076,1991,0,-0.074110737
294,24000000,11.184385,-0.2524546679495488,0.8123699292961316,1991,1,0.745645458
295,29000000,10.550259,-0.0449480269843504,0.6438242448753454,1991,1,1.052066379
296,75000000,9.883727,1.864113069895475,0.4666653014976012,1991,1,0.0382478
297,6000000,12.709349,-0.9994785754242632,1.217693321014906,1991,1,3.034025667
298,25000000,7.994266,-0.2109533397565091,-0.0355385151435444,1991,1,2.14627252
299,11000000,11.560358,-0.7919719344590648,0.9123005844163068,1991,1,2.170184818
300,65000000,9.782014,1.4490997879650782,0.439630789114429,1991,0,-0.735106462
301,20000000,7.256293,-0.4184599807217076,-0.2316859122997258,1991,1,0.90187565
302,15000000,6.600651,-0.625966621686906,-0.4059503796532377,1991,1,1.0068478
303,3500000,8.291886,-1.1032318959068623,0.0435665311679369,1991,0,-0.424054286
304,13500000,9.626033,-0.6882186139764656,0.398172270773218,1991,1,0.944858815
305,30000000,5.516316,-0.0034466987913107,-0.6941580619063124,1991,1,0.637133867
306,30000000,2.960942,-0.0034466987913107,-1.3733562966121624,1991,1,1.492919967
307,23000000,9.794569,-0.2939559961425885,0.4429678089936057,1991,1,2.779583087
308,14000000,6.892056,-0.6674679498799456,-0.3284972312747779,1991,1,1.833797214
309,14000000,7.701918,-0.6674679498799456,-0.1132423054770868,1991,1,1.320191571
310,50000000,6.972737,0.8265798650694829,-0.3070528584454767,1991,0,-0.13997
311,8000000,11.521011,-0.9164759190381838,0.9018424624580448,1991,0,-0.715555375
312,15000000,9.696201,-0.625966621686906,0.4168223712018991,1991,1,1.534425333
313,30000000,8.032638,-0.0034466987913107,-0.0253395404877275,1991,0,-0.481455333
314,25000000,8.965053,-0.2109533397565091,0.2224890051628326,1991,1,0.34765252
315,23000000,7.338188,-0.2939559961425885,-0.2099188678548675,1991,0,-0.676751043
316,23000000,12.511561,-0.2939559961425885,1.1651228321369569,1991,0,-0.119704783
317,17000000,4.173455,-0.5429639653008266,-1.0510799139151896,1991,0,-0.453746235
318,17000000,3.557141,-0.5429639653008266,-1.214891309360436,1991,0,-0.453746235
319,17000000,7.327229,-0.5429639653008266,-0.2128316835343498,1991,0,-0.831416706
320,10000000,4.294078,-0.8334732626521044,-1.0190192728251088,1991,1,1.5010896
321,1400000,2.714993,-1.1903846851122457,-1.4387275990624766,1991,0,-0.917783571
322,8000000,5.133778,-0.9164759190381838,-0.7958336421962839,1991,1,1.377290125
323,10000000,3.518972,-0.8334732626521044,-1.2250363282189232,1991,0,-0.081185
324,22000000,6.851939,-0.3354573243356282,-0.339160013153945,1991,0,-0.476771318
325,13000000,2.468817,-0.7089692780729854,-1.5041592363206422,1991,0,-0.684421077
326,7000000,7.218957,-0.9579772472312236,-0.2416095263346882,1991,0,-0.972696429
327,11000000,7.693274,-0.7919719344590648,-0.1155398124333279,1991,0,-0.903720818
328,17000000,8.237799,-0.5429639653008266,0.0291906335809164,1991,0,-0.729180647
329,48000000,3.846331,0.7435772086834035,-1.1380268904947102,1991,0,-0.667376688
330,3000000,1.403849,-1.123982560003382,-1.78721932287479,1991,0,-0.869949333
331,8000000,2.404818,-0.9164759190381838,-1.5211696652531346,1991,1,0.304813
332,7500000,3.399684,-0.9372265831347036,-1.2567421368487326,1991,0,-0.164450533
333,18000000,1.228145,-0.5014626371077869,-1.833920058904333,1991,0,-0.9165675
334,35000000,8.340023,0.2040599421738876,0.0563609657297802,1991,0,-0.583207657
