,rating,score,popularity,country,score_norm,runtime_norm,genre,votes,budget,popularity_norm,votes_norm,runtime,budget_norm,year,isprofit,profitability_ratio
71,5,6.1,3.50111,1,-0.1921605639757284,0.059668896433087,5,7854,17000000,-1.273151256999159,-0.8387115170325734,106,-0.5521442127626562,1987,0,-0.395379471
72,5,6.8,2.601933,1,0.6456989482143346,2.696951197321311,6,6874,27000000,-1.524561447378597,-0.8548819906121782,143,-0.1230294976575004,1987,0,-0.72617237
73,5,5.3,4.566325,1,-1.1497142921929429,-0.4392764037349553,0,6770,5000000,-0.9753167862052748,-0.8565980408696057,99,-1.0670818708888432,1987,1,0.376062
74,5,4.9,1.489798,1,-1.6284911563015494,-1.294611204023028,8,2538,4000000,-1.83551476588834,-0.9264280859603072,87,-1.1099933423993589,1987,0,-0.8
75,5,6.6,6.407061,1,0.4063105161600307,-0.6531101038069735,0,4924,22000000,-0.4606463840505443,-0.8870579329389429,96,-0.3375868552100783,1987,0,-0.486007091
76,4,7.9,3.350126,1,1.9623353245130053,2.126727997129263,6,6198,4000000,-1.315366433971267,-0.8660363172854566,135,-1.1099933423993589,1987,0,-0.5799105
77,5,6.4,7.721588,1,0.1669220841057279,-0.5818322037829674,5,2096,5000000,-0.0931041945495776,-0.9337212995543738,97,-1.0670818708888432,1987,0,-0.7761776
78,5,5.3,5.979288,1,-1.1497142921929429,0.7011699966491416,0,3889,9000000,-0.5802518581331587,-0.9041359330969948,115,-0.8954359848467809,1987,0,-0.399235667
79,5,5.6,4.904109,1,-0.7906316441114876,-0.9382217039029978,0,1959,10000000,-0.8808722666644859,-0.9359818657588695,92,-0.8525245133362653,1987,0,-0.6939142
80,5,6.4,2.527521,0,0.1669220841057279,0.1309467964570931,0,3731,6000000,-1.5453670675029043,-0.906743009449625,107,-1.0241703993783278,1987,0,-0.761218833
81,5,6.3,7.312595,0,0.0472278680785754,0.1309467964570931,5,2171,5300000,-0.2074587743418289,-0.9324837633110368,107,-1.0542084294356886,1987,0,-0.413669623
82,5,5.0,2.605644,1,-1.508796940274398,-0.3679985037109493,0,3860,3520000,-1.5235238505355968,-0.9046144471110852,100,-1.1305908487244063,1987,0,-0.840287784
83,5,6.7,2.258245,1,0.5260047321871831,0.7724478966731476,6,4996,25000000,-1.6206567272969308,-0.8858698981453392,116,-0.2088524406785316,1987,1,0.23800008
84,5,6.5,6.477975,1,0.2866163001328793,0.4873362965771234,4,6960,11000000,-0.440818805897892,-0.8534629490531517,112,-0.8096130418257498,1987,1,1.310126
85,3,5.5,1.542276,1,-0.9103258601386388,-0.8669438038789916,8,2786,3000000,-1.820841899510828,-0.9223359661156724,93,-1.1529048139098743,1987,1,2.289507
86,5,5.8,1.044389,0,-0.5512432120571837,-0.3679985037109493,0,1924,1000000,-1.9600512714781348,-0.9365593826724268,100,-1.2387277569309056,1987,0,-0.7898
87,3,5.5,7.569698,1,-0.9103258601386388,-1.5797228041190523,4,3267,12000000,-0.1355726894251502,-0.9143992336750706,83,-0.7667015703152341,1987,0,-0.527514083
88,5,6.0,1.392022,1,-0.3118547800028798,-0.4392764037349553,0,1489,1100000,-1.8628529682384225,-0.943737092883782,99,-1.234436609779854,1987,1,0.23248
89,5,4.8,0.957019,1,-1.748185372328702,0.3447804965291113,4,1025,5000000,-1.984479952742726,-0.9513933171092276,110,-1.0670818708888432,1987,0,-0.82835
90,5,5.2,2.451513,1,-1.2694085082200943,-0.3679985037109493,4,2453,14000000,-1.5666189297617923,-0.9278306270360892,100,-0.680878627294203,1987,1,0.445750143
91,5,7.0,7.830087,1,0.8850873802686384,0.7724478966731476,4,130485,39000000,-0.0627678378078253,1.1847592437230547,116,0.3919081604686866,1988,1,2.28595641
92,3,7.3,9.918312,1,1.2441700283500936,1.4852268969132083,0,86056,35000000,0.5211005716433739,0.4516592736534001,126,0.2202622744266242,1988,1,0.6362818
93,5,7.3,13.311827,1,1.2441700283500936,-0.1541648036389311,4,67238,3000000,1.469928502301605,0.1411531799584991,103,-1.1529048139098743,1988,0,-0.630512667
94,5,7.3,11.292364,1,1.2441700283500936,-0.7956659038549856,0,83379,4000000,0.9052859710822456,0.4074874800078878,94,-1.1099933423993589,1988,1,2.252232
95,5,6.2,11.841506,1,-0.0724663479485759,-1.365889104047034,8,15572,3500000,1.0588262582174208,-0.7113607873515634,86,-1.1314490781546167,1988,1,0.253004571
96,5,7.6,5.564321,1,1.603252676431549,1.4852268969132083,0,58318,30000000,-0.6962767703264023,-0.0060311305823935,126,0.0057049168740463,1988,1,0.280453533
97,5,6.5,8.541732,0,0.2866163001328793,-0.5818322037829674,9,33241,3000000,0.1362083425577475,-0.4198137489045868,97,-1.1529048139098743,1988,1,2.696911667
98,5,7.8,13.971865,1,1.842641108485853,1.6277826969612204,5,70539,15000000,1.6544753481814076,0.195621275148576,128,-0.6379671557836875,1988,1,1.306929533
99,5,6.7,8.318954,1,0.5260047321871831,0.5586141966011295,4,44277,28000000,0.0739195391382314,-0.2377144158183434,113,-0.0801180261469848,1988,1,1.285714286
100,0,7.4,13.631352,1,1.3638642443772462,-2.577613404455137,2,66623,12500000,1.55926779932654,0.1310053827631348,69,-0.7452458345599764,1988,1,2.84742768
101,5,5.9,6.199806,1,-0.4315489960300312,-1.223333303999022,9,32498,5000000,-0.51859495147063,-0.4320736079552463,88,-1.0670818708888432,1988,1,2.5537514
102,5,6.8,9.905174,1,0.6456989482143346,0.1309467964570931,0,45768,13000000,0.5174271824427993,-0.2131121953008018,107,-0.7237900988047186,1988,1,2.512427385
103,5,6.2,6.854978,1,-0.0724663479485759,-0.082886903614925,4,20071,6000000,-0.3354086408206946,-0.6371251132345818,104,-1.0241703993783278,1988,1,1.132202167
104,5,5.7,11.624866,1,-0.6709374280843351,-0.2254427036629371,0,99555,63000000,0.9982536416538286,0.6743992969708339,102,1.4217834767210606,1988,0,-0.147371254
105,5,5.7,8.120317,1,-0.6709374280843351,-0.8669438038789916,9,39701,13000000,0.0183805674047459,-0.3132206271451511,93,-0.7237900988047186,1988,1,2.797684538
106,3,6.6,11.666172,1,0.4063105161600307,-1.009499603927004,4,31340,24000000,1.0098028130892776,-0.4511811675523712,91,-0.2517639121890472,1988,1,0.72730125
107,5,6.0,5.283245,1,-0.3118547800028798,-0.4392764037349553,0,24061,7500000,-0.7748657140728401,-0.571288185089048,99,-0.9598031921125544,1988,1,1.5159508
108,3,5.2,11.509677,0,-1.2694085082200943,-0.3679985037109493,4,17315,10000000,0.9660467586712598,-0.6826004450564092,100,-0.8525245133362653,1988,0,-0.6083697
109,0,6.7,10.813579,1,0.5260047321871831,-2.221223904335107,2,35531,31000000,0.7714175247131565,-0.3820276422746939,74,0.0486163883845619,1988,1,1.391978903
110,5,6.3,7.066395,1,0.0472278680785754,-1.009499603927004,0,33312,31000000,-0.2762963768065467,-0.4186422145942277,91,0.0486163883845619,1988,1,0.222686935
111,4,7.0,11.465634,1,0.8850873802686384,-0.2967206036869432,4,68098,32000000,0.9537323211190518,0.1553435955487645,101,0.0915278598950774,1988,1,0.885267438
112,5,6.0,6.399977,1,-0.3118547800028798,0.7011699966491416,5,24708,23000000,-0.4626270728233309,-0.56061237242986,115,-0.2946753836995627,1988,1,0.795328304
113,5,6.9,8.105859,1,0.7653931642414871,1.057559496769172,5,41608,20000000,0.0143381057620373,-0.2817542055978997,120,-0.4234097982311095,1988,0,-0.1181025
114,4,6.3,9.631158,1,0.0472278680785754,-1.223333303999022,4,14929,8000000,0.4408122170611089,-0.7219705980777735,88,-0.9383474563572964,1988,1,1.804159375
115,3,7.2,7.753416,0,1.1244758123229424,1.4852268969132083,1,43852,46630000,-0.0842050750887854,-0.2447271211972536,126,0.7193226880939204,1988,0,-0.826654021
116,5,7.3,5.53202,0,1.2441700283500936,0.7724478966731476,6,32130,13000000,-0.7053081407456258,-0.4381457857892203,116,-0.7237900988047186,1988,0,-0.297328231
117,4,4.6,7.977693,1,-1.9875738043830056,-0.5105543037589614,9,14165,10500000,-0.0214971507671788,-0.7345769672765674,98,-0.8310687775810075,1988,1,0.344236952
118,5,5.9,5.777858,1,-0.4315489960300312,-0.082886903614925,4,9005,7500000,-0.6365717536021599,-0.81971946081816,104,-0.9598031921125544,1988,0,-0.602162133
119,5,6.6,3.71926,1,0.4063105161600307,-1.223333303999022,0,10455,3000000,-1.212156443929792,-0.7957937601136428,88,-1.1529048139098743,1988,1,3.343352333
120,5,4.5,3.007873,1,-2.107268020410157,-1.009499603927004,4,5006,22000000,-1.4110604874089478,-0.8857048933128943,91,-0.3375868552100783,1988,0,-0.202254591
121,5,6.0,6.595038,1,-0.3118547800028798,-1.43716700407104,0,10850,1100000,-0.408087951887627,-0.7892760692320673,85,-1.234436609779854,1988,0,-0.389652727
122,5,6.1,5.611184,1,-0.1921605639757284,-0.082886903614925,4,13416,10000000,-0.6831738598296352,-0.746935829226694,104,-0.8525245133362653,1988,1,1.1486757
123,4,5.3,9.97523,1,-1.1497142921929429,-1.365889104047034,4,11122,4500000,0.5370148635080643,-0.7847879377895648,86,-1.088537606644101,1988,0,-0.152601556
124,4,7.0,11.978983,1,0.8850873802686384,1.6990605969852264,3,20378,22000000,1.0972648734653572,-0.6320594648785219,129,-0.3375868552100783,1988,1,0.123658136
125,5,5.9,3.265426,1,-0.4315489960300312,-0.1541648036389311,4,10474,2000000,-1.3390485823415414,-0.7954802509319974,103,-1.19581628542039,1988,0,-0.6374345
126,5,6.5,7.791952,1,0.2866163001328793,-0.5105543037589614,8,18528,7000000,-0.0734303965811477,-0.6625853588808371,98,-0.981258927867812,1988,1,1.799290143
127,3,7.3,4.861698,1,1.2441700283500936,0.9862815967451658,6,15946,6000000,-0.8927303964700553,-0.7051896066181224,119,-1.0241703993783278,1988,0,-0.0532475
128,5,6.5,8.733192,1,0.2866163001328793,-0.5818322037829674,0,10789,3000000,0.1897406226872964,-0.7902825987099815,97,-1.1529048139098743,1988,1,1.427617
129,5,6.2,8.120652,1,-0.0724663479485759,0.5586141966011295,6,8595,7000000,0.0184742335169541,-0.8264846589484028,113,-0.981258927867812,1988,0,-0.236489
130,5,6.3,15.133316,1,0.0472278680785754,-1.009499603927004,0,12143,16000000,1.9792174368095512,-0.7679409443969357,91,-0.5950556842731718,1988,1,0.576015188
131,3,6.9,4.647907,1,0.7653931642414871,0.3447804965291113,3,12469,23000000,-0.9525064316793748,-0.7625617868592305,110,-0.2946753836995627,1988,0,-0.145537478
132,5,7.0,10.018693,1,0.8850873802686384,-1.294611204023028,0,6985,3700000,0.5491671328660012,-0.8530504369720393,87,-1.1228667838525137,1988,0,-0.690431351
133,3,5.3,12.167265,1,-1.1497142921929429,0.7724478966731476,1,12956,17500000,1.1499085837304346,-0.7545260515191615,116,-0.5306884770073985,1988,1,0.081423943
134,4,6.9,3.970538,0,0.7653931642414871,1.057559496769172,6,7622,15000000,-1.1418990309641976,-0.8425396291452962,120,-0.6379671557836875,1988,0,-0.539413533
135,4,6.6,4.619593,1,0.4063105161600307,0.059668896433087,4,12590,20000000,-0.9604230355631522,-0.7605652283866465,106,-0.4234097982311095,1988,1,1.1592399
136,5,7.3,6.865513,1,1.2441700283500936,0.3447804965291113,6,10745,4000000,-0.3324630512919952,-0.7910086199727393,110,-1.1099933423993589,1988,0,-0.132857
137,3,5.5,7.368928,1,-0.9103258601386388,-0.4392764037349553,1,2850,18000000,-0.1917080486730841,-0.9212799351880248,99,-0.5092327412521407,1988,0,-0.895343833
138,4,5.0,4.782781,1,-1.508796940274398,-0.0116090035909189,6,1439,14000000,-0.9147956161033132,-0.9445621170460068,105,-0.680878627294203,1988,0,-0.525689571
139,5,4.5,1.569865,1,-2.107268020410157,-1.7222786041670644,4,1724,210000,-1.813128005869889,-0.939859479321326,81,-1.2726278194242129,1988,0,-0.4888
140,3,6.0,2.097317,1,-0.3118547800028798,-0.5105543037589614,6,4132,15000000,-1.6656522499997826,-0.9001263156685826,98,-0.6379671557836875,1988,0,-0.884462
141,5,5.8,5.764399,1,-0.5512432120571837,1.6277826969612204,4,6938,15000000,-0.6403348945102535,-0.8538259596845306,128,-0.6379671557836875,1988,1,0.402151133
142,5,6.4,2.478231,1,0.1669220841057279,0.3447804965291113,5,3419,3000000,-1.5591485680125954,-0.9118911602219072,110,-1.1529048139098743,1988,0,-0.371895
143,3,6.9,2.00871,1,0.7653931642414871,-0.5818322037829674,4,2935,4000000,-1.690426796878707,-0.9198773941122428,97,-1.1099933423993589,1988,1,3.06560375
144,5,5.7,1.264947,1,-0.6709374280843351,-0.5818322037829674,4,3961,19000000,-1.898383180802208,-0.9029478983033912,97,-0.4663212697416251,1988,0,-0.420773474
145,5,5.7,1.835663,1,-0.6709374280843351,-0.2254427036629371,5,3333,19000000,-1.7388107960408192,-0.913310201780934,102,-0.4663212697416251,1988,0,-0.758186737
146,5,6.0,2.06747,1,-0.3118547800028798,-0.5818322037829674,5,1968,1000000,-1.6739974811970386,-0.9358333614096692,97,-1.2387277569309056,1988,0,-0.507481
147,5,5.9,1.129645,0,-0.4315489960300312,-0.3679985037109493,6,1563,5000000,-1.936213665321628,-0.9425160571236896,100,-1.0670818708888432,1988,0,-0.9141944
148,5,5.6,5.296777,1,-0.7906316441114876,-1.5084449040950465,9,2583,4000000,-0.7710821623402953,-0.9256855642143048,84,-1.1099933423993589,1988,1,1.4492745
149,3,5.9,2.100768,1,-0.4315489960300312,-0.0116090035909189,4,2789,18000000,-1.6646873492438696,-0.922286464665939,105,-0.5092327412521407,1988,0,-0.492777833
150,3,4.2,0.674285,1,-2.466350668491613,-0.2254427036629371,4,734,13000000,-2.063532473844511,-0.9561949577333756,102,-0.7237900988047186,1988,0,-0.980075462
151,5,4.9,0.861473,0,-1.6284911563015494,-0.3679985037109493,9,704,7000000,-2.0111946463458694,-0.9566899722307104,100,-0.981258927867812,1988,0,-0.980542429
152,5,6.3,7.507261,1,0.0472278680785754,-0.082886903614925,0,81242,55000000,-0.1530300955384304,0.3722259473144026,104,1.078491704636936,1989,1,0.152883891
153,4,7.6,9.802574,1,1.603252676431549,-0.5818322037829674,4,115848,27000000,0.4887401880769176,0.9432416704733858,97,-0.1230294976575004,1989,1,1.641481481
154,3,6.9,15.109261,1,0.7653931642414871,-1.08077750395101,1,90901,10000000,1.972491650752326,0.5316041149729769,90,-0.8525245133362653,1989,1,3.0485039
155,5,7.9,10.465403,1,1.9623353245130053,1.057559496769172,4,65617,6500000,0.6740673984915659,0.1144058966191732,120,-1.00271466362307,1989,1,3.237760769
156,5,7.9,7.521346,1,1.9623353245130053,1.200115296817184,3,107207,18000000,-0.1490919248206579,0.8006609947577072,122,-0.5092327412521407,1989,1,0.490555556
157,3,6.5,16.414239,1,0.2866163001328793,0.2022246964810992,0,152597,37000000,2.337363936654854,1.5496179292253212,108,0.3060852174476554,1989,1,2.040398324
158,4,7.0,8.09806,1,0.8850873802686384,1.342671096865196,4,37913,31000000,0.0121575027497613,-0.3427234911863076,124,0.0486163883845619,1989,1,2.227349355
159,4,6.6,11.137888,0,0.4063105161600307,1.9841721970812507,0,79153,32000000,0.8620944297404924,0.3377564378166532,133,0.0915278598950774,1989,1,0.083344219
160,3,5.4,12.308007,1,-1.0300200761657905,0.1309467964570931,0,47303,27800000,1.1892600940719833,-0.1877839535205025,107,-0.0887003204490879,1989,1,0.878059317
161,5,7.1,7.435688,1,1.0047815962957898,0.5586141966011295,5,35439,22500000,-0.1730419303118147,-0.3835456867331874,113,-0.3161311194548205,1989,0,-0.170163689
162,5,6.8,17.367336,1,0.6456989482143346,-0.1541648036389311,4,40102,18000000,2.6038501770948024,-0.3066039333641087,103,-0.5092327412521407,1989,1,1.606054833
