,rating,year,budget,country,budget_norm,isprofit,profitability_ratio
895,6,1999,90000000,1,2.467499696498632,0,-0.094154211
896,6,1999,20000000,1,-0.4631522115603202,0,-0.15788485
897,6,1999,40000000,0,0.3741769050279517,0,-0.083417125
898,6,1999,95000000,1,2.6768319756457,1,0.081114232
899,6,1999,21000000,1,-0.4212857557309067,1,1.476585143
900,6,1999,75000000,1,1.839502859057428,0,-0.85769912
901,6,1999,25000000,1,-0.2538199324132523,0,-0.8398818
902,6,1999,28000000,0,-0.1282205649250115,0,-0.682566321
903,5,1999,25000000,1,-0.2538199324132523,0,-0.5954274
904,4,1999,70000000,1,1.6301705799103596,1,1.175107271
905,6,1999,22000000,1,-0.3794192999014931,0,-0.123464455
906,6,1999,6500000,1,-1.0283493652574038,0,-0.351213077
907,6,1999,21000000,1,-0.4212857557309067,0,-0.154156905
908,6,1999,80000000,1,2.048835138204496,1,0.336070725
909,6,1999,1200000,1,-1.250241581153296,1,0.8380225
910,5,1999,80000000,1,2.048835138204496,0,-0.3389998
911,6,1999,29000000,1,-0.0863541090955978,1,0.725733379
912,4,1999,90000000,1,2.467499696498632,1,0.0822568
913,5,1999,8500000,1,-0.9446164535985768,1,1.099451412
914,5,1999,80000000,1,2.048835138204496,0,-0.560395063
915,5,1999,65000000,1,1.4208383007632917,1,0.054131277
916,5,1999,13000000,0,-0.7562174023662155,0,-0.519869462
917,6,1999,31000000,1,-0.0026211974367706,0,-0.214112871
918,5,1999,35000000,1,0.1648446258808837,0,-0.205792257
919,5,1999,75000000,1,1.839502859057428,0,-0.294824267
920,5,1999,80000000,1,2.048835138204496,0,-0.72046875
921,6,1999,64000000,1,1.378971844933878,0,-0.514766813
922,6,1999,75000000,1,1.839502859057428,0,-0.8131908
923,6,1999,75000000,1,1.839502859057428,0,-0.8131908
924,6,1999,9000000,1,-0.9236832256838698,0,-0.645210889
925,4,1999,12000000,1,-0.7980838581956291,1,1.261829917
926,6,1999,14000000,1,-0.7143509465368019,0,-0.661286643
927,6,1999,33000000,1,0.0811117142220565,0,-0.745264727
928,5,1999,38000000,1,0.2904439933691245,0,-0.647986684
929,5,1999,75000000,0,1.839502859057428,0,-0.54847544
930,4,1999,27000000,1,-0.170087020754425,0,-0.449652074
931,6,1999,6000000,1,-1.0492825931721106,1,0.141939333
932,5,1999,23000000,1,-0.3375528440720794,0,-0.188973261
933,5,1999,13000000,1,-0.7562174023662155,0,-0.311827923
934,4,1999,65000000,1,1.4208383007632917,0,-0.433383738
935,5,1999,45000000,0,0.5835091841750197,0,-0.889857756
936,5,1999,60000000,1,1.2115060216162237,0,-0.627247783
937,6,1999,35000000,1,0.1648446258808837,0,-0.981977743
938,6,1999,45000000,1,0.5835091841750197,0,-0.768195111
939,6,1999,3000000,1,-1.1748819606603516,1,2.005459
940,0,1999,24000000,1,-0.2956863882426659,0,-0.307258042
941,6,1999,7000000,1,-1.007416137342697,1,0.041739286
942,6,1999,35000000,0,0.1648446258808837,0,-0.529742743
943,6,1999,25000000,1,-0.2538199324132523,0,-0.393752
944,5,1999,8500000,1,-0.9446164535985768,1,0.284609059
945,5,1999,35000000,1,0.1648446258808837,0,-0.589189914
946,6,1999,7000000,1,-1.007416137342697,0,-0.996335571
947,5,1999,20000000,0,-0.4631522115603202,0,-0.47279285
948,5,1999,30000000,1,-0.0444876532661842,0,-0.614130433
949,6,1999,30000000,1,-0.0444876532661842,0,-0.599421033
950,5,1999,75000000,1,1.839502859057428,0,-0.619523093
951,6,1999,50000000,1,0.7928414633220877,0,-0.734799
952,4,1999,70000000,1,1.6301705799103596,0,-0.861512786
953,5,1999,5250000,1,-1.0806824350441708,1,0.934417143
954,6,1999,500000,1,-1.2795481002338855,0,-0.997132
955,5,1999,1700000,1,-1.2293083532385891,1,0.143322941
956,5,1999,312000,1,-1.2874189939298153,1,3.106333333
957,6,2000,7000000,1,-1.007416137342697,1,1.152897857
958,6,2000,9000000,1,-0.9236832256838698,1,1.838318556
959,4,2000,30000000,1,-0.0444876532661842,1,2.855158367
960,5,2000,75000000,1,1.839502859057428,1,0.266817853
961,6,2000,60000000,1,1.2115060216162237,0,-0.4577525
962,6,2000,95000000,1,2.6768319756457,0,-0.229375368
963,6,2000,23000000,1,-0.3375528440720794,1,1.318745522
964,5,2000,93000000,1,2.5930990639868723,1,0.347371452
965,6,2000,16000000,1,-0.6306180348779747,1,3.283798563
966,5,2000,26000000,0,-0.2119534765838387,1,0.750254577
967,5,2000,90000000,1,2.467499696498632,1,0.129428567
968,6,2000,33000000,1,0.0811117142220565,1,0.858607848
969,4,2000,100000000,1,2.8861642547927677,0,-0.39116593
970,6,2000,52000000,1,0.876574374980915,1,1.415292404
971,5,2000,45000000,1,0.5835091841750197,1,1.373503711
972,5,2000,85000000,1,2.258167417351564,0,-0.535708529
973,6,2000,48000000,1,0.7091085516632605,1,1.585744271
974,5,2000,45000000,1,0.5835091841750197,1,0.350805978
975,0,2000,100000000,1,2.8861642547927677,0,-0.10697313
976,5,2000,73000000,1,1.7557699473986006,0,-0.705867329
977,4,2000,95000000,1,2.6768319756457,0,-0.464592189
978,6,2000,23000000,1,-0.3375528440720794,1,0.706115609
979,5,2000,50000000,1,0.7928414633220877,0,-0.10525882
980,6,2000,5000000,0,-1.0911490490015243,1,3.3990526
981,6,2000,30000000,0,-0.0444876532661842,0,-0.090764833
982,6,2000,51000000,1,0.8347079191515013,1,0.775901941
983,5,2000,6000000,1,-1.0492825931721106,1,2.1035415
984,6,2000,40000000,1,0.3741769050279517,1,1.2284519
985,5,2000,31000000,1,-0.0026211974367706,1,0.451944452
986,0,2000,45000000,0,0.5835091841750197,1,1.374101422
987,6,2000,32000000,1,0.0392452583926429,1,0.525591281
988,6,2000,41300000,1,0.4286032976061893,1,0.386501017
989,5,2000,80000000,1,2.048835138204496,0,-0.567598888
990,5,2000,40000000,1,0.3741769050279517,0,-0.1620093
991,6,2000,13500000,0,-0.7352841744515087,0,-0.476972148
992,6,2000,7000000,1,-1.007416137342697,1,1.419739857
993,4,2000,83000000,1,2.1744345056927363,0,-0.575081024
994,5,2000,84000000,1,2.2163009615221503,1,0.467974881
995,5,2000,60000000,1,1.2115060216162237,1,0.26322175
996,5,2000,80000000,1,2.048835138204496,0,-0.616309663
997,5,2000,29000000,1,-0.0863541090955978,1,0.277513103
998,5,2000,55000000,1,1.0021737424691557,1,0.035227309
999,5,2000,57000000,1,1.085906654127983,0,-0.727594298
1000,5,2000,30000000,1,-0.0444876532661842,1,2.918647933
1001,5,2000,65000000,1,1.4208383007632917,1,0.391765738
1002,5,2000,82000000,1,2.132568049863323,0,-0.577996585
1003,5,2000,43000000,1,0.4997762725161925,0,-0.135570047
1004,5,2000,75000000,1,1.839502859057428,0,-0.076748547
1005,5,2000,20000000,1,-0.4631522115603202,1,0.3720561
1006,6,2000,25000000,1,-0.2538199324132523,1,1.23893344
1007,6,2000,54000000,1,0.960307286639742,0,-0.388467278
1008,5,2000,65000000,1,1.4208383007632917,0,-0.419185677
1009,5,2000,43000000,1,0.4997762725161925,1,0.204760791
1010,4,2000,75000000,1,1.839502859057428,0,-0.69664028
1011,6,2000,8000000,0,-0.9655496815132836,1,0.034877125
1012,5,2000,45000000,1,0.5835091841750197,0,-0.661762556
1013,4,2000,76000000,1,1.8813693148868411,0,-0.657886711
1014,6,2000,60000000,0,1.2115060216162237,1,0.022253833
1015,6,2000,42000000,1,0.4579098166867789,0,-0.443790976
1016,5,2000,80000000,1,2.048835138204496,0,-0.781488875
1017,0,2000,85000000,1,2.258167417351564,0,-0.212270282
1018,4,2000,35000000,0,0.1648446258808837,0,-0.612686057
1019,6,2000,10000000,1,-0.8818167698544563,0,-0.9860308
1020,5,2000,20000000,1,-0.4631522115603202,0,-0.2190687
1021,6,2000,55000000,1,1.0021737424691557,0,-0.647464473
1022,4,2000,24000000,1,-0.2956863882426659,1,0.360929125
1023,6,2000,15000000,1,-0.6724844907073882,1,0.762472933
1024,6,2000,24000000,1,-0.2956863882426659,0,-0.963220417
1025,5,2000,24000000,1,-0.2956863882426659,0,-0.484482917
1026,6,2000,30000000,1,-0.0444876532661842,0,-0.035742667
1027,5,2000,35000000,1,0.1648446258808837,1,0.000205143
1028,6,2000,6000000,1,-1.0492825931721106,1,0.432819
1029,5,2000,60000000,0,1.2115060216162237,0,-0.399162833
1030,5,2000,35000000,1,0.1648446258808837,0,-0.410646514
1031,6,2000,25000000,1,-0.2538199324132523,0,-0.4879524
1032,5,2000,35000000,1,0.1648446258808837,0,-0.427562571
1033,6,2000,16000000,1,-0.6306180348779747,0,-0.993586125
1034,4,2000,25000000,1,-0.2538199324132523,0,-0.3171508
1035,6,2000,20000000,1,-0.4631522115603202,0,-0.10636385
1036,6,2000,60000000,1,1.2115060216162237,0,-0.49652335
1037,0,2000,30000000,0,-0.0444876532661842,1,1.550258533
1038,5,2000,35000000,1,0.1648446258808837,1,0.050837029
1039,6,2000,65000000,1,1.4208383007632917,0,-0.548089569
1040,6,2000,1000000,1,-1.2586148723191788,1,0.523941
1041,6,2000,10000000,1,-0.8818167698544563,0,-0.8368161
1042,5,2000,1800000,1,-1.2251217076556478,1,0.694963333
1043,6,2000,8000000,1,-0.9655496815132836,0,-0.37269375
1044,6,2000,63000000,0,1.3371053891044644,0,-0.841043905
1045,6,2000,15000000,1,-0.6724844907073882,0,-0.684384333
1046,5,2000,6000000,1,-1.0492825931721106,1,1.571198667
1047,6,2000,24000000,0,-0.2956863882426659,1,0.04863625
1048,6,2000,8500000,1,-0.9446164535985768,0,-0.961480235
1049,5,2000,50000000,1,0.7928414633220877,0,-0.86913612
1050,6,2000,250000,1,-1.2900147141912388,1,3.2024
1051,5,2000,25000000,1,-0.2538199324132523,0,-0.40037672
1052,5,2000,36000000,0,0.2067110817102973,0,-0.998626
1053,6,2000,60000000,1,1.2115060216162237,0,-0.895139967
1054,4,2000,4500000,0,-1.112082276916231,0,-0.723058444
1055,3,2000,1000000,0,-1.2586148723191788,0,-0.376209
1056,6,2001,15000000,0,-0.6724844907073882,0,-0.518650467
1057,6,2001,4500000,1,-1.112082276916231,0,-0.95684
1058,6,2001,45000000,1,0.5835091841750197,1,0.702931267
1059,6,2001,92000000,1,2.551232608157459,1,0.180855924
1060,6,2001,53000000,1,0.9184408308103283,0,-0.000174057
1061,6,2001,5000000,1,-1.0911490490015243,0,-0.9415796
1062,6,2001,21000000,1,-0.4212857557309067,1,1.493524286
1063,6,2001,57000000,1,1.085906654127983,0,-0.701609088
1064,5,2001,100000000,1,2.8861642547927677,0,-0.21383311
1065,0,2001,26000000,1,-0.2119534765838387,1,3.163421385
1066,4,2001,35000000,1,0.1648446258808837,1,2.220542886
1067,6,2001,15000000,1,-0.6724844907073882,1,1.550152267
1068,6,2001,68000000,1,1.5464376682515324,1,0.479630265
1069,5,2001,65000000,1,1.4208383007632917,0,-0.129696892
1070,6,2001,45000000,1,0.5835091841750197,1,0.584644378
1071,6,2001,35000000,1,0.1648446258808837,0,-0.097069543
1072,6,2001,25000000,0,-0.2538199324132523,1,1.86173708
1073,6,2001,42000000,1,0.4579098166867789,0,-0.00314381
1074,6,2001,42000000,0,0.4579098166867789,0,-0.613029405
1075,6,2001,68000000,0,1.5464376682515324,0,-0.244091794
1076,5,2001,28000000,0,-0.1282205649250115,1,0.613294643
1077,5,2001,22000000,1,-0.3794192999014931,1,0.832356909
1078,5,2001,28000000,1,-0.1282205649250115,1,0.796225607
1079,6,2001,107000000,1,3.1792294455986627,0,-0.456045748
1080,6,2001,22000000,1,-0.3794192999014931,1,0.366335727
1081,6,2001,7000000,1,-1.007416137342697,0,-0.111735857
1082,5,2001,48000000,1,0.7091085516632605,1,0.179542813
1083,5,2001,39000000,0,0.3323104491985381,0,-0.634542821
1084,5,2001,68000000,1,1.5464376682515324,0,-0.259728162
1085,5,2001,40000000,1,0.3741769050279517,1,0.7709074
1086,6,2001,68000000,1,1.5464376682515324,1,0.045145353
1087,6,2001,20000000,1,-0.4631522115603202,1,0.55777175
1088,6,2001,11000000,1,-0.8399503140250427,1,0.192868636
1089,6,2001,102000000,1,2.9698971664515947,0,-0.315951284
1090,6,2001,1500000,1,-1.2376816444044718,0,-0.747882667
1091,6,2001,11000000,1,-0.8399503140250427,1,0.191257091
1092,5,2001,17700000,1,-0.5594450599679716,1,0.530378249
1093,6,2001,57000000,1,1.085906654127983,1,0.172080965
1094,6,2001,23000000,1,-0.3375528440720794,0,-0.044644261
1095,6,2001,60000000,1,1.2115060216162237,1,0.234636233
1096,6,2001,19800000,0,-0.471525502726203,1,1.086293687
1097,5,2001,13000000,1,-0.7562174023662155,0,-0.615206923
1098,6,2001,16000000,1,-0.6306180348779747,1,0.7959095
1099,5,2001,48000000,1,0.7091085516632605,0,-0.018294604
1100,6,2001,28000000,1,-0.1282205649250115,0,-0.69876425
1101,6,2001,50000000,1,0.7928414633220877,1,0.10003284
1102,4,2001,70000000,1,1.6301705799103596,0,-0.805758414
1103,6,2001,72000000,1,1.7139034915691869,0,-0.747110028
1104,6,2001,10000000,1,-0.8818167698544563,1,1.0384136
1105,5,2001,35000000,0,0.1648446258808837,1,0.725738743
1106,6,2001,60000000,1,1.2115060216162237,0,-0.593274133
1107,5,2001,31000000,1,-0.0026211974367706,0,-0.219813516
1108,5,2001,7000000,1,-1.007416137342697,0,-0.529534571
1109,4,2001,72000000,1,1.7139034915691869,0,-0.613787972
1110,6,2001,27000000,1,-0.170087020754425,0,-0.420272704
1111,6,2001,25000000,0,-0.2538199324132523,1,0.47380496
1112,5,2001,23000000,1,-0.3375528440720794,1,0.18861013
1113,5,2001,46000000,1,0.6253756400044334,1,1.034949413
1114,5,2001,48000000,1,0.7091085516632605,0,-0.371551333
1115,0,2001,30000000,1,-0.0444876532661842,1,1.6978744
1116,4,2001,60000000,1,1.2115060216162237,1,0.55642525
1117,6,2001,5000000,1,-1.0911490490015243,1,2.2034806
1118,5,2001,22000000,1,-0.3794192999014931,0,-0.474533682
1119,5,2001,22000000,1,-0.3794192999014931,0,-0.120383227
1120,5,2001,34000000,1,0.1229781700514701,0,-0.420767912
1121,6,2001,14000000,1,-0.7143509465368019,1,0.017786071
1122,5,2001,11000000,1,-0.8399503140250427,1,0.206995727
1123,5,2001,75000000,1,1.839502859057428,0,-0.927840013
1124,5,2001,32000000,1,0.0392452583926429,1,0.256865875
1125,6,2001,18000000,1,-0.5468851232191475,0,-0.237236556
1126,5,2001,75000000,1,1.839502859057428,0,-0.397238507
1127,5,2001,94000000,1,2.6349655198162862,0,-0.653012032
1128,6,2001,6000000,1,-1.0492825931721106,0,-0.495153167
1129,6,2001,15000000,0,-0.6724844907073882,0,-0.976417133
1130,5,2001,47000000,1,0.6672420958338469,1,0.228575787
1131,5,2001,50000000,1,0.7928414633220877,0,-0.33154388
1132,5,2001,13000000,1,-0.7562174023662155,1,0.302240231
1133,6,2001,62000000,1,1.295238933275051,0,-0.746151097
1134,6,2001,50000000,1,0.7928414633220877,1,0.03517198
1135,6,2001,18000000,1,-0.5468851232191475,0,-0.650518167
1136,6,2001,35000000,1,0.1648446258808837,0,-0.673308114
1137,5,2001,30000000,1,-0.0444876532661842,0,-0.634493033
1138,6,2001,53000000,1,0.9184408308103283,0,-0.546329585
1139,5,2001,35000000,1,0.1648446258808837,0,-0.6210004
1140,6,2001,40000000,1,0.3741769050279517,0,-0.847144075
1141,5,2001,60000000,1,1.2115060216162237,0,-0.465078033
1142,6,2001,11000000,1,-0.8399503140250427,1,0.232612636
1143,5,2001,33000000,1,0.0811117142220565,0,-0.772832667
1144,4,2001,70000000,1,1.6301705799103596,1,0.613612843
1145,5,2001,35000000,0,0.1648446258808837,0,-0.863514086
1146,5,2001,22000000,1,-0.3794192999014931,0,-0.805755818
1147,6,2001,4500000,1,-1.112082276916231,0,-0.269296889
1148,4,2001,7000000,1,-1.007416137342697,0,-0.325661286
1149,6,2001,16000000,1,-0.6306180348779747,0,-0.54326525
1150,4,2001,35000000,1,0.1648446258808837,0,-0.046929257
1151,6,2001,7000000,1,-1.007416137342697,1,0.442442286
1152,5,2001,20000000,0,-0.4631522115603202,0,-0.966593
1153,6,2001,15000000,1,-0.6724844907073882,0,-0.514103267
1154,6,2001,30000000,1,-0.0444876532661842,0,-0.985656233
1155,0,2001,23000000,1,-0.3375528440720794,1,0.595511348
1156,4,2001,38000000,1,0.2904439933691245,0,-0.400766737
1157,5,2001,7000000,0,-1.007416137342697,0,-0.541502714
1158,6,2002,100000000,1,2.8861642547927677,0,-0.22188
1159,6,2002,35000000,0,0.1648446258808837,0,-0.069354943
1160,4,2002,11000000,1,-0.8399503140250427,1,2.747915364
1161,6,2002,41000000,1,0.4160433608573653,1,1.846928659
1162,6,2002,50000000,1,0.7928414633220877,1,0.05602
1163,5,2002,102000000,1,2.9698971664515947,1,0.294832608
1164,6,2002,4000000,1,-1.1330155048309378,1,0.01492
1165,6,2002,80000000,1,2.048835138204496,1,0.305684525
1166,5,2002,38000000,1,0.2904439933691245,1,2.347984684
1167,6,2002,75000000,1,1.839502859057428,1,0.04163624
1168,5,2002,25000000,1,-0.2538199324132523,1,0.66703976
1169,6,2002,33000000,0,0.0811117142220565,1,0.215748758
1170,6,2002,20000000,1,-0.4631522115603202,0,-0.9398013
1171,6,2002,19000000,1,-0.5050186673897339,1,0.170834789
1172,6,2002,54000000,0,0.960307286639742,1,0.52496887
1173,5,2002,60000000,1,1.2115060216162237,0,-0.279093183
1174,5,2002,70000000,1,1.6301705799103596,1,1.030134029
1175,4,2002,80000000,1,2.048835138204496,1,0.822429225
1176,6,2002,13000000,1,-0.7562174023662155,1,2.582016308
1177,6,2002,12000000,1,-0.7980838581956291,1,1.157083333
1178,5,2002,18000000,1,-0.5468851232191475,1,1.279606389
1179,5,2002,100000000,0,2.8861642547927677,0,-0.64831034
1180,5,2002,60000000,1,1.2115060216162237,0,-0.2823003
1181,5,2002,60000000,1,1.2115060216162237,1,0.517451283
1182,6,2002,35000000,1,0.1648446258808837,0,-0.139614543
1183,6,2002,43000000,1,0.4997762725161925,0,-0.425158977
1184,5,2002,21000000,0,-0.4212857557309067,1,0.204592714
1185,5,2002,30000000,0,-0.0444876532661842,1,0.379509267
1186,6,2002,35000000,1,0.1648446258808837,0,-0.133234286
1187,5,2002,32000000,1,0.0392452583926429,1,0.117074063
1188,5,2002,60000000,1,1.2115060216162237,1,0.555914183
1189,5,2002,38000000,1,0.2904439933691245,1,0.052835316
1190,6,2002,8000000,1,-0.9655496815132836,1,0.75197325
1191,6,2002,5000000,1,-1.0911490490015243,1,1.6121686
1192,0,2002,80000000,1,2.048835138204496,0,-0.083998538
1193,6,2002,15000000,1,-0.6724844907073882,1,1.023629467
1194,5,2002,30000000,1,-0.0444876532661842,1,0.3463549
1195,6,2002,85000000,1,2.258167417351564,0,-0.528502859
1196,5,2002,50000000,1,0.7928414633220877,1,1.52586904
1197,5,2002,68000000,1,1.5464376682515324,1,0.748632882
1198,5,2002,36000000,1,0.2067110817102973,1,0.9932445
1199,6,2002,4000000,0,-1.1330155048309378,1,0.63315475
1200,5,2002,42000000,1,0.4579098166867789,0,-0.010876024
1201,4,2002,15000000,1,-0.6724844907073882,1,0.277204933
1202,6,2002,30000000,1,-0.0444876532661842,1,1.167209567
1203,6,2002,50000000,1,0.7928414633220877,0,-0.36250262
1204,5,2002,13500000,1,-0.7352841744515087,1,0.174443556
1205,5,2002,34000000,1,0.1229781700514701,0,-0.310496353
1206,6,2002,10000000,1,-0.8818167698544563,1,2.2983713
1207,6,2002,12000000,1,-0.7980838581956291,1,1.63309425
1208,5,2002,30000000,1,-0.0444876532661842,0,-0.4225798
1209,6,2002,17000000,1,-0.5887515790485611,1,1.232401294
1210,4,2002,15000000,1,-0.6724844907073882,1,2.187418333
1211,5,2002,60000000,1,1.2115060216162237,0,-0.157533367
1212,5,2002,13000000,1,-0.7562174023662155,1,1.228629769
1213,6,2002,500000,1,-1.2795481002338855,0,-0.699446
1214,6,2002,2000000,1,-1.216748416489765,0,-0.7948795
1215,6,2002,20000000,1,-0.4631522115603202,0,-0.5706812
1216,6,2002,20000000,1,-0.4631522115603202,0,-0.3800686
1217,6,2002,15000000,1,-0.6724844907073882,0,-0.396027467
1218,0,2002,65000000,1,1.4208383007632917,1,1.142097338
1219,6,2002,45000000,1,0.5835091841750197,1,0.484856622
1220,6,2002,40000000,1,0.3741769050279517,0,-0.98486095
1221,5,2002,16000000,1,-0.6306180348779747,0,-0.697538563
1222,4,2002,35000000,0,0.1648446258808837,1,1.319216
1223,5,2002,8500000,1,-0.9446164535985768,1,2.360461882
1224,5,2002,20000000,1,-0.4631522115603202,1,1.8199081
1225,6,2002,50000000,1,0.7928414633220877,0,-0.47600966
1226,4,2002,30000000,1,-0.0444876532661842,1,0.7144141
1227,5,2002,85000000,1,2.258167417351564,0,-0.551968094
1228,5,2002,70000000,1,1.6301705799103596,0,-0.527062857
1229,4,2002,16000000,1,-0.6306180348779747,1,1.522720625
1230,6,2002,70000000,1,1.6301705799103596,0,-0.727474071
1231,5,2002,25000000,1,-0.2538199324132523,1,0.5292174
1232,6,2002,10000000,0,-0.8818167698544563,0,-0.188864
1233,5,2002,27000000,1,-0.170087020754425,1,1.577741333
1234,5,2002,100000000,1,2.8861642547927677,0,-0.9557992
1235,5,2002,12500000,1,-0.7771506302809222,1,0.6862516
1236,6,2002,55000000,0,1.0021737424691557,0,-0.848076091
1237,5,2002,29000000,0,-0.0863541090955978,0,-0.416200517
1238,5,2002,17000000,1,-0.5887515790485611,0,-0.244656353
1239,6,2002,4000000,1,-1.1330155048309378,0,-0.85948525
1240,5,2002,25000000,1,-0.2538199324132523,0,-0.57089268
1241,0,2002,35000000,1,0.1648446258808837,0,-0.514600114
1242,4,2002,10000000,0,-0.8818167698544563,0,-0.8516025
1243,6,2002,11000000,0,-0.8399503140250427,0,-0.562341455
1244,6,2002,60000000,1,1.2115060216162237,0,-0.464629183
1245,6,2002,7000000,1,-1.007416137342697,0,-0.705419143
1246,6,2002,10000000,1,-0.8818167698544563,0,-0.3955382
1247,6,2002,9000000,1,-0.9236832256838698,0,-0.479833
1248,6,2002,2000000,1,-1.216748416489765,1,0.253223
1249,6,2002,14000000,1,-0.7143509465368019,1,0.820209357
1250,6,2002,10000000,1,-0.8818167698544563,1,2.0307416
1251,6,2002,11000000,0,-0.8399503140250427,0,-0.724165364
1252,4,2002,11000000,1,-0.8399503140250427,1,0.037422182
1253,4,2002,25000000,1,-0.2538199324132523,1,0.60434788
1254,6,2002,12000000,1,-0.7980838581956291,0,-0.972168667
1255,6,2003,6000000,1,-1.0492825931721106,0,-0.9997
1256,6,2003,30000000,1,-0.0444876532661842,1,1.336634833
1257,6,2003,40000000,0,0.3741769050279517,1,0.4924036
1258,6,2003,25000000,1,-0.2538199324132523,1,2.60540764
1259,6,2003,1500000,1,-1.2376816444044718,1,2.066453333
1260,6,2003,12600000,1,-0.7729639846979809,1,0.223632619
1261,4,2003,20000000,1,-0.4631522115603202,1,2.37032865
1262,5,2003,70000000,1,1.6301705799103596,0,-0.0534714
1263,5,2003,78000000,1,1.9651022265456688,0,-0.994463064
1264,5,2003,35000000,1,0.1648446258808837,1,1.321747914
1265,6,2003,30000000,1,-0.0444876532661842,1,0.7386512
1266,6,2003,30000000,1,-0.0444876532661842,1,1.7540885
1267,6,2003,24000000,1,-0.2956863882426659,1,2.149378875
1268,5,2003,76000000,1,1.8813693148868411,1,0.673090803
1269,5,2003,78000000,1,1.9651022265456688,0,-0.147882
1270,6,2003,7000000,1,-1.007416137342697,1,0.804994571
1271,5,2003,95000000,1,2.6768319756457,0,-0.308840042
1272,6,2003,79000000,0,2.0069686823750823,1,0.210588722
1273,6,2003,22000000,1,-0.3794192999014931,1,1.651420636
1274,5,2003,85000000,1,2.258167417351564,0,-0.438513624
1275,5,2003,50000000,1,0.7928414633220877,1,1.11626746
1276,6,2003,55000000,1,1.0021737424691557,1,0.901183891
1277,6,2003,26000000,1,-0.2119534765838387,1,0.806200538
1278,6,2003,20000000,1,-0.4631522115603202,0,-0.18756495
1279,6,2003,50000000,1,0.7928414633220877,0,-0.6081252
1280,6,2003,15000000,1,-0.6724844907073882,0,-0.132967667
1281,6,2003,29000000,1,-0.0863541090955978,1,0.94344069
1282,5,2003,60000000,1,1.2115060216162237,0,-0.4802184
1283,5,2003,48000000,1,0.7091085516632605,1,1.291733688
1284,5,2003,65000000,1,1.4208383007632917,0,-0.017523969
1285,2,2003,10000000,1,-0.8818167698544563,0,-0.9634266
1286,5,2003,75000000,1,1.839502859057428,1,0.808610973
1287,5,2003,35000000,1,0.1648446258808837,0,-0.420051229
1288,6,2003,30000000,0,-0.0444876532661842,0,-0.820625767
1289,5,2003,18000000,1,-0.5468851232191475,1,1.422817944
1290,6,2003,70000000,1,1.6301705799103596,0,-0.375216057
1291,4,2003,20000000,1,-0.4631522115603202,1,0.79952525
1292,6,2003,60000000,1,1.2115060216162237,0,-0.551661067
1293,5,2003,80000000,1,2.048835138204496,1,0.559109225
1294,6,2003,40000000,1,0.3741769050279517,1,0.4923645
1295,5,2003,80000000,1,2.048835138204496,1,0.461683125
1296,4,2003,35000000,0,0.1648446258808837,0,-0.197646686
1297,4,2003,26000000,1,-0.2119534765838387,1,0.838889923
1298,4,2003,90000000,1,2.467499696498632,0,-0.1572526
1299,6,2003,23000000,1,-0.3375528440720794,1,1.611318609
1300,5,2003,30000000,1,-0.0444876532661842,0,-0.4803514
1301,5,2003,60000000,1,1.2115060216162237,0,-0.103492483
1302,5,2003,62000000,1,1.295238933275051,0,-0.404734516
1303,4,2003,60000000,1,1.2115060216162237,1,0.73828435
1304,5,2003,46000000,1,0.6253756400044334,1,0.147872609
1305,6,2003,36000000,1,0.2067110817102973,0,-0.272688972
1306,5,2003,33000000,1,0.0811117142220565,1,3.021717485
1307,5,2003,80000000,1,2.048835138204496,0,-0.756475713
1308,4,2003,80000000,0,2.048835138204496,0,-0.73760795
1309,5,2003,60000000,1,1.2115060216162237,0,-0.175939533
1310,5,2003,55000000,1,1.0021737424691557,0,-0.384859255
1311,4,2003,60000000,1,1.2115060216162237,1,0.115582717
1312,5,2003,60000000,1,1.2115060216162237,0,-0.4112062
1313,6,2003,54000000,1,0.960307286639742,0,-0.887616019
1314,6,2003,12000000,0,-0.7980838581956291,0,-0.6041165
1315,5,2003,19000000,1,-0.5050186673897339,1,0.382971842
1316,5,2003,18000000,1,-0.5468851232191475,1,2.118175667
1317,5,2003,50000000,1,0.7928414633220877,1,0.20953744
1318,5,2003,45000000,1,0.5835091841750197,1,1.004140622
1319,5,2003,87000000,1,2.341900329010391,1,0.382504069
1320,5,2003,20000000,1,-0.4631522115603202,1,0.8461095
1321,6,2003,7000000,0,-1.007416137342697,1,0.464245571
1322,6,2003,30000000,1,-0.0444876532661842,1,0.153468467
1323,4,2003,35000000,1,0.1648446258808837,1,0.493642429
1324,5,2003,56000000,1,1.0440401982985692,0,-0.770168411
1325,5,2003,20000000,1,-0.4631522115603202,0,-0.2295589
1326,4,2003,12000000,1,-0.7980838581956291,0,-0.5898195
1327,6,2003,5000000,1,-1.0911490490015243,0,-0.8543494
1328,6,2003,18000000,1,-0.5468851232191475,0,-0.822053111
1329,5,2003,52000000,1,0.876574374980915,0,-0.557298308
1330,4,2003,25000000,1,-0.2538199324132523,1,0.57599
1331,5,2003,17000000,1,-0.5887515790485611,1,0.337322706
1332,6,2003,2500000,1,-1.1958151885750583,0,-0.7805152
1333,5,2003,10000000,0,-0.8818167698544563,1,2.1041759
1334,6,2003,15000000,1,-0.6724844907073882,0,-0.185838867
1335,6,2003,3200000,1,-1.1665086694944689,1,1.5762125
1336,6,2003,17000000,0,-0.5887515790485611,0,-0.907558588
