,rating,year,budget,country,budget_norm,isprofit,profitability_ratio
444,6,1994,600000,1,-1.2753614546509442,0,-0.763956667
445,4,1994,50000000,1,0.7928414633220877,0,-0.6665699
446,5,1994,35000000,0,0.1648446258808837,0,-0.045042257
447,4,1994,20000000,1,-0.4631522115603202,0,-0.03555895
448,6,1994,8000000,1,-0.9655496815132836,1,0.118325
449,5,1994,31000000,1,-0.0026211974367706,1,0.086574742
450,4,1994,75000000,1,1.839502859057428,1,0.355083627
451,6,1994,45000000,0,0.5835091841750197,1,0.274724022
452,5,1994,40000000,1,0.3741769050279517,0,-0.3916919
453,5,1994,31000000,1,-0.0026211974367706,0,-0.199270355
454,6,1994,55000000,1,1.0021737424691557,1,0.509365255
455,0,1994,27000000,1,-0.170087020754425,0,-0.493678222
456,4,1994,30000000,0,-0.0444876532661842,0,-0.904354367
457,6,1994,40000000,1,0.3741769050279517,0,-0.50695465
458,5,1994,45000000,1,0.5835091841750197,1,0.040349956
459,5,1994,8000000,1,-0.9655496815132836,0,-0.45615325
460,5,1994,25000000,1,-0.2538199324132523,0,-0.11398196
461,0,1994,20000000,1,-0.4631522115603202,0,-0.5114171
462,6,1994,2500000,0,-1.1958151885750583,1,1.455394
463,6,1994,50000000,1,0.7928414633220877,0,-0.22819
464,6,1994,25000000,1,-0.2538199324132523,0,-0.7263372
465,6,1994,7400000,1,-0.9906695550109316,1,0.039190946
466,6,1994,2500000,0,-1.1958151885750583,1,0.1526032
467,5,1994,16000000,1,-0.6306180348779747,0,-0.790033438
468,4,1994,12000000,1,-0.7980838581956291,0,-0.257101917
469,5,1994,25000000,1,-0.2538199324132523,1,0.28220992
470,6,1994,13000000,1,-0.7562174023662155,0,-0.393743462
471,6,1994,25000000,1,-0.2538199324132523,0,-0.73969944
472,6,1994,11000000,1,-0.8399503140250427,1,0.039926636
473,5,1994,7000000,1,-1.007416137342697,1,1.800571429
474,4,1994,6200000,1,-1.040909302006228,0,-0.979637581
475,6,1994,10000000,1,-0.8818167698544563,1,1.9392418
476,5,1994,7850000,1,-0.9718296498876956,0,-0.701744076
477,6,1994,12000000,0,-0.7980838581956291,0,-0.824666667
478,4,1994,25000000,1,-0.2538199324132523,1,0.05490652
479,4,1994,19000000,1,-0.5050186673897339,0,-0.609912684
480,4,1994,20000000,1,-0.4631522115603202,0,-0.4108
481,6,1994,700000,1,-1.2711748090680028,0,-0.461531429
482,6,1994,45000000,1,0.5835091841750197,0,-0.361769333
483,6,1994,7000000,1,-1.007416137342697,1,1.978788714
484,6,1994,45000000,1,0.5835091841750197,0,-0.534913511
485,5,1994,50000000,1,0.7928414633220877,0,-0.670422
486,2,1994,1900000,0,-1.2209350620727064,0,-0.597975263
487,6,1994,2000000,1,-1.216748416489765,1,0.130311
488,4,1994,3000000,1,-1.1748819606603516,1,1.033866667
489,6,1994,7000000,1,-1.007416137342697,0,-0.693619
490,5,1994,20000000,1,-0.4631522115603202,1,0.3526749
491,6,1994,15000000,1,-0.6724844907073882,0,-0.7974334
492,5,1994,30000000,0,-0.0444876532661842,0,-0.949354467
493,6,1994,2300000,1,-1.204188479740941,0,-0.523528261
494,6,1994,2300000,1,-1.204188479740941,0,-0.627642609
495,6,1994,30000000,1,-0.0444876532661842,0,-0.893977533
496,5,1994,3200000,1,-1.1665086694944689,1,1.270929063
497,4,1994,15000000,1,-0.6724844907073882,0,-0.913396
498,5,1994,10700000,1,-0.8525102507738668,0,-0.884291589
499,6,1994,1000000,1,-1.2586148723191788,0,-0.553066
500,6,1995,33000000,1,0.0811117142220565,1,2.034110394
501,4,1995,50000000,1,0.7928414633220877,1,1.00950498
502,6,1995,72000000,1,1.7139034915691869,1,0.05
503,6,1995,6000000,1,-1.0492825931721106,1,2.890261333
504,0,1995,55000000,1,1.0021737424691557,1,1.574545455
505,6,1995,29000001,1,-0.086354067229142,1,0.97039507
506,5,1995,60000000,0,1.2115060216162237,1,0.776666667
507,6,1995,52000000,0,0.876574374980915,0,-0.183878846
508,1,1995,45000000,0,0.5835091841750197,0,-0.548823089
509,4,1995,50000000,1,0.7928414633220877,1,1.00656388
510,6,1995,2500000,1,-1.1958151885750583,1,1.214162
511,5,1995,18000000,1,-0.5468851232191475,1,2.914116556
512,5,1995,20000000,1,-0.4631522115603202,0,-0.6218
513,5,1995,10000000,1,-0.8818167698544563,1,1.558875
514,5,1995,50000000,1,0.7928414633220877,1,0.62044202
515,6,1995,30250000,1,-0.0340210393088308,1,1.382710744
516,5,1995,62000000,1,1.295238933275051,1,0.048387097
517,6,1995,25000000,1,-0.2538199324132523,0,-0.83742668
518,5,1995,9500000,1,-0.9027499977691632,1,2.248646947
519,6,1995,35000000,1,0.1648446258808837,1,0.716402943
520,6,1995,7000000,1,-1.007416137342697,1,2.66073
521,6,1995,42000000,1,0.4579098166867789,0,-0.811452381
522,5,1995,30000000,1,-0.0444876532661842,1,2.6128511
523,6,1995,4000000,1,-1.1330155048309378,1,0.07533275
524,6,1995,70000000,1,1.6301705799103596,0,-0.504378843
525,5,1995,25000000,1,-0.2538199324132523,1,1.7948
526,6,1995,20000000,1,-0.4631522115603202,1,0.60259585
527,4,1995,15000000,1,-0.6724844907073882,1,1.520307733
528,6,1995,50000000,1,0.7928414633220877,1,0.35647146
529,6,1995,9000000,1,-0.9236832256838698,0,-0.884683667
530,6,1995,53000000,1,0.9184408308103283,1,0.724528302
531,5,1995,24000000,1,-0.2956863882426659,1,1.979859042
532,6,1995,23000000,1,-0.3375528440720794,1,2.69214787
533,6,1995,20000000,1,-0.4631522115603202,1,0.0642257
534,6,1995,6000000,1,-1.0492825931721106,0,-0.646239833
535,6,1995,5000000,1,-1.0911490490015243,1,2.0233268
536,6,1995,60000000,1,1.2115060216162237,0,-0.166265283
537,6,1995,25000000,0,-0.2538199324132523,0,-0.23696
538,5,1995,20000000,1,-0.4631522115603202,1,1.50062535
539,6,1995,50000000,0,0.7928414633220877,0,-0.39387464
540,6,1995,28000000,1,-0.1282205649250115,1,0.128571429
541,5,1995,55000000,1,1.0021737424691557,0,-0.316355727
542,5,1995,98000000,1,2.8024313431339403,0,-0.897782429
543,6,1995,13000000,1,-0.7562174023662155,1,0.622197538
544,6,1995,10000000,1,-0.8818167698544563,1,1.42
545,4,1995,23000000,1,-0.3375528440720794,1,2.589998739
546,6,1995,20000000,1,-0.4631522115603202,0,-0.0124132
547,6,1995,8000000,1,-0.9655496815132836,1,1.01448475
548,4,1995,30000000,1,-0.0444876532661842,1,1.553133333
549,4,1995,6500000,1,-1.0283493652574038,1,0.490150154
550,6,1995,8000000,0,-0.9655496815132836,0,-0.957513875
551,6,1995,30000000,1,-0.0444876532661842,0,-0.1984
552,6,1995,50000000,1,0.7928414633220877,0,-0.7287808
553,6,1995,50000000,1,0.7928414633220877,0,-0.80409966
554,4,1995,12000000,1,-0.7980838581956291,1,0.477125
555,6,1995,12000000,1,-0.7980838581956291,1,0.10775675
556,6,1995,16000000,1,-0.6306180348779747,1,3.19075975
557,6,1995,35000000,1,0.1648446258808837,0,-0.418566543
558,6,1995,25000000,1,-0.2538199324132523,0,-0.47837588
559,6,1995,7000000,1,-1.007416137342697,0,-0.924319143
560,6,1995,5500000,1,-1.0702158210868176,1,1.014431455
561,6,1995,500000,1,-1.2795481002338855,1,1.297504
562,6,1995,7000000,0,-1.007416137342697,1,0.192775714
563,6,1995,27000000,1,-0.170087020754425,0,-0.406292741
564,6,1995,9000000,1,-0.9236832256838698,0,-0.907454444
565,6,1995,68000000,1,1.5464376682515324,0,-0.480526
566,6,1995,6000000,1,-1.0492825931721106,1,0.966321167
567,6,1995,17000000,1,-0.5887515790485611,0,-0.552719647
568,6,1995,21000000,1,-0.4212857557309067,1,0.116666667
569,6,1995,7000000,0,-1.007416137342697,0,-0.462783571
570,6,1995,2000000,1,-1.216748416489765,0,-0.3620005
571,6,1995,15000000,1,-0.6724844907073882,0,-0.186583
572,6,1995,6400000,1,-1.0325360108403452,1,0.070312188
573,5,1995,8000000,0,-0.9655496815132836,0,-0.6546225
574,6,1995,5000000,1,-1.0911490490015243,0,-0.2868984
575,6,1995,3000000,1,-1.1748819606603516,0,-0.901669667
576,6,1995,11000000,1,-0.8399503140250427,0,-0.742470364
577,5,1995,6000000,1,-1.0492825931721106,0,-0.151048833
578,6,1995,2000000,0,-1.216748416489765,0,-0.397785
579,4,1995,8000000,1,-0.9655496815132836,0,-0.938374125
580,6,1996,7000000,1,-1.007416137342697,1,2.515996429
581,6,1996,19000000,1,-0.5050186673897339,1,0.355465263
582,5,1996,14500000,1,-0.6934177186220951,1,2.196644483
583,5,1996,12000000,1,-0.7980838581956291,1,2.218666667
584,6,1996,44000000,1,0.5416427283456061,1,0.115909091
585,6,1996,27000000,1,-0.170087020754425,1,1.913015926
586,6,1996,15000000,1,-0.6724844907073882,1,0.658733333
587,6,1996,30000000,1,-0.0444876532661842,1,0.870539433
588,4,1996,80000000,1,2.048835138204496,1,0.130794175
589,6,1996,75000000,1,1.839502859057428,1,0.78759348
590,6,1996,40000000,1,0.3741769050279517,1,1.719150175
591,5,1996,70000000,1,1.6301705799103596,0,-0.460414043
592,6,1996,4000000,1,-1.1330155048309378,1,3.16875
593,6,1996,36000000,1,0.2067110817102973,0,-0.439130222
594,6,1996,31000000,1,-0.0026211974367706,1,3.001953323
595,5,1996,25000000,1,-0.2538199324132523,0,-0.70639588
596,4,1996,26000000,1,-0.2119534765838387,0,-0.007314885
597,6,1996,55000000,1,1.0021737424691557,1,0.0285312
598,6,1996,45000000,1,0.5835091841750197,1,0.196768622
599,6,1996,7000000,1,-1.007416137342697,0,-0.919990143
600,5,1996,15000000,1,-0.6724844907073882,1,0.7838
601,0,1996,75000000,1,1.839502859057428,1,0.815857253
602,5,1996,27000000,1,-0.170087020754425,0,-0.076140259
603,4,1996,38000000,0,0.2904439933691245,0,-0.238559
604,6,1996,40000000,1,0.3741769050279517,0,-0.172256425
605,4,1996,26000000,1,-0.2119534765838387,1,3.057277038
606,6,1996,8500000,1,-0.9446164535985768,1,0.784879412
607,5,1996,57000000,1,1.085906654127983,0,-0.098817982
608,5,1996,47000000,1,0.6672420958338469,1,0.281708404
609,6,1996,50000000,1,0.7928414633220877,0,-0.4904527
610,6,1996,65000000,1,1.4208383007632917,0,-0.487260754
611,6,1996,100000000,1,2.8861642547927677,1,0.01295562
612,5,1996,45000000,1,0.5835091841750197,0,-0.553333333
613,6,1996,9000000,1,-0.9236832256838698,1,3.005456444
614,5,1996,25000000,1,-0.2538199324132523,0,-0.43806512
615,6,1996,4100000,1,-1.1288288592479965,1,1.89781439
616,4,1996,60000000,1,1.2115060216162237,1,0.009560683
617,5,1996,31000000,1,-0.0026211974367706,0,-0.168206355
618,4,1996,55000000,1,1.0021737424691557,0,-0.090051291
619,4,1996,32000000,1,0.0392452583926429,1,2.269886938
620,5,1996,23000000,1,-0.3375528440720794,0,-0.444238783
621,6,1996,46000000,1,0.6253756400044334,1,0.283283848
622,6,1996,3000000,1,-1.1748819606603516,0,-0.925813667
623,6,1996,3300000,1,-1.1623220239115275,0,-0.10242697
624,6,1996,3500000,1,-1.1539487327456446,1,1.699776857
625,5,1996,18000000,1,-0.5468851232191475,1,0.494779944
626,6,1996,8000000,1,-0.9655496815132836,0,-0.550644
627,5,1996,30000000,1,-0.0444876532661842,0,-0.28
628,6,1996,4000000,1,-1.1330155048309378,0,-0.2690045
629,6,1996,28000000,0,-0.1282205649250115,0,-0.603837179
630,6,1996,5000000,1,-1.0911490490015243,1,1.6539926
631,4,1996,20000000,1,-0.4631522115603202,0,-0.05617095
632,6,1996,13000000,1,-0.7562174023662155,1,0.375666077
633,5,1996,36000000,1,0.2067110817102973,0,-0.637423861
634,6,1996,29000000,1,-0.0863541090955978,0,-0.603448276
635,6,1996,45000000,1,0.5835091841750197,0,-0.553333333
636,5,1996,42000000,1,0.4579098166867789,0,-0.017799333
637,5,1996,15000000,1,-0.6724844907073882,1,0.426530267
638,5,1996,60000000,1,1.2115060216162237,0,-0.148521583
639,4,1996,40000000,1,0.3741769050279517,1,0.202569875
640,5,1996,13000000,1,-0.7562174023662155,0,-0.645259692
641,6,1996,7000000,1,-1.007416137342697,0,-0.849210714
642,4,1996,13000000,1,-0.7562174023662155,1,1.041486231
643,6,1996,8000000,1,-0.9655496815132836,1,3.343263625
644,6,1996,7000000,1,-1.007416137342697,1,1.127285714
645,6,1996,44000000,1,0.5416427283456061,0,-0.482847159
646,4,1996,39000000,1,0.3323104491985381,0,-0.221620692
647,6,1996,25000000,1,-0.2538199324132523,0,-0.41990068
648,5,1996,21500000,1,-0.4003525278161999,1,0.036946093
649,0,1996,25000000,0,-0.2538199324132523,0,-0.3962188
650,6,1996,47000000,1,0.6672420958338469,0,-0.880851064
651,5,1996,8000000,1,-0.9655496815132836,0,-0.29842675
652,6,1996,38000000,1,0.2904439933691245,0,-0.544599711
653,6,1996,3000000,1,-1.1748819606603516,0,-0.948948333
654,4,1996,24000000,1,-0.2956863882426659,0,-0.738
655,5,1996,15000000,1,-0.6724844907073882,0,-0.839385
656,6,1996,40000000,1,0.3741769050279517,0,-0.495
657,4,1996,23000000,1,-0.3375528440720794,0,-0.497085957
658,6,1996,25000000,1,-0.2538199324132523,0,-0.316
659,6,1996,12000000,1,-0.7980838581956291,0,-0.591416667
660,6,1996,22000000,1,-0.3794192999014931,0,-0.951123273
661,6,1996,25000000,1,-0.2538199324132523,0,-0.7998
662,5,1996,30000000,1,-0.0444876532661842,1,0.0452039
663,4,1996,25000000,0,-0.2538199324132523,0,-0.90337628
664,5,1996,25000000,1,-0.2538199324132523,0,-0.5972
665,6,1996,5000000,1,-1.0911490490015243,0,-0.9347384
666,4,1996,17000000,1,-0.5887515790485611,0,-0.805367176
667,6,1996,6000000,1,-1.0492825931721106,0,-0.934606333
668,6,1996,16000000,1,-0.6306180348779747,0,-0.874875
669,4,1996,30000000,1,-0.0444876532661842,0,-0.854766667
670,6,1996,19000000,0,-0.5050186673897339,0,-0.928746105
671,6,1996,5000000,1,-1.0911490490015243,0,-0.0729312
672,5,1996,6000000,1,-1.0492825931721106,1,1.107296
673,5,1997,93000000,0,2.5930990639868723,0,-0.316773978
674,6,1997,105000000,1,3.0954965339398357,0,-0.477958314
675,4,1997,90000000,1,2.467499696498632,1,0.121336989
676,6,1997,75000000,1,1.839502859057428,1,0.348234307
677,6,1997,15000000,1,-0.6724844907073882,1,0.760042667
678,6,1997,35000000,1,0.1648446258808837,1,0.846198286
679,6,1997,80000000,1,2.048835138204496,1,0.402822213
680,6,1997,50000000,1,0.7928414633220877,0,-0.03352704
681,5,1997,36000000,1,0.2067110817102973,0,-0.657232417
682,6,1997,57000000,1,1.085906654127983,1,0.069895228
683,6,1997,17000000,1,-0.5887515790485611,1,3.269772588
684,6,1997,12000000,1,-0.7980838581956291,1,2.306096833
685,6,1997,60000000,0,1.2115060216162237,0,-0.555445967
686,6,1997,35000000,1,0.1648446258808837,1,0.197421771
687,5,1997,50000000,1,0.7928414633220877,1,1.96956022
688,5,1997,17000000,1,-0.5887515790485611,1,2.169646412
689,4,1997,20000000,1,-0.4631522115603202,1,0.7711414
690,6,1997,40000000,1,0.3741769050279517,1,0.374183975
691,5,1997,46000000,1,0.6253756400044334,1,1.763478891
692,6,1997,24000000,1,-0.2956863882426659,1,3.223470875
693,5,1997,45000000,1,0.5835091841750197,1,0.464128156
694,6,1997,36000000,1,0.2067110817102973,1,0.227094278
695,4,1997,55000000,1,1.0021737424691557,1,0.9138774
696,6,1997,30000000,1,-0.0444876532661842,0,-0.150650333
697,4,1997,32000000,1,0.0392452583926429,0,-0.034921406
698,1,1997,1000000,1,-1.2586148723191788,0,-0.417976
699,5,1997,22000000,0,-0.3794192999014931,1,1.059973773
700,5,1997,70000000,1,1.6301705799103596,0,-0.4577474
701,6,1997,15000000,1,-0.6724844907073882,1,0.867635733
702,6,1997,50000000,1,0.7928414633220877,0,-0.03661688
703,6,1997,27000000,1,-0.170087020754425,1,1.241773074
704,4,1997,25000000,0,-0.2538199324132523,1,0.17370368
705,6,1997,50000000,1,0.7928414633220877,1,0.00014336
706,5,1997,30000000,1,-0.0444876532661842,1,0.1975802
707,5,1997,35000000,1,0.1648446258808837,1,0.824483686
708,6,1997,18000000,1,-0.5468851232191475,0,-0.564576
709,6,1997,60000000,1,1.2115060216162237,0,-0.084495333
710,4,1997,9000000,1,-0.9236832256838698,1,1.631989667
711,6,1997,15000000,1,-0.6724844907073882,1,1.868168267
712,4,1997,25000000,1,-0.2538199324132523,1,0.45718112
713,6,1997,86000000,1,2.3000338731809773,0,-0.501530837
714,6,1997,75000000,1,1.839502859057428,1,0.013104453
715,4,1997,32000000,1,0.0392452583926429,1,0.872657063
716,6,1997,36000000,1,0.2067110817102973,1,0.392477389
717,4,1997,80000000,1,2.048835138204496,1,0.162215325
718,5,1997,10000000,1,-0.8818167698544563,1,2.1058643
719,6,1997,50000000,1,0.7928414633220877,0,-0.1747372
720,6,1997,30000000,1,-0.0444876532661842,0,-0.217966233
721,6,1997,10000000,0,-0.8818167698544563,0,-0.7842299
722,6,1997,22000000,0,-0.3794192999014931,1,0.207748318
723,6,1997,5000000,1,-1.0911490490015243,1,2.1438218
724,6,1997,40000000,0,0.3741769050279517,0,-0.1510848
725,6,1997,25000000,1,-0.2538199324132523,1,0.64269592
726,6,1997,37000000,1,0.2485775375397109,0,-0.824805541
727,6,1997,1000000,1,-1.2586148723191788,0,-0.874603
728,6,1997,20000000,1,-0.4631522115603202,0,-0.47154645
729,6,1997,30000000,1,-0.0444876532661842,0,-0.6187221
730,5,1997,20000000,1,-0.4631522115603202,0,-0.2836397
731,1,1997,1000000,1,-1.2586148723191788,1,0.950218
732,6,1997,12000000,0,-0.7980838581956291,0,-0.64447975
733,6,1997,12000000,1,-0.7980838581956291,0,-0.662304417
734,4,1997,35000000,1,0.1648446258808837,0,-0.815748086
735,6,1997,48000000,1,0.7091085516632605,0,-0.533011667
736,4,1997,20000000,1,-0.4631522115603202,0,-0.30991225
737,6,1997,25000000,1,-0.2538199324132523,0,-0.47582024
738,5,1997,25000000,0,-0.2538199324132523,0,-0.6247496
739,5,1997,8000000,1,-0.9655496815132836,0,-0.93347625
740,4,1997,28000000,1,-0.1282205649250115,0,-0.710028393
741,4,1997,30000000,1,-0.0444876532661842,0,-0.287251467
742,6,1997,20000000,1,-0.4631522115603202,0,-0.714196
743,0,1997,32000000,1,0.0392452583926429,0,-0.888664094
744,4,1997,8000000,1,-0.9655496815132836,1,0.013668625
745,5,1997,50000000,1,0.7928414633220877,0,-0.78887608
746,6,1997,9000000,0,-0.9236832256838698,0,-0.962261333
747,5,1997,17000000,1,-0.5887515790485611,0,-0.793752588
748,6,1997,35000000,0,0.1648446258808837,0,-0.936514457
749,5,1997,5000000,1,-1.0911490490015243,1,3.146697
750,6,1997,24000000,1,-0.2956863882426659,0,-0.890902708
751,6,1997,3000000,1,-1.1748819606603516,1,0.186663333
752,4,1997,10000000,1,-0.8818167698544563,1,0.02
753,4,1997,53000000,1,0.9184408308103283,0,-0.627605057
754,6,1997,8000000,1,-0.9655496815132836,0,-0.8130835
755,5,1997,15000000,1,-0.6724844907073882,0,-0.9999794
756,4,1997,31190000,1,0.0053334291708178,0,-0.854766175
757,6,1997,10000000,1,-0.8818167698544563,1,0.2514138
758,4,1997,12000000,1,-0.7980838581956291,0,-0.415396667
759,4,1997,16000000,1,-0.6306180348779747,0,-0.28207
760,6,1997,7000000,0,-1.007416137342697,0,-0.984815429
761,6,1997,71000000,1,1.6720370357397734,0,-0.838505803
762,4,1997,3000000,0,-1.1748819606603516,0,-0.899265333
763,6,1997,5000000,0,-1.0911490490015243,0,-0.9433934
764,6,1997,4000000,1,-1.1330155048309378,0,-0.9884095
765,6,1998,15000000,1,-0.6724844907073882,1,0.1634582
766,6,1998,7500000,1,-0.9864829094279904,0,-0.104018133
767,0,1998,90000000,1,2.467499696498632,1,0.340225044
768,4,1998,60000000,1,1.2115060216162237,1,1.093636683
769,6,1998,45000000,1,0.5835091841750197,1,0.557504844
770,6,1998,25000000,1,-0.2538199324132523,1,0.295354
771,5,1998,90000000,1,2.467499696498632,0,-0.504232222
772,5,1998,48000000,1,0.7091085516632605,0,-0.027429646
773,6,1998,60000000,1,1.2115060216162237,0,-0.45099155
774,6,1998,52000000,1,0.876574374980915,0,-0.299990558
775,6,1998,20000000,1,-0.4631522115603202,1,0.4876972
776,6,1998,55000000,0,1.0021737424691557,0,-0.243340691
777,6,1998,18500000,1,-0.5259518953044406,0,-0.422687838
778,6,1998,25000000,1,-0.2538199324132523,1,3.01271176
779,5,1998,33000000,1,0.0811117142220565,1,3.277384424
780,4,1998,65000000,1,1.4208383007632917,1,0.781869154
781,5,1998,75000000,1,1.839502859057428,1,0.872862187
782,5,1998,80000000,1,2.048835138204496,0,-0.136029638
783,6,1998,9000000,1,-0.9236832256838698,1,0.900579889
784,4,1998,70000000,1,1.6301705799103596,1,0.44597
785,6,1998,15000000,1,-0.6724844907073882,1,1.670997
786,6,1998,90000000,1,2.467499696498632,1,0.239442622
787,5,1998,85000000,1,2.258167417351564,0,-0.347234788
788,6,1998,48000000,1,0.7091085516632605,0,-0.2174465
789,5,1998,65000000,1,1.4208383007632917,1,0.447623431
790,5,1998,70000000,1,1.6301705799103596,1,0.061856657
791,5,1998,40000000,1,0.3741769050279517,1,0.014200625
792,5,1998,30000000,1,-0.0444876532661842,1,1.001773167
793,5,1998,40000000,1,0.3741769050279517,1,0.367063675
794,6,1998,12000000,1,-0.7980838581956291,1,0.908806167
795,5,1998,10000000,1,-0.8818167698544563,1,1.5339117
796,5,1998,60000000,1,1.2115060216162237,0,-0.047209917
797,6,1998,30000000,0,-0.0444876532661842,1,0.002756633
798,6,1998,8000000,1,-0.9655496815132836,1,1.1598725
799,6,1998,14000000,1,-0.7143509465368019,1,1.719459857
800,4,1998,58000000,1,1.1277731099573964,1,0.208923638
801,5,1998,17000000,1,-0.5887515790485611,1,0.783820353
802,5,1998,50000000,1,0.7928414633220877,1,0.82275324
803,5,1998,90000000,1,2.467499696498632,1,0.500298911
804,4,1998,105000000,1,3.0954965339398357,0,-0.1356394
805,6,1998,73000000,1,1.7557699473986006,0,-0.238556315
806,6,1998,24000000,1,-0.2956863882426659,1,0.666754667
807,5,1998,66000000,1,1.4627047565927054,1,0.271186561
808,6,1998,14000000,1,-0.7143509465368019,0,-0.368647286
809,6,1998,13000000,1,-0.7562174023662155,1,0.274979308
810,6,1998,1500000,1,-1.2376816444044718,1,0.583398
811,6,1998,60000000,1,1.2115060216162237,1,0.127306133
812,5,1998,9000000,0,-0.9236832256838698,1,0.320388333
813,5,1998,80000000,1,2.048835138204496,0,-0.537246538
814,6,1998,70000000,1,1.6301705799103596,0,-0.414553014
815,6,1998,8000000,1,-0.9655496815132836,0,-0.433633875
816,6,1998,30000000,1,-0.0444876532661842,0,-0.367747633
817,6,1998,30000000,1,-0.0444876532661842,0,-0.115805533
818,6,1998,10000000,1,-0.8818167698544563,0,-0.0198218
819,6,1998,25000000,1,-0.2538199324132523,0,-0.1378166
820,6,1998,45000000,1,0.5835091841750197,0,-0.751043867
821,6,1998,17000000,0,-0.5887515790485611,0,-0.040484529
822,6,1998,30000000,1,-0.0444876532661842,0,-0.225138667
823,6,1998,13000000,1,-0.7562174023662155,1,1.080935923
824,4,1998,30000000,1,-0.0444876532661842,0,-0.3915772
825,5,1998,27000000,1,-0.170087020754425,0,-0.618596407
826,6,1998,12000000,1,-0.7980838581956291,0,-0.580625333
827,6,1998,5000000,1,-1.0911490490015243,1,0.1762734
828,5,1998,75000000,1,1.839502859057428,0,-0.24396132
829,6,1998,15000000,1,-0.6724844907073882,1,0.940449133
830,6,1998,70000000,1,1.6301705799103596,0,-0.716864371
831,6,1998,5000000,1,-1.0911490490015243,1,0.0960636
832,6,1998,6000000,1,-1.0492825931721106,0,-0.6197065
833,6,1998,14000000,0,-0.7143509465368019,0,-0.717413429
834,6,1998,20000000,1,-0.4631522115603202,1,0.8836175
835,6,1998,50000000,1,0.7928414633220877,0,-0.72387726
836,5,1998,30000000,1,-0.0444876532661842,0,-0.796169067
837,5,1998,18000000,1,-0.5468851232191475,0,-0.802710667
838,6,1998,8000000,1,-0.9655496815132836,0,-0.626587875
839,5,1998,25000000,1,-0.2538199324132523,0,-0.96890308
840,6,1998,35000000,0,0.1648446258808837,0,-0.7121104
841,4,1998,23000000,1,-0.3375528440720794,1,0.174289957
842,6,1998,12000000,0,-0.7980838581956291,0,-0.894767833
843,4,1998,7000000,1,-1.007416137342697,0,-0.963112571
844,4,1998,60000000,1,1.2115060216162237,0,-0.79890025
845,6,1998,5000000,1,-1.0911490490015243,0,-0.6039324
846,6,1998,7000000,0,-1.007416137342697,0,-0.303594571
847,4,1998,30000000,1,-0.0444876532661842,0,-0.5928774
848,6,1998,6000000,1,-1.0492825931721106,0,-0.998479667
849,6,1998,5000000,1,-1.0911490490015243,0,-0.0578502
850,6,1998,8000000,1,-0.9655496815132836,0,-0.7762635
851,6,1998,20000000,1,-0.4631522115603202,0,-0.90384695
852,6,1998,1000000,1,-1.2586148723191788,0,-0.97879
853,5,1998,15000000,1,-0.6724844907073882,0,-0.303778933
854,6,1998,13000000,1,-0.7562174023662155,0,-0.382540692
855,5,1998,2000000,1,-1.216748416489765,0,-0.937753
856,6,1998,10000000,1,-0.8818167698544563,0,-0.9987097
857,6,1999,63000000,1,1.3371053891044644,0,-0.412220603
858,6,1999,60000000,1,1.2115060216162237,1,1.2800229
859,6,1999,65000000,0,1.4208383007632917,0,-0.143212185
860,5,1999,30000000,1,-0.0444876532661842,1,0.272536933
861,6,1999,100000000,1,2.8861642547927677,1,0.01071502
862,6,1999,60000000,1,1.2115060216162237,1,0.227469033
863,6,1999,6000000,1,-1.0492825931721106,0,-0.1900875
864,6,1999,10500000,1,-0.8608835419397495,1,2.650339714
865,4,1999,45000000,1,0.5835091841750197,1,0.590753689
866,6,1999,37000000,1,0.2485775375397109,0,-0.39308173
867,5,1999,25000000,1,-0.2538199324132523,1,1.21899024
868,6,1999,7000000,1,-1.007416137342697,0,-0.996312571
869,6,1999,40000000,1,0.3741769050279517,0,-0.27822025
870,6,1999,40000000,1,0.3741769050279517,1,1.032456625
871,5,1999,42000000,0,0.4579098166867789,1,1.764039952
872,6,1999,13000000,1,-0.7562174023662155,1,0.758378923
873,6,1999,100000000,1,2.8861642547927677,0,-0.33110957
874,6,1999,10000000,1,-0.8818167698544563,1,2.0651422
875,6,1999,16000000,1,-0.6306180348779747,1,2.305349188
876,6,1999,82000000,0,2.132568049863323,0,-0.578284939
877,5,1999,66000000,1,1.4627047565927054,1,0.328854485
878,4,1999,70000000,1,1.6301705799103596,0,-0.669152786
879,6,1999,17000000,1,-0.5887515790485611,1,2.855220882
880,4,1999,25000000,1,-0.2538199324132523,1,0.299273
881,6,1999,68000000,1,1.5464376682515324,0,-0.574041221
882,6,1999,75000000,1,1.839502859057428,0,-0.191306187
883,6,1999,55000000,1,1.0021737424691557,1,0.373287855
884,4,1999,100000000,1,2.8861642547927677,0,-0.41779224
885,5,1999,55000000,1,1.0021737424691557,1,0.206995909
886,6,1999,3500000,1,-1.1539487327456446,0,-0.122300857
887,6,1999,73000000,1,1.7557699473986006,0,-0.088785548
888,6,1999,70000000,1,1.6301705799103596,1,0.667736543
889,5,1999,68000000,1,1.5464376682515324,0,-0.563888382
890,5,1999,15000000,0,-0.6724844907073882,0,-0.295917467
891,5,1999,24000000,1,-0.2956863882426659,1,1.397712167
892,6,1999,35000000,1,0.1648446258808837,0,-0.092273886
893,6,1999,12000000,1,-0.7980838581956291,1,0.761090583
894,5,1999,35000000,1,0.1648446258808837,0,-0.243011114
