,rating,country,votes_norm,popularity_norm,score,votes,budget_norm,company,score_norm,genre,year,writer,popularity,budget,isprofit,profitability_ratio
55,2,1,-0.5631570226290419,0.6482087683191617,5.8,43588,-0.4893175680331609,14,-0.8572993531222477,4,2010,335,12.820452,20000000,1,0.28510265
56,4,1,1.011875599825819,-0.803590581320659,6.6,173229,-0.7885811914294648,10,0.2243873201452946,0,2010,407,7.120403,10500000,1,1.53272819
57,3,1,-0.017294095569725,-0.116039347256169,6.2,88518,1.0857541340526489,16,-0.3164560164884759,6,2010,22,9.819864,70000000,0,-0.250362629
58,3,1,0.3130908685622817,-0.4849422112540174,6.3,115712,-0.33181039782458,12,-0.1812451823300335,6,2010,187,8.371479,25000000,1,2.20059368
59,3,1,-0.2439857571766645,1.4337991696719867,5.7,69859,0.7707397936354868,1,-0.99251018728069,6,2010,415,15.904834,60000000,1,0.342900167
60,4,1,2.394355773338701,0.3729061695816977,6.6,287021,0.9282469638440678,19,0.2243873201452946,4,2010,12,11.73956,65000000,1,0.546754508
61,3,1,-0.1384579275653307,0.6425837309489929,6.4,78545,-0.33181039782458,19,-0.04603434817159,0,2010,375,12.798367,25000000,0,-0.0567706
62,3,1,0.3167599227348149,-0.5357460919005272,7.1,116014,-0.8673347765337552,10,0.9004414909375088,4,2010,34,8.172013,8000000,0,-0.20624275
63,3,1,0.0205627680117758,-0.1365309368681046,5.5,91634,2.030797155304134,17,-1.262931855597576,4,2010,216,9.73941,100000000,1,0.4838378
64,4,1,-0.294647862804026,-0.5006938440871959,6.8,65689,-1.0405926637631944,10,0.4948089884621806,4,2010,181,8.309635,2500000,0,-0.8711372
65,2,1,-0.2895573538692864,-1.2058450648990733,5.9,66108,-0.4893175680331609,14,-0.7220885189638041,6,2010,346,5.541073,20000000,1,2.1475192
66,4,0,0.6532073306817026,-2.5017912736206136,5.9,143707,0.7707397936354868,10,-0.7220885189638041,0,2010,369,0.452934,60000000,1,0.002142767
67,3,1,0.2714434589482302,-0.8102451138708247,6.3,112284,-0.8043319084503229,17,-0.1812451823300335,8,2010,53,7.094276,10000000,1,2.3583175
68,3,1,-0.074140136871985,-1.1665360251650885,6.1,83839,-0.5208190020748772,10,-0.4516668506469194,4,2010,22,5.695408,19000000,1,0.460971842
69,3,0,0.6088871001472625,-0.8941573761224186,7.2,140059,0.2982182830097439,10,1.0356523250959524,6,2010,406,6.76482,45000000,0,-0.654632244
70,3,1,-0.4873461019780261,-0.8341499308224762,6.2,49828,-0.4893175680331609,12,-0.3164560164884759,0,2010,373,7.000421,20000000,1,1.887236
71,3,1,-0.5034316242443635,-0.2018878347324871,4.7,48504,0.3612211510931763,19,-2.3446185288651185,0,2010,299,9.482806,47000000,0,-0.775757149
72,3,1,0.169195909557373,-0.906779516804034,5.5,103868,0.1407111128011629,1,-1.262931855597576,0,2010,418,6.715263,40000000,1,0.6765307
73,4,1,-0.5874796930045761,2.3292399159435235,6.6,41586,-0.8043319084503229,10,0.2243873201452946,3,2010,134,19.42051,10000000,0,-0.6428265
74,3,1,-0.1355178245529035,-0.6620760006827066,4.4,78787,-0.8043319084503229,10,-2.7502510313404467,0,2010,253,7.676017,10000000,1,1.1371425
75,3,1,-0.6358456024776039,-1.2269051436851186,5.4,37605,2.660825836138459,1,-1.3981426897560183,4,2010,182,5.458387,120000000,0,-0.748228167
76,4,1,-0.1349589619968223,-0.9039454760153596,7.2,78833,-1.018541659933993,10,1.0356523250959524,4,2010,328,6.72639,3200000,1,0.809654375
77,2,1,-0.1223845544849952,-0.7623076208432366,6.6,79868,-0.174303227615999,13,0.2243873201452946,1,2010,247,7.282488,30000000,1,0.767748433
78,3,1,-0.5711997837622106,-0.8322213465812754,7.0,42926,-0.9618390786589038,10,0.7652306567790664,6,2010,107,7.007993,5000000,0,-0.5541884
79,4,0,0.3183150185430408,0.2288687908839072,6.8,116142,2.030797155304134,17,0.4948089884621806,0,2010,49,11.174041,100000000,0,-0.6494634
80,3,1,-0.0801418347568571,-0.5941351768903019,6.5,83345,0.4557254532183249,19,0.0891764859868523,6,2010,379,7.942766,50000000,0,-0.34506118
81,2,1,-0.6909421609956098,-0.9199833910311992,5.4,33070,-0.2373060956994314,10,-1.3981426897560183,0,2010,241,6.663422,28000000,0,-0.133256143
82,3,0,-0.7055940793137387,-0.9073828998028988,6.9,31864,-0.8673347765337552,10,0.6300198226206241,0,2010,285,6.712894,8000000,0,-0.98535125
83,2,1,-0.2468408158870794,1.88441700375967,7.0,69624,1.4007684744698108,19,0.7652306567790664,2,2010,223,17.674048,80000000,0,-0.304058588
84,4,1,-0.1431718117340157,1.0283800454178038,5.6,78157,0.0462068106760143,19,-1.1277210214391336,0,2010,404,14.313079,37000000,1,0.212850838
85,3,1,-0.4830695885054047,-0.2963874437535263,6.2,50180,-0.174303227615999,13,-0.3164560164884759,6,2010,24,9.111782,30000000,1,0.413340767
86,4,1,0.0196758774336469,-0.7061517406377791,6.3,91561,-0.1113003595325666,17,-0.1812451823300335,0,2010,126,7.502967,32000000,0,-0.568911406
87,4,0,-0.6233197917097839,-1.1249194084071623,6.8,38636,-0.6468247382417419,10,0.4948089884621806,6,2010,228,5.858803,15000000,0,-0.704062467
88,2,1,-0.6877104775191402,-0.8992870230608478,5.0,33336,0.3927225851348925,16,-1.93898602638979,4,2010,283,6.74468,48000000,1,0.250463667
89,4,1,-0.6456135480230233,-0.6268668580077033,6.5,36801,-1.0988703167403693,10,0.0891764859868523,6,2010,349,7.814255,650000,0,-0.971586154
90,2,1,-0.8219346844666438,-0.6607092834298957,7.2,22288,-0.016796057407418,18,1.0356523250959524,3,2010,330,7.681383,35000000,1,0.706113
91,4,0,-0.7471685938117798,-1.265742225336834,5.8,28442,-1.1035955318466268,10,-0.8572993531222477,4,2010,386,5.305905,500000,0,-0.803966
92,4,1,-0.7275112108609235,-1.0062427087216026,6.1,30060,-0.7098276063251743,10,-0.4516668506469194,5,2010,212,6.324751,13000000,0,-0.983464154
93,4,1,-0.6341690148093604,0.2119926599755965,5.5,37743,-0.8043319084503229,10,-1.262931855597576,0,2010,485,11.107782,10000000,0,-0.1539005
94,4,1,-0.5319943605345138,-1.1177447795785322,7.1,46153,-0.8988362105754715,10,0.9004414909375088,4,2010,439,5.886972,7000000,0,-0.945293429
95,4,1,-0.978124619705339,0.1754985585714782,6.5,9432,-0.99334051270062,10,0.0891764859868523,4,2010,2,10.964499,4000000,0,-0.9865925
96,4,1,-0.641434228038416,0.1907711017377654,7.2,37145,-0.7255783233460324,10,1.0356523250959524,3,2010,361,11.024462,12500000,0,-0.45734968
97,4,1,-0.5768613044390332,0.2920021625431018,6.2,42460,-0.33181039782458,10,-0.3164560164884759,5,2010,487,11.421915,25000000,0,-0.99972356
98,3,1,-0.7886216164498031,-1.2210305008531983,6.9,25030,-0.33181039782458,10,0.6300198226206241,5,2010,178,5.481452,25000000,0,-0.53847184
99,4,1,-0.7122032364986991,0.0368175093232986,6.3,31320,-0.8988362105754715,10,-0.1812451823300335,4,2010,296,10.42001,7000000,1,0.065063857
100,2,1,-0.879704063905038,-0.9365709474617916,4.6,17533,1.4007684744698108,19,-2.479829363023562,2,2010,171,6.598296,80000000,1,0.253075138
101,3,1,-0.9046706411386656,-1.4501143184568446,6.3,15478,-0.6468247382417419,12,-0.1812451823300335,6,2010,432,4.582024,15000000,1,0.347928067
102,4,1,-0.8274747132834487,-1.1052983815179458,6.8,21832,-1.1035955318466268,10,0.4948089884621806,4,2010,352,5.935839,500000,0,-0.90314
103,4,1,-1.061638124281474,-1.40653320483516,5.7,2558,-0.33181039782458,10,-0.99251018728069,3,2010,297,4.753132,25000000,0,-0.99460384
104,4,0,-0.9480918319089752,-1.515110052500041,7.2,11904,-0.8925359237671282,10,1.0356523250959524,3,2010,486,4.326838,7200000,0,-0.847944722
105,4,0,-0.8111219089250725,-1.2135543078748614,6.3,23178,0.2982182830097439,10,-0.1812451823300335,0,2010,438,5.510805,45000000,0,-0.874127756
106,4,1,-0.8823890340114281,-1.27158222904345,4.8,17312,-0.33181039782458,10,-2.209407694706676,8,2010,481,5.282976,25000000,0,-0.4145004
107,3,1,-0.9279849290760536,0.6338243621376959,5.1,13559,-0.4893175680331609,10,-1.803775192231348,0,2010,463,12.763976,20000000,0,-0.9408323
108,4,0,-0.9050958626487275,-0.4392692510431907,6.2,15443,-0.6468247382417419,10,-0.3164560164884759,3,2010,357,8.5508,15000000,0,-0.9306754
109,4,1,-0.8920962336268385,-1.3066775210639607,6.0,16513,-0.7413290403668905,10,-0.5868776848053618,4,2010,417,5.145185,12000000,0,-0.991509833
110,4,1,-0.8149367533296269,-0.4727298819886847,4.9,22864,-0.8043319084503229,10,-2.0741968605482324,8,2010,35,8.419427,10000000,0,-0.9977803
111,2,1,-0.951347813757448,-0.5371629849451391,5.3,11636,-0.4893175680331609,10,-1.5333535239144618,2,2010,69,8.16645,20000000,1,0.25389885
112,3,1,3.823986937724434,-0.0074586790995264,7.4,404694,0.4557254532183249,10,1.3060739934128385,4,2011,86,10.246173,50000000,1,0.68702394
113,3,1,1.432589761880951,0.892484644062653,6.1,207858,1.463771342553243,19,-0.4516668506469194,0,2011,490,13.779527,82000000,0,-0.556189
114,3,1,3.344458566234756,0.7249176207041891,8.2,365224,-0.33181039782458,10,2.3877606666803795,6,2011,143,13.121626,25000000,0,-0.4537154
115,4,1,0.6683330672539004,0.0224679969665878,6.0,144952,1.2432613042612295,10,-0.5868776848053618,0,2011,66,10.363671,75000000,1,0.113386893
116,3,1,2.5964574824780677,2.3571042905567845,7.0,303656,0.4557254532183249,11,0.7652306567790664,9,2011,170,19.529911,50000000,1,1.54008358
117,3,1,2.8509829292150517,0.0125199458185655,6.7,324606,0.1407111128011629,10,0.3595981543037382,0,2011,30,10.324613,40000000,0,-0.061997625
118,2,1,0.3520168605119379,0.073275698104859,7.1,118916,0.4557254532183249,16,0.9004414909375088,4,2011,21,10.563152,50000000,1,0.512491
119,3,1,1.1650889844940815,-0.2566092476312302,6.4,185840,1.4007684744698108,1,-0.04603434817159,4,2011,22,9.267959,80000000,1,0.287851363
120,4,1,1.1515790896601188,-0.8833015761318662,7.3,184728,0.1407111128011629,10,1.1708631592543948,5,2011,225,6.807442,40000000,1,0.45023
121,4,1,3.4636177825400707,-0.1065922899278042,6.9,375032,-0.016796057407418,9,0.6300198226206241,4,2011,325,9.856955,35000000,1,2.358244543
122,3,1,1.405351286864993,-0.2259391038683295,6.1,205616,0.7707397936354868,4,-0.4516668506469194,0,2011,20,9.388376,60000000,0,-0.081659383
123,4,1,0.248202066126853,-0.0699751686889657,6.2,110371,0.1407111128011629,3,-0.3164560164884759,8,2011,272,10.000721,40000000,0,-0.0454768
124,4,1,2.4615893686724704,-0.0678647290399178,6.6,292555,-0.016796057407418,12,0.2243873201452946,4,2011,266,10.009007,35000000,1,0.5943644
125,3,1,2.581987801949965,1.4034463814247409,7.6,302465,0.4557254532183249,1,1.576495661729723,3,2011,455,15.785663,50000000,1,0.51210984
126,3,1,0.3220083710875775,0.245416868899631,7.0,116446,-0.6468247382417419,10,0.7652306567790664,6,2011,109,11.239012,15000000,0,-0.077081933
127,4,1,1.1165408372310277,-0.3552770131640561,6.2,181844,-0.33181039782458,11,-0.3164560164884759,4,2011,122,8.88057,25000000,1,1.8264888
128,3,1,3.341834342058375,2.144536713537517,7.5,365008,2.81833300634704,19,1.4412848275712806,0,2011,326,18.695329,125000000,1,0.494787344
129,3,1,0.93033026338197,-0.5614241264284123,6.8,166517,-0.174303227615999,10,0.4948089884621806,0,2011,429,8.071196,30000000,1,0.341970633
130,3,1,1.4819154570481183,-0.2178078239026217,7.1,211918,0.4620257400266681,17,0.9004414909375088,10,2011,150,9.420301,50200000,1,0.244933167
131,4,1,1.5121061842625054,1.0293150471015662,6.8,214403,-0.33181039782458,10,0.4948089884621806,0,2011,208,14.31675,25000000,1,1.06320544
132,3,1,2.167348232895716,2.289772198451711,7.1,268336,2.3458114957212968,4,0.9004414909375088,0,2011,215,19.265552,110000000,0,-0.223013564
133,2,1,1.3160669189380196,0.0780571708940908,7.2,198267,3.133347346764202,11,1.0356523250959524,2,2011,220,10.581925,135000000,0,-0.085351059
134,3,1,0.6840176663821795,0.2366366147333714,6.8,146243,-0.1113003595325666,10,0.4948089884621806,6,2011,461,11.204539,32000000,0,-0.584271281
135,4,1,1.5039662296413223,0.3869637963678305,7.3,213733,-0.4893175680331609,6,1.1708631592543948,4,2011,18,11.794753,20000000,1,3.129208
136,4,1,1.403042941524658,-0.0080579869071793,7.0,205426,0.1407111128011629,17,0.7652306567790664,1,2011,436,10.24382,40000000,0,-0.064676375
137,4,1,0.6583464363604493,-0.8581619762429004,6.3,144130,0.5187283213017573,17,-0.1812451823300335,4,2011,235,6.906145,52000000,0,-0.286894712
138,3,1,1.213175462689069,-0.5173196054354036,6.6,189798,0.7707397936354868,19,0.2243873201452946,6,2011,425,8.244359,60000000,1,0.260968283
139,4,1,-0.3232591958381834,-0.9738148840489652,6.7,63334,-0.7728304744086067,10,0.3595981543037382,5,2011,476,6.452069,11000000,0,-0.819294364
140,2,1,-0.6268187572782923,0.1868464379009107,7.1,38348,-0.5523204361165933,10,0.9004414909375088,3,2011,427,11.009053,18000000,1,1.436301333
141,4,1,0.2225065377331193,-0.291051999658878,5.9,108256,0.0147053766342981,9,-0.7220885189638041,4,2011,372,9.13273,36000000,1,0.251687056
142,2,1,1.1921816692780185,2.273459208029045,7.4,188070,3.133347346764202,1,1.3060739934128385,2,2011,160,19.201504,135000000,0,-0.425245696
143,3,0,-0.106238286288649,-0.5636191262951146,6.4,81197,0.1407111128011629,10,-0.04603434817159,0,2011,284,8.062578,40000000,0,-0.08335365
144,4,1,-0.0108671761747911,-1.1720523058697805,5.6,89047,0.4525753098141533,17,-1.1277210214391336,1,2011,95,5.67375,49900000,0,-0.567205511
145,2,1,0.0703987289910172,0.1001480183573865,6.3,95736,0.2982182830097439,17,-0.1812451823300335,0,2011,157,10.668658,45000000,0,-0.815422889
146,4,1,1.319735973110553,-0.8784551549826891,7.1,198569,-0.7255783233460324,1,0.9004414909375088,6,2011,147,6.82647,12500000,1,2.27700272
147,4,1,0.2306829399123074,-0.1900249531136056,6.6,108929,-0.016796057407418,10,0.2243873201452946,3,2011,119,9.529382,35000000,1,0.065886571
148,4,1,0.1169422605637802,-0.4927670877804535,7.1,99567,-1.0090912297214782,10,0.9004414909375088,6,2011,168,8.340757,3500000,1,0.529725429
149,2,1,-0.2188855388970173,-0.0141865650915128,5.5,71925,2.3458114957212968,1,-1.262931855597576,2,2011,166,10.219758,110000000,1,0.296492345
150,4,0,-0.0287021812253826,-0.08731790899108,6.6,87579,-0.7098276063251743,10,0.2243873201452946,0,2011,209,9.93263,13000000,0,-0.921217308
151,3,1,-0.2636309909415191,-0.7414031634216093,5.6,68242,-0.5838218701583096,10,-1.1277210214391336,6,2011,89,7.364563,17000000,1,0.639151235
152,4,1,-0.0006618599333082,0.6716510510682222,5.9,89887,0.1407111128011629,9,-0.7220885189638041,8,2011,127,12.912491,40000000,1,0.064691075
153,4,1,-0.4079268730844861,-1.0021919686566187,6.2,56365,-0.99334051270062,10,-0.3164560164884759,0,2011,271,6.340655,4000000,0,-0.7238295
154,3,1,0.1239766392588024,-0.668838525799997,6.9,100146,0.0777082447177305,5,0.6300198226206241,6,2011,394,7.649466,38000000,1,0.544992553
155,4,1,-0.3218741886339821,-0.8449326320706589,6.1,63448,-0.4893175680331609,10,-0.4516668506469194,4,2011,139,6.958086,20000000,0,-0.29959035
156,4,1,-0.5330270413446638,-0.5457308197694596,6.3,46068,-0.3948132659080123,10,-0.1812451823300335,4,2011,175,8.132811,23000000,0,-0.698961261
157,3,1,0.3221663105056004,-0.6399426184111331,6.2,116459,1.2432613042612295,17,-0.3164560164884759,0,2011,4,7.762917,75000000,1,0.040620933
158,4,1,-0.0539724881090545,-0.6639067803348133,5.4,85499,0.4557254532183249,13,-1.3981426897560183,0,2011,468,7.668829,50000000,0,-0.78586428
159,3,1,-0.4269039016192436,-0.0712751546856761,6.0,54803,0.6132326234269059,10,-0.5868776848053618,6,2011,108,9.995617,55000000,0,-0.613028364
160,3,1,-0.4414464772633567,0.1280044972876742,6.1,53606,-0.174303227615999,17,-0.4516668506469194,4,2011,473,10.778028,30000000,1,0.1869415
161,4,0,0.260679280150666,-0.5676805637370306,6.5,111398,1.0857541340526489,10,0.0891764859868523,0,2011,306,8.046632,70000000,0,-0.641071629
162,4,0,-0.2487725364613601,0.2499056920199326,7.3,69465,-0.9303376446171876,10,1.1708631592543948,4,2011,222,11.256636,6000000,0,-0.106704333
163,3,1,-0.0293946848274832,-0.6238626779859171,6.9,87522,0.1407111128011629,19,0.6300198226206241,1,2011,128,7.82605,40000000,0,-0.203802975
164,3,1,-0.4727913771479112,-1.2231602976605047,5.9,51026,-0.016796057407418,10,-0.7220885189638041,4,2011,199,5.47309,35000000,1,0.115613971
165,4,1,0.0075388406178833,-0.0420134988855116,6.2,90562,0.2982182830097439,10,-0.3164560164884759,4,2011,55,10.110504,45000000,0,-0.708887956
166,3,0,-0.0133699084911547,-0.7269662891532858,6.4,88841,-0.7098276063251743,10,-0.04603434817159,3,2011,3,7.421245,13000000,1,1.309076308
167,4,1,-0.7403650496507912,-0.4367411042948865,5.5,29002,-1.0957201733361976,10,-1.262931855597576,8,2011,464,8.560726,750000,0,-0.896665333
168,3,1,-0.5366717971451934,-0.7035792761850413,5.3,45768,1.0857541340526489,17,-1.5333535239144618,4,2011,22,7.513067,70000000,0,-0.307495857
169,2,1,-0.1397335920955161,-0.0155591404316915,7.1,78440,0.2982182830097439,18,0.9004414909375088,1,2011,193,10.214369,45000000,1,0.969583044
170,3,1,-0.463898172994619,-0.5471110360931609,4.9,51758,-0.174303227615999,13,-2.0741968605482324,0,2011,237,8.127392,30000000,0,-0.285773167
171,3,1,-0.116492199274139,0.8139434838288143,5.4,80353,0.1407111128011629,10,-1.3981426897560183,0,2011,44,13.471159,40000000,0,-0.3793193
172,0,0,-0.5426734950300656,-0.2625921377297254,6.0,45274,0.0147053766342981,14,-0.5868776848053618,2,2011,401,9.244469,36000000,1,1.776879722
173,4,1,-0.6348858167834645,-1.0936344201701125,7.1,37684,-0.7413290403668905,10,0.9004414909375088,3,2011,243,5.981634,12000000,0,-0.901024083
174,4,0,-0.9652100349854624,-1.350155481408085,6.2,10495,-0.6468247382417419,10,-0.3164560164884759,6,2011,286,4.974482,15000000,0,-0.961103
175,3,0,-0.3972720369609379,-1.0387989019174264,6.2,57242,-0.33181039782458,10,-0.3164560164884759,0,2011,202,6.196929,25000000,0,-0.22039836
176,4,1,-0.4050353668160659,-1.1201139938695586,6.8,56603,-0.174303227615999,10,0.4948089884621806,0,2011,190,5.87767,30000000,0,-0.982043667
177,4,1,-0.5966280300639054,-0.006230008949031,6.2,40833,-0.5838218701583096,10,-0.3164560164884759,0,2011,469,10.250997,17000000,0,-0.997583471
178,4,1,-0.2651131916337345,-1.0525567474500075,6.3,68120,-0.7413290403668905,11,-0.1812451823300335,4,2011,115,6.142913,12000000,1,0.359297583
179,2,1,-0.7763144910300148,-0.3491851117006327,5.5,26043,0.8652440957606354,17,-1.262931855597576,2,2011,78,8.904488,63000000,1,0.715639762
180,2,0,-0.8604962008362469,-0.9118821656006818,6.9,19114,0.0462068106760143,10,0.6300198226206241,6,2011,260,6.695229,37000000,1,0.95369673
181,2,1,-0.5071128276028983,0.2714145512382277,5.2,48201,1.4007684744698108,1,-1.6685643580729042,4,2011,347,11.341084,80000000,1,0.004510538
182,3,1,-0.5750510757247702,-1.2202849955608064,6.7,42609,-0.4578161339914448,13,0.3595981543037382,6,2011,275,5.484379,21000000,0,-0.953770667
183,3,0,-0.6543852603162978,0.7993583744801448,6.9,36079,-0.174303227615999,1,0.6300198226206241,6,2011,223,13.413895,30000000,0,-0.8512236
184,4,1,-0.8391743794031488,-1.1208251147360977,5.8,20869,-0.7413290403668905,10,-0.8572993531222477,5,2011,179,5.874878,12000000,0,-0.919230083
185,2,1,-0.838749157893087,-0.4712184954478388,6.6,20904,-0.4578161339914448,5,0.2243873201452946,4,2011,137,8.425361,21000000,1,1.509454048
186,0,1,-0.8868963820180831,-0.7431557503423311,7.2,16941,-0.174303227615999,18,1.0356523250959524,2,2011,445,7.357682,30000000,0,-0.110238467
187,1,0,-0.6141350070924493,0.1657025629955635,6.1,39392,-1.0248419467423362,10,-0.4516668506469194,0,2011,213,10.926038,3000000,0,-0.765666
188,2,0,-0.6678101108482486,-0.288934173725758,5.9,34974,3.133347346764202,19,-0.7220885189638041,2,2011,149,9.141045,135000000,0,-0.52587803
189,4,1,-0.4966159308973731,-0.8340597672169051,5.9,49065,-0.174303227615999,17,-0.7220885189638041,1,2011,214,7.000775,30000000,0,-0.2309985
190,4,1,-0.6344605952734027,-0.6030993240600145,6.2,37719,-0.8043319084503229,10,-0.3164560164884759,4,2011,201,7.907571,10000000,0,-0.2749946
191,4,0,-0.8394781090531929,-1.2471150357045069,6.7,20844,-0.8673347765337552,10,0.3595981543037382,6,2011,138,5.379039,8000000,0,-0.623163
192,3,1,-0.4960935158992972,0.1111214894941925,5.2,49108,-0.9618390786589038,3,-1.6685643580729042,8,2011,52,10.711742,5000000,1,2.5373858
193,0,1,-0.7897271923759638,-0.5626474478904421,4.4,24939,1.2432613042612295,5,-2.7502510313404467,2,2011,240,8.066393,75000000,1,0.774809893
194,2,1,-0.6438883636107726,-0.0019235506354777,6.2,36943,0.1722125468428791,5,-0.3164560164884759,4,2011,161,10.267905,41000000,0,-0.824289317
195,2,1,-0.9290176098862036,-1.0462572659342098,5.4,13474,-0.8673347765337552,10,-1.3981426897560183,4,2011,263,6.167646,8000000,1,0.266277375
196,4,1,-0.7032735847874017,-1.911057922978036,4.4,32055,-0.7098276063251743,10,-2.7502510313404467,6,2011,33,2.772269,13000000,0,-0.976624846
197,4,1,-0.890990657700678,-1.3734342471097536,6.6,16604,-0.8043319084503229,10,0.2243873201452946,6,2011,308,4.883085,10000000,0,-0.9994824
198,1,0,-0.7431229148731919,-0.545746865834858,6.4,28775,-0.9618390786589038,10,-0.04603434817159,4,2011,235,8.132748,5000000,0,-0.9997804
199,3,1,-0.8321642990801301,-0.6904087675859267,4.4,21446,-0.1113003595325666,10,-2.7502510313404467,0,2011,303,7.564777,32000000,1,0.184856688
200,4,1,-0.9708837048482868,-1.107314327670759,6.1,10028,-0.8673347765337552,10,-0.4516668506469194,0,2011,145,5.927924,8000000,0,-0.99785175
201,3,1,1.7250692656874498,0.1936970890281663,7.2,231932,-0.5838218701583096,10,1.0356523250959524,4,2012,264,11.03595,17000000,1,2.823593706
202,3,1,2.0353837745445404,0.6404047771476886,7.0,257474,0.7707397936354868,11,0.7652306567790664,0,2012,280,12.789812,60000000,1,0.334512267
203,3,1,3.608193095961078,0.6368051098100116,8.0,386932,-0.7098276063251743,13,2.1173389983634947,6,2012,442,12.775679,13000000,1,0.364505385
204,4,1,2.602386285246929,1.1554442527165418,7.0,304144,-0.174303227615999,10,0.7652306567790664,8,2012,254,14.811958,30000000,1,0.402442567
205,3,1,2.082619809719404,-0.4031954037328369,7.8,261362,-0.6153233042000257,10,1.8469173300466089,1,2012,480,8.692433,16000000,1,1.844529125
206,4,1,1.1071009197076558,-0.5525366437933804,6.7,181067,0.4557254532183249,17,0.3595981543037382,4,2012,234,8.10609,50000000,1,0.14023042
207,4,1,1.4043064568688417,-0.7087774372757268,7.3,205530,-0.6468247382417419,10,1.1708631592543948,5,2012,113,7.492658,15000000,1,0.4255532
208,3,1,1.946706865917655,1.176592457512552,6.7,250175,2.81833300634704,17,0.3595981543037382,0,2012,475,14.89499,125000000,0,-0.09436904
209,4,1,0.3203439326053356,1.1600993945781937,5.3,116309,-0.9618390786589038,10,-1.5333535239144618,5,2012,158,14.830235,5000000,1,1.8247546
210,4,0,1.557981510605171,0.4780562908359715,7.1,218179,-0.016796057407418,10,0.9004414909375088,0,2012,227,12.1524,35000000,0,-0.616722457
211,4,1,1.328945056099891,-0.5876003530819963,7.3,199327,-0.3003089637828637,10,1.1708631592543948,5,2012,348,7.968423,26000000,1,0.438466423
212,3,1,-0.2963365996582714,0.5813730854436313,5.9,65550,1.2432613042612295,9,-0.7220885189638041,4,2012,258,12.558042,75000000,0,-0.486418493
213,2,1,1.1056065698294386,1.5171141617115345,7.1,180944,1.5582756446783916,1,0.9004414909375088,2,2012,374,16.231945,85000000,1,0.744859388
214,3,1,0.8181325306556672,0.53262335586755,6.3,157282,0.9282469638440678,10,-0.1812451823300335,0,2012,466,12.366641,65000000,0,-0.157526292
215,4,1,-0.1689523844297618,-0.3442778173827225,5.6,76035,1.0857541340526489,1,-1.1277210214391336,4,2012,99,8.923755,70000000,0,-0.472413014
216,4,1,1.7024231829801593,-0.720639554796256,6.4,230068,0.9282469638440678,11,-0.04603434817159,4,2012,416,7.446085,65000000,0,-0.082304277
217,4,0,1.347533310682592,-0.1609494826119515,7.2,200857,-0.6468247382417419,10,1.0356523250959524,4,2012,301,9.643538,15000000,1,0.001603267
218,4,1,0.2417994451039227,0.2912092831528667,6.2,109844,-0.016796057407418,10,-0.3164560164884759,4,2012,255,11.418802,35000000,1,0.929843
219,2,1,-0.1971020483958521,-0.2069145830928067,5.8,73718,1.3692670404280944,9,-0.8572993531222477,0,2012,48,9.46307,79000000,1,0.314687215
220,4,1,-0.0604844518060007,-0.6577975593087376,7.2,84963,-0.8673347765337552,6,1.0356523250959524,4,2012,492,7.692815,8000000,0,-0.68248675
221,4,1,2.084114159597621,1.1731733720854678,6.6,261485,2.030797155304134,10,0.2243873201452946,0,2012,396,14.881566,100000000,0,-0.14982599
222,4,0,0.3266736585122554,-2.3755049184445154,5.4,116830,0.9282469638440678,10,-1.3981426897560183,0,2012,369,0.948759,65000000,0,-0.348530292
223,3,1,-0.3496350786480159,-0.765105494309902,5.7,61163,0.1407111128011629,10,-0.99251018728069,4,2012,434,7.271503,40000000,1,0.028805075
224,4,1,-0.6084856356016284,0.1573448552181249,5.3,39857,-1.0248419467423362,10,-1.5333535239144618,4,2012,281,10.893224,3000000,0,-0.850682
225,4,1,-0.0840781710214291,0.6545986681399816,6.2,83021,-0.174303227615999,17,-0.3164560164884759,4,2012,193,12.84554,30000000,0,-0.038815733
226,4,1,-0.4150098485235153,-0.5003601878066922,5.4,55782,-0.6468247382417419,10,-1.3981426897560183,0,2012,387,8.310945,15000000,1,0.042272667
227,4,1,0.5497084151326636,-0.5992622768342234,5.9,135188,1.0542527000109323,10,-0.7220885189638041,0,2012,428,7.922636,69000000,0,-0.456244362
228,4,0,-0.6609336715712494,-0.7519171567492338,6.1,35540,-0.33181039782458,10,-0.4516668506469194,1,2012,173,7.323283,25000000,0,-0.97128988
229,3,1,-0.3064447224117402,-1.066041045772466,7.1,64718,-0.9303376446171876,10,0.9004414909375088,6,2012,50,6.089971,6000000,1,0.915806333
230,4,1,-0.3622945304618554,0.7275922196366842,6.9,60121,-0.8043319084503229,10,0.6300198226206241,0,2012,337,13.132127,10000000,0,-0.8060559
231,3,1,0.4989005192732809,0.0643665660165119,6.6,131006,0.2037139808845953,13,0.2243873201452946,0,2012,360,10.528173,42000000,0,-0.556666667
232,4,1,0.0620643873938062,-0.8476204753745934,6.7,95050,-0.8043319084503229,10,0.3595981543037382,1,2012,282,6.947533,10000000,0,-0.3380827
233,3,0,-0.051773485442735,-0.3828627465781794,6.1,85680,-0.4893175680331609,10,-0.4516668506469194,0,2012,447,8.772263,20000000,0,-0.2836568
234,2,1,-0.1257134314494789,0.0380981381617508,7.0,79594,0.7707397936354868,10,0.7652306567790664,2,2012,68,10.425038,60000000,0,-0.066615817
