budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
50000000,Polygram Filmed Entertainment,David Fincher,48323648,The Game,12.09.1997 00:00,7.8,Michael Douglas,285147,John Brancato,1997,0,-0.03352704,0
36000000,Columbia Pictures Corporation,Andrew Niccol,12339633,Gattaca,24.10.1997 00:00,7.8,Ethan Hawke,238316,Andrew Niccol,1997,0,-0.657232417,-70
57000000,Warner Bros.,Taylor Hackford,60984028,The Devil's Advocate,17.10.1997 00:00,7.5,Keanu Reeves,279086,Andrew Neiderman,1997,1,0.069895228,10
17000000,Mandalay Entertainment,Jim Gillespie,72586134,I Know What You Did Last Summer,17.10.1997 00:00,5.6,Jennifer Love Hewitt,112994,Lois Duncan,1997,1,3.269772588,330
12000000,Miramax,Quentin Tarantino,39673162,Jackie Brown,25.12.1997 00:00,7.5,Pam Grier,257809,Quentin Tarantino,1997,1,2.306096833,229
75000000,Brandywine Productions,Jean-Pierre Jeunet,47748610,Alien Resurrection,26.11.1997 00:00,6.2,Sigourney Weaver,191097,Dan O'Bannon,1997,0,-0.363351867,-40
73000000,Universal Pictures,Steven Spielberg,229086679,The Lost World: Jurassic Park,23.05.1997 00:00,6.5,Jeff Goldblum,305054,Michael Crichton,1997,1,2.138173685,210
60000000,Golar Productions,Paul W.S. Anderson,26673242,Event Horizon,15.08.1997 00:00,6.7,Laurence Fishburne,130640,Philip Eisner,1997,0,-0.555445967,-60
110000000,Eon Productions,Roger Spottiswoode,125332007,Tomorrow Never Dies,19.12.1997 00:00,6.5,Pierce Brosnan,157749,Bruce Feirstein,1997,1,0.139381882,10
50000000,Twentieth Century Fox Film Corporation,Don Bluth,58406347,Anastasia,21.11.1997 00:00,7.1,Meg Ryan,94409,Susan Gauthier,1997,1,0.16812694,20
90000000,Twentieth Century Fox Film Corporation,Mick Jackson,49323468,Volcano,25.04.1997 00:00,5.4,Tommy Lee Jones,62450,Jerome Armstrong,1997,0,-0.451961467,-50
35000000,Mandalay Entertainment,Mike Newell,41909762,Donnie Brasco,28.02.1997 00:00,7.8,Al Pacino,239317,Joseph D. Pistone,1997,1,0.197421771,20
50000000,TriStar Pictures,James L. Brooks,148478011,As Good as It Gets,25.12.1997 00:00,7.7,Jack Nicholson,238028,Mark Andrus,1997,1,1.96956022,200
17000000,Capella International,Jay Roach,53883989,Austin Powers: International Man of Mystery,2.05.1997 00:00,7,Mike Myers,193479,Mike Myers,1997,1,2.169646412,220
15000000,October Films,David Lynch,3796699,Por el lado oscuro del camino,21.02.1997 00:00,7.6,Bill Pullman,107530,David Lynch,1997,0,-0.746886733,-70
40000000,Constellation Entertainment,Francis Ford Coppola,45856732,The Rainmaker,21.11.1997 00:00,7.1,Matt Damon,50025,John Grisham,1997,1,0.1464183,10
45000000,Universal Pictures,Tom Shadyac,181410615,Liar Liar,21.03.1997 00:00,6.8,Jim Carrey,237870,Paul Guay,1997,1,3.031347,300
116000000,Universal Pictures,Roger Donaldson,67127760,Dante's Peak,7.02.1997 00:00,5.9,Pierce Brosnan,67277,Leslie Bohem,1997,0,-0.421312414,-40
20000000,Q Productions,Gregory Nava,35422828,Selena,21.03.1997 00:00,6.7,Jennifer Lopez,20575,Gregory Nava,1997,1,0.7711414,80
40000000,New Line Cinema,Mark A.Z. Dippé,54967359,Spawn,1.08.1997 00:00,5.2,John Leguizamo,56225,Todd McFarlane,1997,1,0.374183975,40
46000000,TriStar Pictures,P.J. Hogan,127120029,My Best Friend's Wedding,20.06.1997 00:00,6.3,Julia Roberts,106240,Ronald Bass,1997,1,1.763478891,180
24000000,Dimension Films,Wes Craven,101363301,Scream 2,12.12.1997 00:00,6.1,Neve Campbell,133216,Kevin Williamson,1997,1,3.223470875,320
45000000,Cinema Line Film Corporation,Luis Llosa,65885767,Anaconda,11.04.1997 00:00,4.7,Jon Voight,79593,Hans Bauer,1997,1,0.464128156,50
1300000,Fine Line Features,Harmony Korine,19820,Gummo,24.11.1997 00:00,6.7,Nick Sutton,26360,Harmony Korine,1997,0,-0.984753846,-100
36000000,DreamWorks,Steven Spielberg,44175394,Amistad,25.12.1997 00:00,7.3,Djimon Hounsou,60668,David Franzoni,1997,1,0.227094278,20
55000000,Walt Disney Pictures,Sam Weisman,105263257,George of the Jungle,16.07.1997 00:00,5.4,Brendan Fraser,60243,Jay Ward,1997,1,0.9138774,90
85000000,Columbia Pictures Corporation,Wolfgang Petersen,172956409,Air Force One,25.07.1997 00:00,6.5,Harrison Ford,155674,Andrew W. Marlowe,1997,1,1.034781282,100
30000000,Dimension Films,Guillermo del Toro,25480490,Mimic,22.08.1997 00:00,5.9,Mira Sorvino,39195,Donald A. Wollheim,1997,0,-0.150650333,-20
32000000,Twentieth Century Fox Film Corporation,Raja Gosnell,30882515,Home Alone 3,12.12.1997 00:00,4.3,Alex D. Linz,83369,John Hughes,1997,0,-0.034921406,0
1000000,Kuzui Enterprises,Trey Parker,582024,Orgazmo,23.10.1998 00:00,6.2,Trey Parker,31548,Trey Parker,1997,0,-0.417976,-40
22000000,Polygram Filmed Entertainment,Mel Smith,45319423,Bean,7.11.1997 00:00,6.4,Rowan Atkinson,81315,Rowan Atkinson,1997,1,1.059973773,110
70000000,Mandalay Entertainment,Jean-Jacques Annaud,37957682,Seven Years in Tibet,10.10.1997 00:00,7,Brad Pitt,103750,Heinrich Harrer,1997,0,-0.4577474,-50
180000,The Institute for the Intellectual Development of Children & Young Adults,Majid Majidi,925402,Children of Heaven,22.01.1999 00:00,8.4,Mohammad Amir Naji,37590,Majid Majidi,1997,1,4.141122222,409
15000000,Hollywood Pictures,George Armitage,28014536,Grosse Pointe Blank,11.04.1997 00:00,7.4,John Cusack,77687,Tom Jankiewicz,1997,1,0.867635733,90
50000000,Caravan Pictures,Ridley Scott,48169156,G.I. Jane,22.08.1997 00:00,5.9,Demi Moore,64233,Danielle Alexandra,1997,0,-0.03661688,0
3500000,Redwave Films,Peter Cattaneo,45950122,The Full Monty,19.09.1997 00:00,7.2,Robert Carlyle,86993,Simon Beaufoy,1997,1,12.12860629,1210
27000000,Paramount Pictures,Gary Fleder,60527873,Kiss the Girls,3.10.1997 00:00,6.6,Morgan Freeman,54408,James Patterson,1997,1,1.241773074,120
250000,Too Askew Prod. Inc.,Kevin Smith,12006514,Chasing Amy,18.04.1997 00:00,7.3,Ben Affleck,119658,Kevin Smith,1997,1,47.026056,4700
25000000,Columbia Pictures Corporation,Bob Spiers,29342592,Spice World,23.01.1998 00:00,3.4,Melanie Brown,29357,Spice Girls,1997,1,0.17370368,20
50000000,Castle Rock Entertainment,Clint Eastwood,50007168,Absolute Power,14.02.1997 00:00,6.7,Clint Eastwood,42417,David Baldacci,1997,1,0.00014336,0
30000000,New Line Cinema,John R. Leonetti,35927406,Mortal Kombat: Annihilation,21.11.1997 00:00,3.7,Robin Shou,38860,Ed Boon,1997,1,0.1975802,20
10000000,Miramax,James Mangold,44886089,Cop Land,15.08.1997 00:00,6.9,Sylvester Stallone,73991,James Mangold,1997,1,3.4886089,350
35000000,Paramount Pictures,Frank Oz,63856929,In & Out,19.09.1997 00:00,6.3,Kevin Kline,33955,Paul Rudnick,1997,1,0.824483686,80
18000000,Fox Searchlight Pictures,Ang Lee,7837632,The Ice Storm,26.11.1997 00:00,7.5,Kevin Kline,48479,Rick Moody,1997,0,-0.564576,-60
60000000,Universal Pictures,Michael Caton-Jones,54930280,The Jackal,14.11.1997 00:00,6.4,Bruce Willis,92834,Kenneth Ross,1997,0,-0.084495333,-10
19000000,Phoenix Pictures,Oliver Stone,6633400,Camino sin retorno,3.10.1997 00:00,6.8,Sean Penn,44133,John Ridley,1997,0,-0.650873684,-70
20000000,Paramount Pictures,Betty Thomas,41198146,Private Parts,7.03.1997 00:00,6.8,Howard Stern,30718,Howard Stern,1997,1,1.0599073,110
9000000,Paramount Pictures,Brian Robbins,23687907,Good Burger,25.07.1997 00:00,5.7,Kel Mitchell,22284,Dan Schneider,1997,1,1.631989667,160
35000000,Warner Bros.,Clint Eastwood,25078937,Midnight in the Garden of Good and Evil,21.11.1997 00:00,6.6,John Cusack,33319,John Berendt,1997,0,-0.283458943,-30
15000000,Baltimore Pictures,Barry Levinson,43022524,Wag the Dog,9.01.1998 00:00,7.1,Dustin Hoffman,70832,Larry Beinhart,1997,1,1.868168267,190
68000000,Paramount Pictures,Phillip Noyce,61355436,The Saint,4.04.1997 00:00,6.2,Val Kilmer,54546,Leslie Charteris,1997,0,-0.097714176,-10
160000000,Blue Tulip Productions,Jan de Bont,48608066,Speed 2: Cruise Control,13.06.1997 00:00,3.8,Sandra Bullock,64186,Graham Yost,1997,0,-0.696199588,-70
25000000,Warner Bros.,Stephen Kessler,36429528,Vegas Vacation,14.02.1997 00:00,5.9,Chevy Chase,36231,Elisa Bell,1997,1,0.45718112,50
86000000,Columbia Pictures Corporation,Alan J. Pakula,42868348,The Devil's Own,26.03.1997 00:00,6.1,Harrison Ford,49303,Kevin Jarre,1997,0,-0.501530837,-50
75000000,Warner Bros.,Richard Donner,75982834,Conspiracy Theory,8.08.1997 00:00,6.7,Mel Gibson,81477,Brian Helgeland,1997,1,0.013104453,0
29000000,Polygram Filmed Entertainment,Peter Hewitt,22359293,The Borrowers,13.02.1998 00:00,5.8,John Goodman,17334,Mary Norton,1997,0,-0.228989897,-20
32000000,Walt Disney Pictures,John Pasquin,59925026,Jungle 2 Jungle,7.03.1997 00:00,5.1,Tim Allen,19393,Hervé Palud,1997,1,0.872657063,90
36000000,Dino De Laurentiis Company,Jonathan Mostow,50129186,Breakdown,2.05.1997 00:00,6.9,Kurt Russell,40913,Jonathan Mostow,1997,1,0.392477389,40
80000000,Walt Disney Pictures,Les Mayfield,92977226,Flubber,26.11.1997 00:00,5.2,Robin Williams,69813,Samuel W. Taylor,1997,1,0.162215325,20
38000000,DreamWorks,Gore Verbinski,61917389,Mousehunt,19.12.1997 00:00,6.4,Nathan Lane,44226,Adam Rifkin,1997,1,0.629404974,60
10000000,3 Arts Entertainment,Glenn Gordon Caron,31058643,Picture Perfect,1.08.1997 00:00,5.5,Jennifer Aniston,16867,Arleen Sorkin,1997,1,2.1058643,210
50000000,DreamWorks,Mimi Leder,41263140,The Peacemaker,26.09.1997 00:00,5.9,George Clooney,48476,Leslie Cockburn,1997,0,-0.1747372,-20
30000000,United Artists,Bill Duke,23461013,Hoodlum,27.08.1997 00:00,6.3,Laurence Fishburne,8947,Chris Brancato,1997,0,-0.217966233,-20
16000000,DC Entertainment,Kenneth Johnson,1710972,Steel,15.08.1997 00:00,2.8,Shaquille O'Neal,9291,Louise Simonson,1997,0,-0.89306425,-90
10000000,British Broadcasting Corporation (BBC),Brian Gilbert,2157701,Wilde,1.05.1998 00:00,6.9,Stephen Fry,13004,Richard Ellmann,1997,0,-0.7842299,-80
22000000,Hollywood Pictures,Anthony Waller,26570463,An American Werewolf in Paris,25.12.1997 00:00,5.1,Tom Everett Scott,20220,John Landis,1997,1,0.207748318,20
5000000,Image Organization,Robert Kurtzman,15719109,Wishmaster,19.09.1997 00:00,5.7,Tammy Lauren,16368,Peter Atkins,1997,1,2.1438218,210
60000000,Warner Bros.,Félix Enríquez Alcalá,16228448,Fire Down Below,5.09.1997 00:00,5,Steven Seagal,14530,Jeb Stuart,1997,0,-0.729525867,-70
3000000,Walt Disney Pictures,Charles Martin Smith,24629916,Air Bud,1.08.1997 00:00,5.1,Michael Jeter,13907,Kevin DiCicco,1997,1,7.209972,720
40000000,British Broadcasting Corporation (BBC),Peter Hyams,33956608,The Relic,10.01.1997 00:00,5.7,Penelope Ann Miller,20582,Douglas Preston,1997,0,-0.1510848,-20
7500000,Fox 2000 Pictures,George Tillman Jr.,43490057,Soul Food,26.09.1997 00:00,7,Vanessa Williams,5761,George Tillman Jr.,1997,1,4.798674267,480
25000000,New Line Cinema,Brett Ratner,41067398,Money Talks,22.08.1997 00:00,6.2,Charlie Sheen,23799,Joel Cohen,1997,1,0.64269592,60
37000000,Pacific Western,Jeb Stuart,6482195,Switchback,31.10.1997 00:00,6.4,Danny Glover,10585,Jeb Stuart,1997,0,-0.824805541,-80
1000000,New Amsterdam Entertainment,Mark Pavia,125397,The Night Flier,6.02.1998 00:00,6,Miguel Ferrer,7849,Stephen King,1997,0,-0.874603,-90
20000000,Sweetland Films,Woody Allen,10569071,Deconstructing Harry,2.01.1998 00:00,7.4,Woody Allen,37690,Woody Allen,1997,0,-0.47154645,-50
25000000,Touchstone Pictures,Steve Oedekerk,44455658,Nothing to Lose,18.07.1997 00:00,6.7,Martin Lawrence,38128,Steve Oedekerk,1997,1,0.77822632,80
28000000,De Fina-Cappa,Martin Scorsese,5532301,Kundun,16.01.1998 00:00,7,Tenzin Thuthob Tsarong,22853,Melissa Mathison,1997,0,-0.802417821,-80
30000000,Mandalay Entertainment,Hark Tsui,11438337,Double Team,4.04.1997 00:00,4.7,Jean-Claude Van Damme,26927,Don Jakoby,1997,0,-0.6187221,-60
20000000,Columbia Pictures Corporation,Marco Brambilla,14327206,Excess Baggage,29.08.1997 00:00,5.3,Alicia Silverstone,11399,Max D. Adams,1997,0,-0.2836397,-30
1000000,Fox Searchlight Pictures,James Toback,1950218,Two Girls and a Guy,24.04.1998 00:00,5.6,Robert Downey Jr.,6203,James Toback,1997,1,0.950218,100
12000000,Channel Four Films,Danny Boyle,4266243,A Life Less Ordinary,24.10.1997 00:00,6.4,Cameron Diaz,31471,John Hodge,1997,0,-0.64447975,-60
35000000,Icon Entertainment International,Bernard Rose,791830,Anna Karenina,4.04.1997 00:00,6.4,Sophie Marceau,4851,Leo Tolstoy,1997,0,-0.977376286,-100
12000000,Beacon Communications,Andy Wilson,4052347,Playing God,17.10.1997 00:00,5.6,David Duchovny,6643,Mark Haskell Smith,1997,0,-0.662304417,-70
35000000,China Film Co-Production Corporation,Ronny Yu,6448817,Warriors of Virtue,2.05.1997 00:00,4.6,Angus Macfadyen,2372,Michael Vickerman,1997,0,-0.815748086,-80
48000000,Metro-Goldwyn-Mayer (MGM),Jon Avnet,22415440,Red Corner,31.10.1997 00:00,6.3,Richard Gere,13892,Robert King,1997,0,-0.533011667,-50
20000000,Warner Bros.,Jon Amiel,13801755,The Man Who Knew Too Little,14.11.1997 00:00,6.6,Bill Murray,25388,Robert Farrar,1997,0,-0.30991225,-30
25000000,Warner Bros.,John Singleton,13104494,Rosewood,21.02.1997 00:00,7.2,Jon Voight,6487,Gregory Poirier,1997,0,-0.47582024,-50
18000000,Miramax,Nick Cassavetes,7221836,Sin embargo es adorable,29.08.1997 00:00,5.9,Sean Penn,7334,John Cassavetes,1997,0,-0.598786889,-60
25000000,Universal Pictures,Fred Schepisi,9381260,Fierce Creatures,24.01.1997 00:00,6.4,John Cleese,20507,John Cleese,1997,0,-0.6247496,-60
5000000,Live Entertainment,Peter O'Fallon,1692872,Suicide Kings,17.04.1998 00:00,7,Christopher Walken,23526,Josh McKinney,1997,0,-0.6614256,-70
8000000,Hollywood Pictures,Steve James,532190,Prefontaine,24.01.1997 00:00,6.8,Jared Leto,6161,Steve James,1997,0,-0.93347625,-90
28000000,Universal Pictures,Michael Ritchie,8119205,A Simple Wish,11.07.1997 00:00,5.4,Martin Short,4549,Jeff Rothberg,1997,0,-0.710028393,-70
30000000,Walt Disney Pictures,Stanley Tong,21382456,Mr. Magoo,25.12.1997 00:00,3.9,Leslie Nielsen,12708,Pat Proft,1997,0,-0.287251467,-30
20000000,Icon Entertainment International,Kevin Reynolds,5716080,One Eight Seven,30.07.1997 00:00,6.7,Samuel L. Jackson,19216,Scott Yagemann,1997,0,-0.714196,-70
32000000,David Kirschner Productions,Mark Dindal,3562749,Cats Don't Dance,26.03.1997 00:00,6.9,Scott Bakula,6006,Mark Dindal,1997,0,-0.888664094,-90
6000000,JVC Entertainment Networks,Paul Schrader,6302154,Affliction,19.02.1999 00:00,7,Nick Nolte,12633,Russell Banks,1997,1,0.050359,10
6000000,Trimark Pictures,Kasi Lemmons,14821531,Eve's Bayou,7.11.1997 00:00,7.3,Samuel L. Jackson,7316,Kasi Lemmons,1997,1,1.470255167,150
8000000,Saban Entertainment,Shuki Levy,8109349,Turbo: A Power Rangers Movie,28.03.1997 00:00,3.5,Jason David Frank,7129,Shuki Levy,1997,1,0.013668625,0
50000000,Warner Bros.,Costa-Gavras,10556196,Mad City,7.11.1997 00:00,6.2,John Travolta,17297,Tom Matthews,1997,0,-0.78887608,-80
3300000,Agenda,Kevin Allen,74188,Twin Town,9.05.1997 00:00,6.7,Llyr Ifans,4995,Kevin Allen,1997,0,-0.977518788,-100
55000000,Touchstone Pictures,Thomas Carter,31987563,Metro,17.01.1997 00:00,5.5,Eddie Murphy,22499,Randy Feldman,1997,0,-0.418407945,-40
9000000,Miramax,Michael Winterbottom,339648,Welcome to Sarajevo,26.11.1997 00:00,6.9,Stephen Dillane,6194,Michael Nicholson,1997,0,-0.962261333,-100
17000000,"Bubble Factory, The",Paul Miller,3506206,The Pest,7.02.1997 00:00,5,John Leguizamo,7038,David Bar Katz,1997,0,-0.793752588,-80
35000000,Bavaria Film,Bille August,2221994,Smilla's Sense of Snow,28.02.1997 00:00,6.4,Julia Ormond,12197,Peter Høeg,1997,0,-0.936514457,-90
5000000,Butcher's Run Films,Robert Duvall,20733485,The Apostle,20.02.1998 00:00,7.2,Robert Duvall,12029,Robert Duvall,1997,1,3.146697,310
24000000,New Line Cinema,Mike Figgis,2618335,One Night Stand,14.11.1997 00:00,5.8,Wesley Snipes,5888,Mike Figgis,1997,0,-0.890902708,-90
85000000,Northern Lights Entertainment,Ivan Reitman,28659604,Fathers' Day,9.05.1997 00:00,5.1,Robin Williams,12880,Francis Veber,1997,0,-0.662828188,-70
35000000,Universal Pictures,Bryan Spicer,31611225,For Richer or Poorer,12.12.1997 00:00,5.7,Tim Allen,8578,Jana Howington,1997,0,-0.096822143,-10
1500000,Bandeira Entertainment,Mark Waters,617403,The House of Yes,10.10.1997 00:00,6.7,Parker Posey,6947,Wendy MacLeod,1997,0,-0.588398,-60
3000000,Orion Pictures,Tom Schulman,3559990,8 Heads in a Duffel Bag,18.04.1997 00:00,5.3,Joe Pesci,8398,Tom Schulman,1997,1,0.186663333,20
10000000,Jasmine Productions Inc.,David Mamet,10200000,The Spanish Prisoner,15.05.1998 00:00,7.3,Steve Martin,19466,David Mamet,1997,1,0.02,0
53000000,Caravan Pictures,Christopher Cain,19736932,Gone Fishin',30.05.1997 00:00,4.7,Joe Pesci,8375,Jill Mazursky,1997,0,-0.627605057,-60
8000000,Largo Entertainment,John Irvin,1495332,City of Industry,14.03.1997 00:00,6.2,Harvey Keitel,5078,Ken Solarz,1997,0,-0.8130835,-80
15000000,Daybreak,George Huang,309,Trojan War,1.10.1997 00:00,5.7,Will Friedle,5034,Andy Burg,1997,0,-0.9999794,-100
11000000,All Net Productions,Randall Miller,14708874,The Sixth Man,28.03.1997 00:00,5.6,Marlon Wayans,4735,Christopher Reed,1997,1,0.337170364,30
31190000,"Bubble Factory, The",Bryan Spicer,4529843,McHale's Navy,18.04.1997 00:00,4.4,Tom Arnold,5716,Peter Crabbe,1997,0,-0.854766175,-90
10000000,Addis Wechsler Pictures,Theodore Witcher,12514138,Love Jones,14.03.1997 00:00,7.4,Larenz Tate,3076,Theodore Witcher,1997,1,0.2514138,30
25000,Alliance Atlantis Communications,Neil LaBute,2856622,In the Company of Men,1.08.1997 00:00,7.3,Aaron Eckhart,11992,Neil LaBute,1997,1,113.26488,11330
15000000,Robert Simonds Productions,Andy Cadiff,10713605,Leave It to Beaver,22.08.1997 00:00,5.1,Christopher McDonald,3396,Bob Mosher,1997,0,-0.285759667,-30
12000000,JLT Productions,Manny Coto,7015240,Star Kid,16.01.1998 00:00,5.4,Joseph Mazzello,2065,Manny Coto,1997,0,-0.415396667,-40
16000000,High School Sweethearts,Ken Kwapis,11486880,The Beautician and the Beast,7.02.1997 00:00,5.3,Fran Drescher,7153,Todd Graff,1997,0,-0.28207,-30
7000000,"Rank Organisation, The",John Duigan,106292,Lawn Dogs,15.05.1998 00:00,7.6,Sam Rockwell,6638,Naomi Wallace,1997,0,-0.984815429,-100
18000000,Paramount Pictures,Keith Samples,3247524,A Smile Like Yours,22.08.1997 00:00,4.8,Greg Kinnear,1230,Kevin Meyer,1997,0,-0.819582,-80
1000000,Lakeshore Entertainment,Scott Winant,3478370,'Til There Was You,30.05.1997 00:00,4.8,Jeanne Tripplehorn,2415,Winnie Holzman,1997,1,2.47837,250
16000000,Samson Productions Pty. Ltd.,Bruce Beresford,1921471,Paradise Road,11.04.1997 00:00,6.8,Glenn Close,4496,David Giles,1997,0,-0.879908063,-90
2700000,Clinica Estetico,Victor Nunez,9054736,Ulee's Gold,18.07.1997 00:00,7.1,Peter Fonda,5988,Victor Nunez,1997,1,2.353605926,240
45000000,Cinergi Pictures Entertainment,George P. Cosmatos,2154540,Shadow Conspiracy,31.01.1997 00:00,4.9,Charlie Sheen,3969,Adi Hasak,1997,0,-0.952121333,-100
71000000,Metro-Goldwyn-Mayer (MGM),Robert Butler,11466088,Turbulence,10.01.1997 00:00,4.8,Ray Liotta,9453,Jonathan Brett,1997,0,-0.838505803,-80
25000000,Ivory Way Productions,David Hogan,6320276,Most Wanted,10.10.1997 00:00,5.5,Keenen Ivory Wayans,5089,Keenen Ivory Wayans,1997,0,-0.74718896,-70
3000000,Gruber Bros,Stefan Schwartz,302204,Shooting Fish,1.05.1998 00:00,6.6,Dan Futterman,6880,Stefan Schwartz,1997,0,-0.899265333,-90
5000000,CiBy 2000,Wim Wenders,283033,The End of Violence,12.09.1997 00:00,5.6,Traci Lind,4321,Nicholas Klein,1997,0,-0.9433934,-90
4000000,Bates Entertainment,Stephen Kay,46362,The Last Time I Committed Suicide,20.06.1997 00:00,5.8,Thomas Jane,1776,Neal Cassady,1997,0,-0.9884095,-100
10000000,Cinergi Pictures Entertainment,Arthur Hiller,45779,An Alan Smithee Film: Burn Hollywood Burn,20.02.1998 00:00,3.5,Ryan O'Neal,3055,Joe Eszterhas,1997,0,-0.9954221,-100
4500000,First Floor Features,Mike van Diem,713413,Character,27.03.1998 00:00,7.8,Pavlik Jansen op de Haar,9512,Ferdinand Bordewijk,1997,0,-0.841463778,-80
70000000,DreamWorks,Steven Spielberg,216540909,Saving Private Ryan,24.07.1998 00:00,8.6,Tom Hanks,979007,Robert Rodat,1998,1,2.093441557,210
15000000,Polygram Filmed Entertainment,Joel Coen,17451873,The Big Lebowski,6.03.1998 00:00,8.2,Jeff Bridges,592823,Ethan Coen,1998,1,0.1634582,20
7500000,New Line Cinema,Tony Kaye,6719864,American History X,20.11.1998 00:00,8.5,Edward Norton,857333,David McKenna,1998,0,-0.104018133,-10
90000000,Walt Disney Feature Animation Florida,Tony Bancroft,120620254,Mulan,19.06.1998 00:00,7.6,Ming-Na Wen,193214,Robert D. San Souci,1998,1,0.340225044,30
140000000,Touchstone Pictures,Michael Bay,201573391,Armageddon,1.07.1998 00:00,6.6,Bruce Willis,344203,Jonathan Hensleigh,1998,1,0.439809936,40
60000000,Paramount Pictures,Peter Weir,125618201,The Truman Show,5.06.1998 00:00,8.1,Jim Carrey,740961,Andrew Niccol,1998,1,1.093636683,110
60000,Harvest Filmworks,Darren Aronofsky,3216970,Pi,10.07.1998 00:00,7.5,Sean Gullette,151309,Darren Aronofsky,1998,1,52.61616667,5260
23000000,Twentieth Century Fox Film Corporation,Bobby Farrelly,176484651,There's Something About Mary,15.07.1998 00:00,7.1,Ben Stiller,259794,Ed Decter,1998,1,6.673245696,670
45000000,Amen Ra Films,Stephen Norrington,70087718,Blade,21.08.1998 00:00,7.1,Wesley Snipes,206719,David S. Goyer,1998,1,0.557504844,60
25000000,Midwinter Productions Inc.,Ronny Yu,32383850,Bride of Chucky,16.10.1998 00:00,5.4,Jennifer Tilly,42757,Don Mancini,1998,1,0.295354,30
90000000,Universal Pictures,Martin Brest,44619100,Meet Joe Black,13.11.1998 00:00,7.1,Brad Pitt,180700,Ron Osborn,1998,0,-0.504232222,-50
48000000,DiNovi Pictures,Griffin Dunne,46683377,Practical Magic,16.10.1998 00:00,6.2,Sandra Bullock,60149,Alice Hoffman,1998,0,-0.027429646,0
60000000,Universal Pictures,Harold Becker,32940507,Mercury Rising,3.04.1998 00:00,6.1,Bruce Willis,57649,Ryne Douglas Pearson,1998,0,-0.45099155,-50
52000000,Fox 2000 Pictures,Terrence Malick,36400491,The Thin Red Line,15.01.1999 00:00,7.6,Jim Caviezel,148812,James Jones,1998,0,-0.299990558,-30
27000000,Mystery Clock Cinema,Alex Proyas,14378331,Ciudad en tinieblas,27.02.1998 00:00,7.7,Rufus Sewell,166822,Alex Proyas,1998,0,-0.467469222,-50
20000000,Mandalay Entertainment,John McNaughton,29753944,Wild Things,20.03.1998 00:00,6.5,Kevin Bacon,95388,Stephen Peters,1998,1,0.4876972,50
55000000,FGM Entertainment,John Frankenheimer,41616262,Ronin,25.09.1998 00:00,7.3,Robert De Niro,152869,J.D. Zeik,1998,0,-0.243340691,-20
18500000,Fear and Loathing LLC,Terry Gilliam,10680275,Fear and Loathing in Las Vegas,22.05.1998 00:00,7.7,Johnny Depp,226427,Hunter S. Thompson,1998,0,-0.422687838,-40
25000000,Universal Pictures,John Madden,100317794,Shakespeare in Love,8.01.1999 00:00,7.2,Gwyneth Paltrow,187035,Marc Norman,1998,1,3.01271176,300
33000000,New Line Cinema,Brett Ratner,141153686,Rush Hour,18.09.1998 00:00,6.9,Jackie Chan,201905,Ross LaManna,1998,1,3.277384424,330
65000000,Warner Bros.,Nora Ephron,115821495,You've Got Mail,18.12.1998 00:00,6.6,Tom Hanks,163612,Miklós László,1998,1,0.781869154,80
20000000,Robert Simonds Productions,Frank Coraci,161491646,The Waterboy,6.11.1998 00:00,6.1,Adam Sandler,127466,Tim Herlihy,1998,1,7.0745823,710
75000000,Paramount Pictures,Mimi Leder,140464664,Deep Impact,8.05.1998 00:00,6.1,Robert Duvall,142094,Bruce Joel Rubin,1998,1,0.872862187,90
80000000,New Line Cinema,Stephen Hopkins,69117629,Lost in Space,3.04.1998 00:00,5.1,Gary Oldman,61386,Irwin Allen,1998,0,-0.136029638,-10
120000000,Pixar Animation Studios,John Lasseter,162798565,A Bug's Life,25.11.1998 00:00,7.2,Kevin Spacey,226736,John Lasseter,1998,1,0.356654708,40
9000000,American Empirical Pictures,Wes Anderson,17105219,Rushmore,19.02.1999 00:00,7.7,Jason Schwartzman,144975,Wes Anderson,1998,1,0.900579889,90
70000000,DreamWorks Animation,Brenda Chapman,101217900,The Prince of Egypt,18.12.1998 00:00,7,Val Kilmer,98359,Philip LaZebnik,1998,1,0.44597,40
15000000,Dimension Films,Robert Rodriguez,40064955,The Faculty,25.12.1998 00:00,6.4,Jordana Brewster,96886,David Wechter,1998,1,1.670997,170
90000000,Touchstone Pictures,Tony Scott,111549836,Enemy of the State,20.11.1998 00:00,7.3,Will Smith,199848,David Marconi,1998,1,0.239442622,20
85000000,Polygram Filmed Entertainment,Vincent Ward,55485043,What Dreams May Come,2.10.1998 00:00,7,Robin Williams,88728,Richard Matheson,1998,0,-0.347234788,-30
48000000,Universal Pictures,Steven Soderbergh,37562568,Out of Sight,26.06.1998 00:00,7,George Clooney,75099,Elmore Leonard,1998,0,-0.2174465,-20
20000000,Film Office,John Carpenter,20241395,Vampires,30.10.1998 00:00,6.1,James Woods,45366,John Steakley,1998,1,0.01206975,0
65000000,TriStar Pictures,Martin Campbell,94095523,The Mask of Zorro,17.07.1998 00:00,6.7,Antonio Banderas,144796,Johnston McCulley,1998,1,0.447623431,40
