budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
60000000,Universal Pictures,Edgar Wright,31494270,Scott Pilgrim vs. the World,13.08.2010 00:00,7.5,Michael Cera,302029,Michael Bacall,2010,0,-0.4750955,-50
80000000,Paramount Pictures,Martin Scorsese,128012934,Shutter Island,19.02.2010 00:00,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010,1,0.600161675,60
30000000,Marv Films,Matthew Vaughn,48071303,Kick-Ass,16.04.2010 00:00,7.7,Aaron Taylor-Johnson,465530,Jane Goldman,2010,1,0.602376767,60
20000000,DreamWorks,Jim Field Smith,31584722,She's Out of My League,12.03.2010 00:00,6.4,Jay Baruchel,107464,Sean Anders,2010,1,0.5792361,60
125000000,Warner Bros.,Louis Leterrier,163214888,Clash of the Titans,2.04.2010 00:00,5.8,Sam Worthington,241875,Travis Beacham,2010,1,0.305719104,30
6800000,micro_scope,Denis Villeneuve,6857096,Incendies,29.07.2011 00:00,8.2,Lubna Azabal,97935,Denis Villeneuve,2010,1,0.008396471,0
1500000,Alliance Films,James Wan,54009150,Insidious,1.04.2011 00:00,6.8,Patrick Wilson,226632,Leigh Whannell,2010,1,35.0061,3500
40000000,Columbia Pictures,David Fincher,96962694,The Social Network,1.10.2010 00:00,7.7,Jesse Eisenberg,521956,Aaron Sorkin,2010,1,1.42406735,140
69000000,Universal Pictures,Pierre Coffin,251513985,Despicable Me,9.07.2010 00:00,7.7,Steve Carell,422190,Cinco Paul,2010,1,2.645130217,260
37000000,Warner Bros.,Ben Affleck,92186262,The Town,17.09.2010 00:00,7.6,Ben Affleck,299626,Peter Craig,2010,1,1.491520595,150
260000000,Walt Disney Animation Studios,Nathan Greno,200821936,Tangled,24.11.2010 00:00,7.8,Mandy Moore,325621,Dan Fogelman,2010,0,-0.227607938,-20
95000000,Fox 2000 Pictures,Chris Columbus,88761720,Percy Jackson & the Olympians: The Lightning Thief,12.02.2010 00:00,5.9,Logan Lerman,152255,Craig Titley,2010,0,-0.065666105,-10
15000000,See-Saw Films,Tom Hooper,138797449,The King's Speech,25.12.2010 00:00,8,Colin Firth,544927,David Seidler,2010,1,8.253163267,830
8000000,Screen Gems,Will Gluck,58401464,Easy A,17.09.2010 00:00,7.1,Emma Stone,301623,Bert V. Royal,2010,1,6.300183,630
200000000,Paramount Pictures,Jon Favreau,312433331,Iron Man 2,7.05.2010 00:00,7,Robert Downey Jr.,571416,Justin Theroux,2010,1,0.562166655,60
30000000,Fox 2000 Pictures,Edward Zwick,32367005,Love & Other Drugs,24.11.2010 00:00,6.7,Jake Gyllenhaal,154701,Charles Randolph,2010,1,0.078900167,10
170000000,Walt Disney Pictures,Joseph Kosinski,172062763,TRON: Legacy,17.12.2010 00:00,6.8,Jeff Bridges,278124,Edward Kitsis,2010,1,0.0121339,0
26000000,Bold Films,Scott Stewart,40168080,Legion,22.01.2010 00:00,5.2,Paul Bettany,85724,Peter Schink,2010,1,0.544926154,50
200000000,Walt Disney Pictures,Tim Burton,334191110,Alice in Wonderland,5.03.2010 00:00,6.5,Mia Wasikowska,331389,Linda Woolverton,2010,1,0.67095555,70
38000000,Paramount Pictures,Ethan Coen,171243005,True Grit,22.12.2010 00:00,7.6,Jeff Bridges,259855,Joel Coen,2010,1,3.506394868,350
35000000,New Line Cinema,Samuel Bayer,63075011,A Nightmare on Elm Street,30.04.2010 00:00,5.2,Jackie Earle Haley,79930,Wesley Strick,2010,1,0.802143171,80
58000000,Summit Entertainment,Robert Schwentke,90380162,RED,15.10.2010 00:00,7.1,Bruce Willis,254554,Jon Hoeber,2010,1,0.558278655,60
80000000,Alcon Entertainment,Albert Hughes,94835059,The Book of Eli,15.01.2010 00:00,6.9,Denzel Washington,246433,Gary Whitta,2010,1,0.185438238,20
100000000,New Line Cinema,Michael Patrick King,95347692,Sex and the City 2,27.05.2010 00:00,4.4,Sarah Jessica Parker,63699,Michael Patrick King,2010,0,-0.04652308,0
110000000,Twentieth Century Fox Film Corporation,Joe Carnahan,77222099,The A-Team,11.06.2010 00:00,6.8,Liam Neeson,222505,Joe Carnahan,2010,0,-0.297980918,-30
117000000,Twentieth Century Fox Film Corporation,James Mangold,76423035,Knight and Day,23.06.2010 00:00,6.3,Tom Cruise,157815,Patrick O'Neill,2010,0,-0.346811667,-30
200000000,Walt Disney Pictures,Lee Unkrich,415004880,Toy Story 3,18.06.2010 00:00,8.3,Tom Hanks,603472,John Lasseter,2010,1,1.0750244,110
3500000,Incentive Filmed Entertainment,Derek Cianfrance,9737892,Blue Valentine,28.01.2011 00:00,7.4,Ryan Gosling,154714,Derek Cianfrance,2010,1,1.782254857,180
2000000,Cinetel Films,Steven R. Monroe,93051,I Spit on Your Grave,4.03.2011 00:00,6.3,Sarah Butler,61717,Adam Rockoff,2010,0,-0.9534745,-100
165000000,DreamWorks Animation,Dean DeBlois,217581231,How to Train Your Dragon,26.03.2010 00:00,8.1,Jay Baruchel,538360,William Davies,2010,1,0.318674127,30
16000000,Summit Entertainment,Allen Coulter,19068240,Remember Me,12.03.2010 00:00,7.2,Robert Pattinson,121432,Will Fetters,2010,1,0.191765,20
200000000,Walt Disney Pictures,Mike Newell,90759676,Prince of Persia: The Sands of Time,28.05.2010 00:00,6.6,Jake Gyllenhaal,237542,Boaz Yakin,2010,0,-0.54620162,-50
25000000,Closest to the Hole Productions,David O. Russell,93617009,The Fighter,17.12.2010 00:00,7.8,Mark Wahlberg,294996,Scott Silver,2010,1,2.74468036,270
15000000,DNA Films,Mark Romanek,2434652,Never Let Me Go,15.10.2010 00:00,7.2,Keira Knightley,118784,Kazuo Ishiguro,2010,0,-0.837689867,-80
80000000,Columbia Pictures,Dennis Dugan,162001186,Grown Ups,25.06.2010 00:00,6,Adam Sandler,194404,Adam Sandler,2010,1,1.025014825,100
35000000,Universal Pictures,Susanna White,29197642,Nanny McPhee Returns,20.08.2010 00:00,6.1,Emma Thompson,21695,Emma Thompson,2010,0,-0.165781657,-20
20000000,Twisted Pictures,Kevin Greutert,45710178,Saw 3D: The Final Chapter,29.10.2010 00:00,5.6,Tobin Bell,74021,Patrick Melton,2010,1,1.2855089,130
200000000,Universal Pictures,Ridley Scott,105269730,Robin Hood,14.05.2010 00:00,6.7,Russell Crowe,224548,Brian Helgeland,2010,0,-0.47365135,-50
110000000,Columbia Pictures,Phillip Noyce,118311368,Salt,23.07.2010 00:00,6.4,Angelina Jolie,259831,Kurt Wimmer,2010,1,0.075557891,10
80000000,Millennium Films,Sylvester Stallone,103068524,The Expendables,13.08.2010 00:00,6.5,Sylvester Stallone,288429,Dave Callaham,2010,1,0.28835655,30
150000000,Paramount Pictures,M. Night Shyamalan,131564731,The Last Airbender,1.07.2010 00:00,4.2,Noah Ringer,127467,M. Night Shyamalan,2010,0,-0.122901793,-10
38000000,Josephson Entertainment,Greg Berlanti,53374681,Life as We Know It,8.10.2010 00:00,6.6,Katherine Heigl,103763,Ian Deitchman,2010,1,0.404596868,40
55000000,Twentieth Century Fox Film Corporation,Shawn Levy,98711404,Date Night,9.04.2010 00:00,6.3,Steve Carell,135458,Josh Klausner,2010,1,0.7947528,80
55000000,Screen Gems,Steve Antin,39440655,Burlesque,24.11.2010 00:00,6.4,Cher,65689,Steve Antin,2010,0,-0.282897182,-30
18000000,Pathé,Danny Boyle,18335230,127 Hours,28.01.2011 00:00,7.6,James Franco,299503,Danny Boyle,2010,1,0.018623889,0
40000000,Twentieth Century Fox Film Corporation,Nimród Antal,52000688,Predators,9.07.2010 00:00,6.4,Adrien Brody,182863,Alex Litvak,2010,1,0.3000172,30
35000000,Lionsgate,Paul Haggis,21148651,The Next Three Days,19.11.2010 00:00,7.4,Russell Crowe,155358,Paul Haggis,2010,0,-0.395752829,-40
100000000,Columbia Pictures,Adam McKay,119219978,The Other Guys,6.08.2010 00:00,6.7,Will Ferrell,204044,Adam McKay,2010,1,0.19219978,20
19000000,Universal Pictures,Anand Tucker,25918920,Leap Year,8.01.2010 00:00,6.5,Amy Adams,77685,Deborah Kaplan,2010,1,0.364153684,40
40000000,Columbia Pictures,Harald Zwart,176591618,The Karate Kid,11.06.2010 00:00,6.2,Jackie Chan,131784,Christopher Murphey,2010,1,3.41479045,340
68000000,Summit Entertainment,David Slade,300531751,The Twilight Saga: Eclipse,30.06.2010 00:00,4.9,Kristen Stewart,195941,Melissa Rosenberg,2010,1,3.419584574,340
55000000,Touchstone Pictures,Mark Steven Johnson,32669555,When in Rome,29.01.2010 00:00,5.6,Kristen Bell,53883,David Diamond,2010,0,-0.406008091,-40
2000000,Anonymous Content,Debra Granik,6531503,Winter's Bone,16.07.2010 00:00,7.2,Jennifer Lawrence,118433,Debra Granik,2010,1,2.2657515,229
24000000,Dimension Films,Alexandre Aja,25003155,Piranha 3D,20.08.2010 00:00,5.5,Elisabeth Shue,76489,Pete Goldfinger,2010,1,0.041798125,0
36000000,Metro-Goldwyn-Mayer (MGM),Steve Pink,50287556,Hot Tub Time Machine,26.03.2010 00:00,6.4,John Cusack,145648,Josh Heald,2010,1,0.396876556,40
100000000,Twentieth Century Fox Film Corporation,Tony Scott,81562942,Unstoppable,12.11.2010 00:00,6.8,Denzel Washington,160551,Mark Bomback,2010,0,-0.18437058,-20
24000000,CBS Films,George Tillman Jr.,23240020,Faster,24.11.2010 00:00,6.5,Dwayne Johnson,85407,Tony Gayton,2010,0,-0.031665833,0
12000000,Pathé Pictures International,Neil Marshall,122288,Centurion,30.07.2010 00:00,6.4,Michael Fassbender,69188,Neil Marshall,2010,0,-0.989809333,-100
15000000,Fox 2000 Pictures,Elizabeth Allen Rosenbaum,26161406,Ramona and Beezus,23.07.2010 00:00,6.7,Joey King,14808,Laurie Craig,2010,1,0.744093733,70
15000000,Color Force,Thor Freudenthal,64003625,Diary of a Wimpy Kid,19.03.2010 00:00,6.2,Zachary Gordon,35256,Jackie Filgo,2010,1,3.266908333,330
52000000,New Line Cinema,Garry Marshall,110485654,Valentine's Day,12.02.2010 00:00,5.7,Julia Roberts,100570,Katherine Fugate,2010,1,1.124724115,110
80000000,Warner Bros.,Martin Campbell,43313890,Edge of Darkness,29.01.2010 00:00,6.6,Mel Gibson,79774,William Monahan,2010,0,-0.458576375,-50
44000000,Universal Pictures,Burr Steers,31162545,Charlie St. Cloud,30.07.2010 00:00,6.5,Zac Efron,50872,Craig Pearce,2010,0,-0.291760341,-30
20000000,Overture Films,Matt Reeves,12134420,Let Me In,1.10.2010 00:00,7.2,Kodi Smit-McPhee,99166,Matt Reeves,2010,0,-0.393279,-40
130000000,DreamWorks Animation,Tom McGrath,148415853,Megamind,5.11.2010 00:00,7.3,Will Ferrell,188234,Alan Schoolcraft,2010,1,0.141660408,10
3000000,Audiovisual Aval SGR,Rodrigo Cortés,1028658,Sepultado,15.10.2010 00:00,7,Ryan Reynolds,127979,Chris Sparling,2010,0,-0.657114,-70
165000000,DreamWorks Animation,Mike Mitchell,238371987,Shrek Forever After,21.05.2010 00:00,6.3,Mike Myers,150636,William Steig,2010,1,0.444678709,40
14000000,Castle Rock Entertainment,Rob Reiner,1752214,Flipped,10.09.2010 00:00,7.7,Madeline Carroll,67346,Rob Reiner,2010,0,-0.874841857,-90
100000000,GK Films,Florian Henckel von Donnersmarck,67631157,The Tourist,10.12.2010 00:00,6,Johnny Depp,190376,Florian Henckel von Donnersmarck,2010,0,-0.32368843,-30
20000000,Touchstone Pictures,Andy Fickman,25702053,You Again,24.09.2010 00:00,5.8,Kristen Bell,43588,Moe Jelline,2010,1,0.28510265,30
155000000,Fox 2000 Pictures,Michael Apted,104386950,The Chronicles of Narnia: The Voyage of the Dawn Treader,10.12.2010 00:00,6.3,Ben Barnes,116260,Christopher Markus,2010,0,-0.326535806,-30
10500000,Overnight Films,Ethan Maniquis,26593646,Machete,3.09.2010 00:00,6.6,Danny Trejo,173229,Robert Rodriguez,2010,1,1.53272819,150
150000000,Walt Disney Pictures,Jon Turteltaub,63150991,The Sorcerer's Apprentice,14.07.2010 00:00,6.1,Nicolas Cage,133390,Lawrence Konner,2010,0,-0.578993393,-60
70000000,Twentieth Century Fox Film Corporation,Oliver Stone,52474616,Wall Street: Money Never Sleeps,24.09.2010 00:00,6.2,Shia LaBeouf,88518,Allan Loeb,2010,0,-0.250362629,-30
25000000,Screen Gems,Lasse Hallström,80014842,Dear John,5.02.2010 00:00,6.3,Channing Tatum,115712,Jamie Linden,2010,1,2.20059368,220
60000000,Columbia Pictures,Ryan Murphy,80574010,Eat Pray Love,13.08.2010 00:00,5.7,Julia Roberts,69859,Ryan Murphy,2010,1,0.342900167,30
65000000,Warner Bros.,Todd Phillips,100539043,Due Date,5.11.2010 00:00,6.6,Robert Downey Jr.,287021,Alan R. Cohen,2010,1,0.546754508,50
25000000,Warner Bros.,Sylvain White,23580735,The Losers,23.04.2010 00:00,6.4,Idris Elba,78545,Peter Berg,2010,0,-0.0567706,-10
20000000,Overture Films,Breck Eisner,39123589,The Crazies,26.02.2010 00:00,6.5,Radha Mitchell,98210,Scott Kosar,2010,1,0.95617945,100
8000000,Focus Features,Anna Boden,6350058,It's Kind of a Funny Story,8.10.2010 00:00,7.1,Keir Gilchrist,116014,Anna Boden,2010,0,-0.20624275,-20
100000000,Universal Pictures,Paul Weitz,148383780,Little Fockers,22.12.2010 00:00,5.5,Ben Stiller,91634,John Hamburg,2010,1,0.4838378,50
2500000,This Is That Productions,James Gunn,322157,Super,10.06.2011 00:00,6.8,Rainn Wilson,65689,James Gunn,2010,0,-0.8711372,-90
20000000,Touchstone Pictures,Julie Anne Robinson,62950384,The Last Song,31.03.2010 00:00,5.9,Miley Cyrus,66108,Nicholas Sparks,2010,1,2.1475192,210
60000000,Constantin Film,Paul W.S. Anderson,60128566,Resident Evil: Afterlife,10.09.2010 00:00,5.9,Milla Jovovich,143707,Paul W.S. Anderson,2010,1,0.002142767,0
10000000,Universal Pictures,John Erick Dowdle,33583175,Devil,17.09.2010 00:00,6.3,Chris Messina,112284,Brian Nelson,2010,1,2.3583175,240
19000000,Mandate Pictures,Josh Gordon,27758465,The Switch,20.08.2010 00:00,6.1,Jennifer Aniston,83839,Allan Loeb,2010,1,0.460971842,50
45000000,R.P. Productions,Roman Polanski,15541549,The Ghost Writer,19.03.2010 00:00,7.2,Ewan McGregor,140059,Robert Harris,2010,0,-0.654632244,-70
150000000,Universal Pictures,Joe Johnston,61979680,The Wolfman,12.02.2010 00:00,5.8,Benicio Del Toro,93175,Andrew Kevin Walker,2010,0,-0.586802133,-60
20000000,Screen Gems,John Luessenhop,57744720,Takers,27.08.2010 00:00,6.2,Chris Brown,49828,Peter Allen,2010,1,1.887236,190
47000000,Warner Bros.,Jimmy Hayward,10539414,Jonah Hex,18.06.2010 00:00,4.7,Josh Brolin,48504,Mark Neveldine,2010,0,-0.775757149,-80
35000000,CBS Films,Alan Poul,37490007,The Back-up Plan,23.04.2010 00:00,5.3,Jennifer Lopez,43272,Kate Angelo,2010,1,0.071143057,10
40000000,Columbia Pictures,Andy Tennant,67061228,The Bounty Hunter,19.03.2010 00:00,5.5,Jennifer Aniston,103868,Sarah Thorp,2010,1,0.6765307,70
10000000,River Road Entertainment,Floria Sigismondi,3571735,The Runaways,19.03.2010 00:00,6.6,Kristen Stewart,41586,Floria Sigismondi,2010,0,-0.6428265,-60
10000000,Rogue Pictures,Colin Strause,21371425,Skyline,12.11.2010 00:00,4.4,Eric Balfour,78787,Joshua Cordes,2010,1,1.1371425,110
120000000,Columbia Pictures,James L. Brooks,30212620,How Do You Know,17.12.2010 00:00,5.4,Reese Witherspoon,37605,James L. Brooks,2010,0,-0.748228167,-70
7000000,Focus Features,Sofia Coppola,1768416,Somewhere,21.01.2011 00:00,6.3,Stephen Dorff,38036,Sofia Coppola,2010,0,-0.747369143,-70
20000000,Miramax,John Madden,31177548,The Debt,31.08.2011 00:00,6.9,Helen Mirren,57945,Matthew Vaughn,2010,1,0.5588774,60
3200000,Olympus Pictures,Mike Mills,5790894,Beginners,26.08.2011 00:00,7.2,Ewan McGregor,78833,Mike Mills,2010,1,0.809654375,80
75000000,Lionsgate,Robert Luketic,47059963,Killers,4.06.2010 00:00,5.4,Katherine Heigl,77029,Bob DeRosa,2010,0,-0.372533827,-40
30000000,Summit Entertainment,Gary Winick,53032453,Letters to Juliet,14.05.2010 00:00,6.6,Amanda Seyfried,79868,Jose Rivera,2010,1,0.767748433,80
5000000,Olympus Pictures,John Cameron Mitchell,2229058,Rabbit Hole,28.01.2011 00:00,7,Nicole Kidman,42926,David Lindsay-Abaire,2010,0,-0.5541884,-60
9500000,Millennium Films,David Schwimmer,120016,Trust,9.03.2012 00:00,6.9,Clive Owen,36805,Andy Bellin,2010,0,-0.987366737,-100
52000000,EuropaCorp,Pierre Morel,23979741,París en la Mira,5.02.2010 00:00,6.5,John Travolta,102224,Adi Hasak,2010,0,-0.538851135,-50
100000000,Universal Pictures,Paul Greengrass,35053660,Green Zone,12.03.2010 00:00,6.8,Matt Damon,116142,Brian Helgeland,2010,0,-0.6494634,-60
3500000,Focus Features,Lisa Cholodenko,20811365,The Kids Are All Right,30.07.2010 00:00,7.1,Annette Bening,115520,Lisa Cholodenko,2010,1,4.946104286,490
50000000,Warner Bros.,Clint Eastwood,32746941,Hereafter,22.10.2010 00:00,6.5,Matt Damon,83345,Peter Morgan,2010,0,-0.34506118,-30
28000000,Relativity Media,Brian Levant,24268828,The Spy Next Door,15.01.2010 00:00,5.4,Jackie Chan,33070,Jonathan Bernstein,2010,0,-0.133256143,-10
20000000,Focus Features,Anton Corbijn,35606376,The American,1.09.2010 00:00,6.3,George Clooney,82995,Rowan Joffe,2010,1,0.7803188,80
8000000,Magic Light Pictures,Jonathan Lynn,117190,Wild Target,18.06.2010 00:00,6.9,Bill Nighy,31864,Lucinda Coxon,2010,0,-0.98535125,-100
6000000,Sedic International,Takashi Miike,802524,13 Assassins,25.09.2010 00:00,7.6,Kôji Yakusho,54145,Kaneo Ikegami,2010,0,-0.866246,-90
80000000,Warner Bros.,Zack Snyder,55675313,Legend of the Guardians: The Owls of Ga'Hoole,24.09.2010 00:00,7,Jim Sturgess,69624,John Orloff,2010,0,-0.304058588,-30
22000000,River Road Entertainment,Doug Liman,9528092,Fair Game,3.12.2010 00:00,6.8,Naomi Watts,40837,Jez Butterworth,2010,0,-0.566904909,-60
37000000,Warner Bros.,Kevin Smith,44875481,Cop Out,26.02.2010 00:00,5.6,Bruce Willis,78157,Robb Cullen,2010,1,0.212850838,20
30000000,Summit Entertainment,Jon M. Chu,42400223,Step Up 3D,6.08.2010 00:00,6.2,Sharni Vinson,50180,Amy Andelson,2010,1,0.413340767,40
23000000,Studio Ghibli,Hiromasa Yonebayashi,19202743,The Secret World of Arrietty,17.02.2012 00:00,7.6,Bridgit Mendler,59799,Mary Norton,2010,0,-0.16509813,-20
20000000,Screen Gems,Neil LaBute,42739347,Death at a Funeral,16.04.2010 00:00,5.7,Chris Rock,38627,Dean Craig,2010,1,1.13696735,110
25000000,Miramax,Troy Nixey,24042490,Don't Be Afraid of the Dark,26.08.2011 00:00,5.6,Katie Holmes,42545,Guillermo del Toro,2010,0,-0.0383004,0
12000000,Dharma Productions,Karan Johar,4018695,My Name Is Khan,12.02.2010 00:00,8,Shah Rukh Khan,81130,Shibani Bathija,2010,0,-0.66510875,-70
32000000,Universal Pictures,Miguel Sapochnik,13794835,Repo Men,19.03.2010 00:00,6.3,Jude Law,91561,Eric Garcia,2010,0,-0.568911406,-60
20000000,Regency Enterprises,Jason Friedberg,36661504,Vampires Suck,18.08.2010 00:00,3.5,Jenn Proske,41062,Jason Friedberg,2010,1,0.8330752,80
40000000,Bad Robot,Roger Michell,31011732,Morning Glory,10.11.2010 00:00,6.5,Rachel McAdams,62536,Aline Brosh McKenna,2010,0,-0.2247067,-20
15000000,Not specified,John Wells,4439063,The Company Men,11.02.2011 00:00,6.8,Ben Affleck,38636,John Wells,2010,0,-0.704062467,-70
48000000,Twentieth Century Fox Film Corporation,Michael Lembeck,60022256,Tooth Fairy,22.01.2010 00:00,5,Dwayne Johnson,33336,Lowell Ganz,2010,1,0.250463667,30
650000,Glass Eye Pix,Jim Mickle,18469,Stake Land,9.12.2011 00:00,6.5,Connor Paolo,36801,Nick Damici,2010,0,-0.971586154,-100
35000000,Walt Disney Pictures,Randall Wallace,59713955,Secretariat,8.10.2010 00:00,7.2,Diane Lane,22288,Mike Rich,2010,1,0.706113,70
500000,Realitism Films,Quentin Dupieux,98017,Rubber,10.11.2010 00:00,5.8,Stephen Spinella,28442,Quentin Dupieux,2010,0,-0.803966,-80
22000000,Mediapro,Woody Allen,3247816,You Will Meet a Tall Dark Stranger,22.10.2010 00:00,6.3,Anthony Hopkins,39014,Woody Allen,2010,0,-0.852372,-90
13000000,Hero Entertainment,Michael Winterbottom,214966,The Killer Inside Me,17.12.2010 00:00,6.1,Casey Affleck,30060,John Curran,2010,0,-0.983464154,-100
112000000,Twentieth Century Fox Film Corporation,Rob Letterman,42779261,Gulliver's Travels,25.12.2010 00:00,4.9,Jack Black,56336,Joe Stillman,2010,0,-0.618042313,-60
25000000,Les Productions du Trésor,Guillaume Canet,206088,Little White Lies,20.10.2010 00:00,7.1,François Cluzet,20148,Guillaume Canet,2010,0,-0.99175648,-100
10000000,Broadway Video,Jorma Taccone,8460995,MacGruber,21.05.2010 00:00,5.5,Will Forte,37743,Will Forte,2010,0,-0.1539005,-20
3000000,Paramount Pictures,Tod Williams,84752907,Paranormal Activity 2,22.10.2010 00:00,5.7,Katie Featherston,87197,Michael R. Perry,2010,1,27.250969,2730
1800000,Strike Entertainment,Daniel Stamm,41034350,El último exorcismo,27.08.2010 00:00,5.6,Patrick Fabian,43587,Huck Botko,2010,1,21.79686111,2180
22000000,Millennium Films,John Curran,1796024,Stone,22.10.2010 00:00,5.4,Edward Norton,36456,Angus MacLachlan,2010,0,-0.918362545,-90
32000000,New Line Cinema,Nanette Burstein,17804299,Going the Distance,3.09.2010 00:00,6.3,Drew Barrymore,52508,Geoff LaTulippe,2010,0,-0.443615656,-40
7000000,"Last Picture Company, The",Spencer Susser,382946,Hesher,25.06.2011 00:00,7.1,Joseph Gordon-Levitt,46153,Spencer Susser,2010,0,-0.945293429,-90
8000000,Annapurna Productions,Mitch Glazer,3669,Passion Play,2011,5,Mickey Rourke,7540,Mitch Glazer,2010,0,-0.999541375,-100
4000000,The Weinstein Company,Abe Sylvia,53630,Dirty Girl,7.07.2011 00:00,6.5,Juno Temple,9432,Abe Sylvia,2010,0,-0.9865925,-100
12500000,Omega Entertainment,Tony Goldwyn,6783129,Conviction,5.11.2010 00:00,7.2,Hilary Swank,37145,Pamela Gray,2010,0,-0.45734968,-50
25000000,GK Films,William Monahan,6911,London Boulevard,26.11.2010 00:00,6.2,Colin Farrell,42460,William Monahan,2010,0,-0.99972356,-100
25000000,"American Film Company, The",Robert Redford,11538204,The Conspirator,15.04.2011 00:00,6.9,Robin Wright,25030,James D. Solomon,2010,0,-0.53847184,-50
20000000,Miramax,Julie Taymor,277943,The Tempest,7.01.2011 00:00,5.4,Helen Mirren,6589,Julie Taymor,2010,0,-0.98610285,-100
7000000,Scott Free Productions,Jay Duplass,7455447,Cyrus,16.07.2010 00:00,6.3,John C. Reilly,31320,Mark Duplass,2010,1,0.065063857,10
80000000,Warner Bros.,Eric Brevig,100246011,Yogi Bear,17.12.2010 00:00,4.6,Dan Aykroyd,17533,J.R. Ventimilia,2010,1,0.253075138,30
15000000,Screen Gems,Shana Feste,20218921,Country Strong,7.01.2011 00:00,6.3,Garrett Hedlund,15478,Shana Feste,2010,1,0.347928067,30
500000,Stacey Testro International,Nick Tomnay,48430,The Perfect Host,7.05.2011 00:00,6.8,David Hyde Pierce,21832,Nick Tomnay,2010,0,-0.90314,-90
10000000,Ealing Studios,John Landis,4833,Burke and Hare,9.09.2011 00:00,6.2,Bill Bailey,17228,Piers Ashworth,2010,0,-0.9995167,-100
25000000,Aramid Entertainment Fund,Taylor Hackford,134904,Love Ranch,6.01.2011 00:00,5.7,Helen Mirren,2558,Mark Jacobson,2010,0,-0.99460384,-100
7200000,Audley Films,Nigel Cole,1094798,Made in Dagenham,3.06.2011 00:00,7.2,Sally Hawkins,11904,William Ivory,2010,0,-0.847944722,-80
4500000,10th Hole Productions,Galt Niederhoffer,103280,The Romantics,26.05.2010 00:00,5.1,Katie Holmes,10547,Galt Niederhoffer,2010,0,-0.977048889,-100
5000000,Temple Hill Entertainment,Dan Rush,2711210,Everything Must Go,14.10.2011 00:00,6.4,Will Ferrell,43290,Dan Rush,2010,0,-0.457758,-50
45000000,Rogue,Sngmoo Lee,5664251,The Warrior's Way,3.12.2010 00:00,6.3,Dong-gun Jang,23178,Sngmoo Lee,2010,0,-0.874127756,-90
25000000,Rogue,Wes Craven,14637490,My Soul to Take,8.10.2010 00:00,4.8,Max Thieriot,17312,Wes Craven,2010,0,-0.4145004,-40
31000000,CBS Films,Tom Vaughan,11854694,Extraordinary Measures,22.01.2010 00:00,6.5,Brendan Fraser,14980,Robert Nelson Jacobs,2010,0,-0.617590516,-60
800000,ArieScope Pictures,Adam Green,62000,Hatchet II,2010-11,5.5,Danielle Harris,10103,Adam Green,2010,0,-0.9225,-90
50000000,Twentieth Century Fox Film Corporation,Tom Dey,33644788,Marmaduke,4.06.2010 00:00,4.2,Owen Wilson,12104,Tim Rasmussen,2010,0,-0.32710424,-30
20000000,Hyde Park Films,Kevin Munroe,1183354,Dylan Dog: Dead of Night,29.04.2011 00:00,5.1,Brandon Routh,13559,Thomas Dean Donnelly,2010,0,-0.9408323,-90
15000000,An Olive Branch Productions,George Hickenlooper,1039869,Casino Jack,7.01.2011 00:00,6.2,Kevin Spacey,15443,Norman Snider,2010,0,-0.9306754,-90
12000000,Company Films,Malcolm Venville,101882,Henry's Crime,14.01.2011 00:00,6,Keanu Reeves,16513,Sacha Gervasi,2010,0,-0.991509833,-100
85000000,CD2 Films,Brad Peyton,43585753,Cats & Dogs: The Revenge of Kitty Galore,30.07.2010 00:00,4.3,Bette Midler,11161,Ron J. Friedman,2010,0,-0.487226435,-50
35000000,Summit Entertainment,Roger Kumble,17596256,Furry Vengeance,30.04.2010 00:00,3.8,Brendan Fraser,13245,Michael Carnes,2010,0,-0.497249829,-50
10000000,Herrick Entertainment,Brad Anderson,22197,Vanishing on 7th Street,5.02.2011 00:00,4.9,Hayden Christensen,22864,Anthony Jaswinski,2010,0,-0.9977803,-100
65000,Tiny Ponies,Lena Dunham,389804,Tiny Furniture,30.03.2012 00:00,6.2,Lena Dunham,12702,Lena Dunham,2010,1,4.996984615,500
20000000,Lions Gate Family Entertainment,Anthony Bell,25077977,Alpha and Omega,17.09.2010 00:00,5.3,Hayden Panettiere,11636,Chris Denk,2010,1,0.25389885,30
125000000,Warner Bros.,David Yates,381011219,Harry Potter and the Deathly Hallows: Part 2,15.07.2011 00:00,8.1,Daniel Radcliffe,608969,Steve Kloves,2011,1,2.048089752,200
163000000,Universal Pictures,Jon Favreau,100240551,Cowboys & Aliens,29.07.2011 00:00,6,Daniel Craig,182868,Roberto Orci,2011,0,-0.385027294,-40
250000000,Walt Disney Pictures,Rob Marshall,241071802,Pirates of the Caribbean: On Stranger Tides,20.05.2011 00:00,6.6,Johnny Depp,408968,Ted Elliott,2011,0,-0.035712792,0
15000000,FilmDistrict,Nicolas Winding Refn,35060689,Drive,16.09.2011 00:00,7.8,Ryan Gosling,472901,Hossein Amini,2011,1,1.337379267,130
25000000,DreamWorks,Tate Taylor,169708112,The Help,10.08.2011 00:00,8.1,Emma Stone,351321,Tate Taylor,2011,1,5.78832448,580
