,runtime,score,popularity,budget_norm,votes,score_norm,popularity_norm,budget,votes_norm,runtime_norm,isprofit,profitability_ratio
89,92,5.6,4.904109,-0.7940792521460586,1959,-0.7746509754207256,-0.7685989592700768,10000000,-0.902878099122272,-0.9344657243159218,0,-0.6939142
90,107,6.4,2.527521,-0.9693362093553498,3731,0.1775114442492642,-1.4199503239437217,6000000,-0.871013615295984,0.1300924062527074,0,-0.761218833
91,107,6.3,7.312595,-1.000006176866976,2171,0.0584911417905149,-0.1085053111925102,5300000,-0.8990658696803009,0.1300924062527074,0,-0.413669623
92,100,5.0,2.605644,-1.0779955228251106,3860,-1.4887727901732168,-1.398539156899876,3520000,-0.8686939096449732,-0.3667013880126528,0,-0.840287784
93,116,6.7,2.258245,-0.136865662611216,4996,0.5345723516255099,-1.493750784971826,25000000,-0.8482661141445988,0.7688272845938849,1,0.23800008
94,112,6.5,6.477975,-0.7502650128437357,6960,0.2965317467080124,-0.3372495764938235,11000000,-0.8129490451633179,0.4849451164422505,1,1.310126
95,93,5.5,1.542276,-1.1007789272623183,2786,-0.8936712778794738,-1.6899763761193134,3000000,-0.8880068078557144,-0.8634951822780131,1,2.289507
96,100,5.8,1.044389,-1.188407405866964,1924,-0.5366103705032281,-1.826432243481796,1000000,-0.9035074766244844,-0.3667013880126528,0,-0.7898
97,83,5.5,7.569698,-0.7064507735414128,3267,-0.8936712778794738,-0.0380411037187334,12000000,-0.8793573627538834,-1.5732006026570993,0,-0.527514083
98,99,6.0,1.392022,-1.1840259819367318,1489,-0.2985697655857307,-1.7311564830405273,1100000,-0.911329739866265,-0.4376719300505615,1,0.23248
99,110,4.8,0.957019,-1.0131504486576728,1025,-1.7268133950907143,-1.850377735393535,5000000,-0.9196734873241644,0.3430040323664333,0,-0.82835
100,100,5.2,2.451513,-0.6188222949367672,2453,-1.2507321852557194,-1.440781833034113,14000000,-0.8939948852339051,-0.3667013880126528,1,0.445750143
101,116,7.0,7.830087,0.4765336876213037,130485,0.8916332590017555,0.033323697625044,39000000,1.408303982287156,0.7688272845938849,1,2.28595641
102,126,7.3,9.918312,0.3012767304120123,86056,1.2486941663780011,0.605643428051867,35000000,0.6093721809789422,1.478532704972971,1,0.6362818
103,103,7.3,13.311827,-1.1007789272623183,67238,1.2486941663780011,1.535703929194885,3000000,0.2709828713609457,-0.153789761898927,0,-0.630512667
104,94,7.3,11.292364,-1.0569646879599954,83379,1.2486941663780011,0.9822297969692184,4000000,0.5612337931668805,-0.7925246402401046,1,2.252232
105,86,6.2,11.841506,-1.078871807611157,15572,-0.0605291606682332,1.1327331198420156,3500000,-0.6580862151904098,-1.3602889765433734,1,0.253004571
106,126,7.6,5.564321,0.0822055339003982,58318,1.6057550737542468,-0.5876546865673972,30000000,0.1105815193685698,1.478532704972971,1,0.280453533
107,97,6.5,8.541732,-1.1007789272623183,33241,0.2965317467080124,0.2283642102899131,3000000,-0.3403584698593235,-0.5796130141263787,1,2.696911667
108,128,7.8,13.971865,-0.5750080556344443,70539,1.843795678671744,1.7166005137255076,15000000,0.3303421609267341,1.6204737890487884,1,1.306929533
109,113,6.7,8.318954,-0.0054229447042474,44277,0.5345723516255099,0.1673074539992707,28000000,-0.1419067523046307,0.5559156584801591,1,1.285714286
110,69,7.4,13.631352,-0.6845436538902514,66623,1.3677144688367504,1.623276131359226,12500000,0.2599238095363592,-2.56678819118782,1,2.84742768
111,88,5.9,6.199806,-1.0131504486576728,32498,-0.4175900680444788,-0.4134873416259806,5000000,-0.3537192551205719,-1.218347892467556,1,2.5537514
112,107,6.8,9.905174,-0.66263653423909,45768,0.653592654084258,0.6020426969915897,13000000,-0.1150952707103894,0.1300924062527074,1,2.512427385
113,104,6.2,6.854978,-0.9693362093553498,20071,-0.0605291606682332,-0.2339243814932351,6000000,-0.577184232834614,-0.0828192198610184,1,1.132202167
114,102,5.7,11.624866,1.528075430877052,99555,-0.6556306729619763,1.0733586049311865,63000000,0.8521140924750276,-0.2247603039368356,0,-0.147371254
115,93,5.7,8.120317,-0.66263653423909,39701,-0.6556306729619763,0.1128670204766414,13000000,-0.2241933651652935,-0.8634951822780131,1,2.797684538
116,91,6.6,11.666172,-0.1806799019135388,31340,0.4155520491667606,1.084679338465652,24000000,-0.3745426593366225,-1.0054362663538303,1,0.72730125
117,99,6.0,5.283245,-0.9036148504018656,24061,-0.2985697655857307,-0.6646891730568556,7500000,-0.5054351975824188,-0.4376719300505615,1,1.5159508
118,100,5.2,11.509677,-0.7940792521460586,17315,-1.2507321852557194,1.041788760959327,10000000,-0.6267432155802404,-0.3667013880126528,0,-0.6083697
119,74,6.7,10.813579,0.126019773202721,35531,0.5345723516255099,0.8510092138747695,31000000,-0.2991791990002943,-2.2119354809982767,1,1.391978903
120,91,6.3,7.066395,0.126019773202721,33312,0.0584911417905149,-0.1759813339539864,31000000,-0.3390817326405502,-1.0054362663538303,1,0.222686935
121,101,7.0,11.465634,0.1698340125050438,68098,0.8916332590017555,1.0297178979597992,32000000,0.2864475757010177,-0.2957308459747442,1,0.885267438
122,115,6.0,6.399977,-0.2244941412158616,24708,-0.2985697655857307,-0.3586264847933751,23000000,-0.4938007048986669,0.6978567425559764,1,0.795328304
123,120,6.9,8.105859,-0.3559368591228302,41608,0.7726129565430073,0.1089045170766195,20000000,-0.189901282401901,1.0527094527455194,0,-0.1181025
124,88,6.3,9.631158,-0.8817077307507042,14929,0.0584911417905149,0.5269431443798563,8000000,-0.669648779016766,-1.218347892467556,1,1.804159375
125,126,7.2,7.753416,0.810836333498027,43852,1.129673863919253,0.0123104801549175,46630000,-0.1495491934029222,1.478532704972971,0,-0.826654021
126,116,7.3,5.53202,-0.66263653423909,32130,1.2486941663780011,-0.5965074201629228,13000000,-0.3603367100009748,0.7688272845938849,0,-0.297328231
127,98,4.6,7.977693,-0.7721721324948971,14165,-1.964854000008212,0.0737780673071338,10500000,-0.6833871907793416,-0.5086424720884701,1,0.344236952
128,104,5.9,5.777858,-0.9036148504018656,9005,-0.4175900680444788,-0.529130610724922,7500000,-0.7761754168197743,-0.0828192198610184,0,-0.602162133
129,88,6.6,3.71926,-1.1007789272623183,10455,0.4155520491667606,-1.0933304706141564,3000000,-0.7501012060138388,-1.218347892467556,1,3.343352333
130,91,4.5,3.007873,-0.2683083805181845,5006,-2.08387430246696,-1.2883002732308029,22000000,-0.8480862920011096,-1.0054362663538303,0,-0.202254591
131,85,6.0,6.595038,-1.1840259819367318,10850,-0.2985697655857307,-0.3051661254275087,1100000,-0.742998231346015,-1.4312595185812822,0,-0.389652727
132,104,6.1,5.611184,-0.7940792521460586,13416,-0.1795494631269824,-0.5748109462965967,10000000,-0.6968558693266835,-0.0828192198610184,1,1.1486757
133,116,7.7,4.368078,-1.1007789272623183,11312,1.724775376212996,-0.915508950971364,3000000,-0.7346904483168134,0.7688272845938849,0,-0.054961333
134,86,5.3,9.97523,-1.035057568308834,11122,-1.1317118827969712,0.6212429417136772,4500000,-0.7381070690431084,-1.3602889765433734,0,-0.152601556
135,129,7.0,11.978983,-0.2683083805181845,20378,0.8916332590017555,1.170411434956473,22000000,-0.5716636930294952,1.691444331086697,1,0.123658136
136,103,5.9,3.265426,-1.1445931665646412,10474,-0.4175900680444788,-1.217712734277567,2000000,-0.7497595439412094,-0.153789761898927,0,-0.6374345
137,93,5.9,9.97466,-1.1226860469134798,7908,-0.4175900680444788,0.6210867218396966,2500000,-0.7959019059605408,-0.8634951822780131,0,-0.524274
138,98,6.5,7.791952,-0.925521970053027,18528,0.2965317467080124,0.0228720399158285,7000000,-0.6049307895749991,-0.5086424720884701,1,1.799290143
139,119,7.3,4.861698,-0.9693362093553498,15946,1.2486941663780011,-0.780222540104102,6000000,-0.6513608670239133,0.9817389107076108,0,-0.0532475
140,97,6.5,8.733192,-1.1007789272623183,10789,0.2965317467080124,0.2808376437501581,3000000,-0.7440951464212991,-0.5796130141263787,1,1.427617
141,113,6.2,8.120652,-0.925521970053027,8595,-0.0605291606682332,0.1129588339113493,7000000,-0.783548124702832,0.5559156584801591,0,-0.236489
142,91,6.3,15.133316,-0.5311938163321215,12143,0.0584911417905149,2.034919336277658,16000000,-0.7197472281928601,-1.0054362663538303,1,0.576015188
143,117,6.9,5.56568,-0.2683083805181845,5289,0.7726129565430073,-0.5872822254994325,22000000,-0.842997325340365,0.8397978266317936,0,-0.371554818
144,110,6.9,4.647907,-0.2244941412158616,12469,0.7726129565430073,-0.8388162297149824,23000000,-0.7138850263151117,0.3430040323664333,0,-0.145537478
145,121,5.8,6.25967,-0.9474290897041884,5042,-0.5366103705032281,-0.3970804178786491,6500000,-0.8474389322845485,1.123679994783428,1,1.237822154
146,87,7.0,10.018693,-1.0701089597506923,6985,0.8916332590017555,0.6331548441396809,3700000,-0.8124994898045949,-1.289318434505465,0,-0.690431351
147,116,5.3,12.167265,-0.4654724573786372,12956,-1.1317118827969712,1.2220138741017872,17500000,-0.7051276879271873,0.7688272845938849,1,0.081423943
148,124,6.9,3.927714,-1.0569646879599954,3259,0.7726129565430073,-1.036199492349653,4000000,-0.8795012204686747,1.336591620897154,0,-0.8323065
149,81,7.4,3.333264,-0.7940792521460586,10826,1.3677144688367504,-1.1991203767142329,10000000,-0.7434298044903891,-1.7151416867329166,0,-0.8437251
150,120,6.9,3.970538,-0.5750080556344443,7622,0.7726129565430073,-1.0244627206244803,15000000,-0.8010448192643321,1.0527094527455194,0,-0.539413533
151,106,6.6,4.619593,-0.3559368591228302,12590,0.4155520491667606,-0.8465762464025065,20000000,-0.7117091783788924,0.0591218642147988,1,1.1592399
152,110,7.3,6.865513,-1.0569646879599954,10745,1.2486941663780011,-0.2310370545241362,4000000,-0.7448863638526517,0.3430040323664333,0,-0.132857
153,99,5.5,7.368928,-0.4435653377274758,2850,-0.8936712778794738,-0.0930661284539956,18000000,-0.8868559461373835,-0.4376719300505615,0,-0.895343833
154,105,5.0,4.782781,-0.6188222949367672,1439,-1.4887727901732168,-0.8018513186917031,14000000,-0.9122288505837112,-0.0118486778231097,0,-0.525689571
155,81,4.5,1.569865,-1.2230206549157991,1724,-2.08387430246696,-1.6824150601486945,210000,-0.9071039194942686,-1.7151416867329166,0,-0.4888
156,98,6.0,2.097317,-0.5750080556344443,4132,-0.2985697655857307,-1.5378563145857935,15000000,-0.8638027473420666,-0.5086424720884701,0,-0.884462
157,128,5.8,5.764399,-0.5750080556344443,6938,-0.5366103705032281,-0.5328193182405463,15000000,-0.8133446538789941,1.6204737890487884,1,0.402151133
158,103,5.9,2.044436,-0.3559368591228302,4778,-0.4175900680444788,-1.552349407841885,20000000,-0.8521862368726637,-0.153789761898927,0,-0.4277898
159,110,6.4,2.478231,-1.1007789272623183,3419,0.1775114442492642,-1.4334592319937345,3000000,-0.8766240661728474,0.3430040323664333,0,-0.371895
160,97,6.9,2.00871,-1.0569646879599954,2935,0.7726129565430073,-1.5621408310310665,4000000,-0.8853274579177252,-0.5796130141263787,1,3.06560375
161,97,5.7,1.264947,-0.399751098425153,3961,-0.6556306729619763,-1.7659839224898146,19000000,-0.8668777059957322,-0.5796130141263787,0,-0.420773474
162,91,6.4,1.194377,-0.8817077307507042,1550,0.1775114442492642,-1.7853250391684394,8000000,-0.9102328247909808,-1.0054362663538303,0,-0.763357625
163,102,5.7,1.835663,-0.399751098425153,3333,-0.6556306729619763,-1.6095678144218266,19000000,-0.8781705366068546,-0.2247603039368356,0,-0.758186737
164,97,6.0,2.06747,-1.188407405866964,1968,-0.2985697655857307,-1.5460364805133395,1000000,-0.9027162591931318,-0.5796130141263787,0,-0.507481
165,100,5.9,1.129645,-1.0131504486576728,1563,-0.4175900680444788,-1.8030661354535569,5000000,-0.9099990560044448,-0.3667013880126528,0,-0.9141944
166,84,5.6,5.296777,-1.0569646879599954,2583,-0.7746509754207256,-0.6609804584345638,4000000,-0.8916571973685454,-1.5022300606191907,1,1.4492745
167,105,5.9,2.100768,-0.4435653377274758,2789,-0.4175900680444788,-1.536910499173325,18000000,-0.8879528612126676,-0.0118486778231097,0,-0.492777833
168,101,6.2,1.742499,-0.6188222949367672,1844,-0.0605291606682332,-1.6351012676490817,14000000,-0.904946053772398,-0.2957308459747442,0,-0.967155429
169,102,4.2,0.674285,-0.66263653423909,734,-2.4409352098432056,-1.927866629867309,13000000,-0.9249063116997004,-0.2247603039368356,0,-0.980075462
170,100,4.9,0.861473,-0.925521970053027,704,-1.607793092631965,-1.8765640232520564,7000000,-0.925445778130168,-0.3667013880126528,0,-0.980542429
171,104,6.3,7.507261,1.1775615164584692,81242,0.0584911417905149,-0.0551532094586128,55000000,0.5228058011032362,-0.0828192198610184,1,0.152883891
172,97,7.6,9.802574,-0.0492371840065703,115848,1.6057550737542468,0.5739231196750686,27000000,1.1450983108619983,-0.5796130141263787,1,1.641481481
173,90,6.9,15.109261,-0.7940792521460586,90901,0.7726129565430073,2.028326583525719,10000000,0.6964960094994647,-1.076406808391739,1,3.0485039
174,120,7.9,10.465403,-0.9474290897041884,65617,1.9628159811304933,0.7555846334482879,6500000,0.2418337019013446,1.0527094527455194,1,3.237760769
175,122,7.9,7.521346,-0.4435653377274758,107207,1.9628159811304933,-0.0512929341515639,18000000,0.9897139966729714,1.1946505368213367,1,0.490555556
176,108,6.5,16.414239,0.388905209016658,152597,0.2965317467080124,2.3859818444161567,37000000,1.8059267059704984,0.201062948290616,1,2.040398324
177,124,7.0,8.09806,0.126019773202721,37913,0.8916332590017555,0.1067670455026278,31000000,-0.2563455644211643,1.336591620897154,1,2.227349355
178,133,6.6,11.137888,0.1698340125050438,79153,0.4155520491667606,0.9398925667007304,32000000,0.4852409553283401,1.9753264992383317,1,0.083344219
179,107,5.4,12.308007,-0.014185792564712,47303,-1.012691580338222,1.260587027617204,27800000,-0.0874925716847956,0.1300924062527074,1,0.878059317
180,100,6.2,1.511044,-0.7940792521460586,5688,-0.0605291606682332,-1.6985361289336367,10000000,-0.8358224218151455,-0.3667013880126528,0,-0.722272
