,votes,runtime_norm,country,rating,score_norm,budget_norm,popularity,runtime,popularity_norm,votes_norm,genre,year,budget,score,isprofit,profitability_ratio
37,96603,1.601248881999513,1,4,0.4459862246080996,1.5547837912465885,8.524847,128,-0.2296786085812715,0.076445243649029,4,2003,80000000,6.7,1,0.559109225
38,94370,-0.5842935381692197,1,5,-0.7043461745487122,0.118910159674604,10.939066,98,0.4816514368322519,0.0479713659812627,9,2003,40000000,5.8,1,0.4923645
39,125305,0.7998833279376444,1,4,-0.448716752513865,1.5547837912465885,13.334952,117,1.1875798125038972,0.4424359453150514,0,2003,80000000,6.0,1,0.461683125
40,121464,-0.4385907101579708,0,3,-0.3209020414964419,-0.060574044271894,8.739991,100,-0.1662881741217434,0.3934578153903356,0,2003,35000000,6.1,0,-0.197646686
41,28662,-0.2928878821467219,1,3,-1.7268638626881,-0.3836456113755905,10.445141,102,0.3361204420546965,-0.7898976684090584,0,2003,26000000,5.0,1,0.838889923
42,34691,-0.4385907101579708,1,3,-1.854678573705523,1.9137521991395845,11.605735,100,0.6780800499969182,-0.7130194738461552,4,2003,90000000,4.9,0,-0.1572526
43,118278,-1.0942534362085907,1,5,0.9572450686777928,-0.4913361337434893,10.930143,91,0.4790223472611626,0.3528318528961559,4,2003,23000000,7.1,1,1.611318609
44,22332,-1.3856590922310883,1,4,-1.4712344406532527,-0.240058248218392,5.506354,87,-1.1190530865264792,-0.870614034569811,4,2003,30000000,5.2,0,-0.4803514
45,93707,0.9455861559488932,1,4,-0.0652726194615947,0.8368469754605963,12.571789,119,0.9627200249502744,0.0395171873454682,0,2003,60000000,6.3,0,-0.103492483
46,111886,0.7270319139320199,1,4,1.21287449071264,0.9086406570391956,5.539265,116,-1.1093561273340429,0.2713248998946502,4,2003,62000000,7.3,0,-0.404734516
47,53301,-1.0214020222029665,1,3,-1.0877903076009825,0.8368469754605963,6.504927,92,-0.8248316520009791,-0.4757159076136739,4,2003,60000000,5.5,1,0.73828435
48,118822,0.6541804999263955,1,4,0.3181715135906754,0.3342912044104017,11.485473,115,0.6426458272020846,0.3597686148537308,0,2003,46000000,6.6,1,0.147872609
49,40381,0.217072015892649,1,5,-0.3209020414964419,-0.0246772034825943,17.714247,109,2.477903561604213,-0.640464004106079,0,2003,36000000,6.1,0,-0.272688972
50,31366,-0.0743336401298487,1,4,-0.9599755965835594,-0.1323677258504932,5.762343,105,-1.0436280041311528,-0.7554178810317006,4,2003,33000000,5.6,1,3.021717485
51,55054,0.7270319139320199,1,4,-0.9599755965835594,1.5547837912465885,6.982762,116,-0.6840414452093952,-0.4533627022614149,0,2003,80000000,5.6,0,-0.756475713
52,26853,-0.4385907101579708,0,3,-0.8321608855661352,1.5547837912465885,13.666488,100,1.2852642056497623,-0.8129649521981266,2,2003,80000000,5.7,0,-0.73760795
53,80544,1.5283974679938883,1,4,0.9572450686777928,0.8368469754605963,8.810961,127,-0.1453774392948705,-0.1283294995066623,6,2003,60000000,7.1,0,-0.175939533
54,46442,0.8727347419432688,1,4,-0.7043461745487122,0.6573627715140982,6.96675,118,-0.6887592511280635,-0.5631777647221419,4,2003,55000000,5.8,0,-0.384859255
55,25060,-1.2399562642198394,1,3,-2.4937521287926403,0.8368469754605963,6.538007,89,-0.8150848983293862,-0.8358282135766779,0,2003,60000000,4.4,1,0.115582717
56,80789,-0.4385907101579708,1,4,-0.0652726194615947,0.8368469754605963,13.469862,100,1.227329949681485,-0.1252054063456221,4,2003,60000000,6.3,0,-0.4112062
57,19446,0.9455861559488932,0,5,-1.3434197296358297,-0.8862013824257851,5.799628,119,-1.0326422813184155,-0.9074145768667988,10,2003,12000000,5.3,0,-0.6041165
58,60573,-0.8028477801860929,1,4,-1.2156050186184055,-0.6708203376899874,6.001152,95,-0.9732648693802632,-0.3829877220337382,4,2003,18000000,5.4,1,2.118175667
59,87352,0.5813290859207711,1,4,-0.1930873304790178,0.4778785675676001,7.469778,114,-0.5405461312394895,-0.041517963831717,0,2003,50000000,6.2,1,0.20953744
60,50536,-0.8028477801860929,1,4,-2.1103079957403703,0.2983943636211021,7.288046,95,-0.5940919909204424,-0.5109735304311275,4,2003,45000000,4.7,1,1.004140622
61,59979,2.475465850067006,1,4,1.21287449071264,1.8060616767716855,7.851669,140,-0.4280250457981868,-0.3905620540241785,6,2003,87000000,7.3,1,0.382504069
62,30845,-1.0214020222029665,1,4,-0.3209020414964419,-0.5990266561113882,5.555088,92,-1.1046940087323014,-0.7620613607741575,4,2003,20000000,6.1,1,0.8461095
63,36878,-0.3657392961523464,1,5,-0.7043461745487122,-0.240058248218392,8.364587,101,-0.2768979176323438,-0.685132160608625,0,2003,30000000,5.8,1,0.153468467
64,33842,0.217072015892649,1,3,0.7016156466429468,-0.060574044271894,5.81647,109,-1.0276799226322924,-0.7238454130042088,3,2003,35000000,6.9,1,0.493642429
65,14915,-0.3657392961523464,1,4,-0.9599755965835594,-0.5990266561113882,4.444724,101,-1.4318537546151484,-0.9651911732450562,4,2003,20000000,5.6,0,-0.2295589
66,13310,-0.5842935381692197,1,5,-0.0652726194615947,-1.1374792679508825,3.007842,98,-1.8552193806473656,-0.9856571713000338,3,2003,5000000,6.3,0,-0.8543494
67,26603,0.1442206018870245,1,5,0.0625420915558294,-0.6708203376899874,11.10416,108,0.5302950447723352,-0.8161528023624534,4,2003,18000000,6.4,0,-0.822053111
68,43940,-0.1471850541354731,1,4,-1.0877903076009825,0.5496722491461994,7.963481,104,-0.3950805469611813,-0.5950817691667237,0,2003,52000000,5.5,0,-0.557298308
69,6205,-0.4385907101579708,1,3,-0.9599755965835594,-0.4195424521648901,9.599034,100,0.086821877701297,-1.0762558729701992,2,2003,25000000,5.6,1,0.57599
70,12287,-0.5842935381692197,1,4,-0.9599755965835594,-0.706717178479287,6.957601,98,-0.6914549297659536,-0.9987018541724588,4,2003,17000000,5.6,1,0.337322706
71,9474,0.1442206018870245,1,5,0.7016156466429468,-1.2272213699241312,5.289742,108,-1.1828760552783255,-1.0345715442214631,6,2003,2500000,6.9,0,-0.7805152
72,20538,0.1442206018870245,0,4,0.7016156466429468,-0.9579950640043844,5.109575,108,-1.2359608004037754,-0.8934900473490196,4,2003,10000000,6.9,1,2.1041759
73,31315,-0.6571449521748441,1,5,0.4459862246080996,-0.7785108600578862,6.959638,97,-0.6908547442390783,-0.7560682024652232,5,2003,15000000,6.7,0,-0.185838867
74,29549,-0.3657392961523464,1,5,0.8294303576603699,-1.2020935813716216,10.694443,101,0.4095752541416208,-0.7785871760260272,5,2003,3200000,7.0,1,1.5762125
75,17055,-0.5842935381692197,0,5,0.7016156466429468,-0.706717178479287,9.548519,98,0.0719380427037001,-0.9379031758384196,3,2003,17000000,6.9,0,-0.907558588
76,10052,-0.7299963661804685,1,5,0.4459862246080996,-1.173376108740182,2.897666,96,-1.8876818453547848,-1.0272012346415398,4,2003,4000000,6.7,0,-0.81693975
77,15271,0.0713691878814001,1,5,0.9572450686777928,-1.2864511572264756,3.334942,107,-1.7588420189188885,-0.960651674611055,4,2003,850000,7.1,0,-0.035365882
78,8473,-0.4385907101579708,1,4,-0.9599755965835594,-0.7426140192685866,3.568531,100,-1.6900169148259705,-1.0473356962794274,4,2003,16000000,5.6,0,-0.118217625
79,12558,-2.478430302315455,1,0,-1.2156050186184055,-0.5990266561113882,10.605851,72,0.3834723399555942,-0.9952462245943288,2,2003,20000000,5.4,1,1.39439715
80,14096,-0.0743336401298487,0,5,0.7016156466429468,-1.1374792679508825,3.715985,105,-1.646570789799034,-0.9756345703833906,4,2003,5000000,6.9,0,-0.8206014
81,18738,-0.9485506081973418,0,5,-0.1930873304790178,-1.0477371659776331,6.101401,93,-0.9437273146999876,-0.916442568532172,6,2003,7500000,6.2,0,-0.9737136
82,11953,-0.4385907101579708,1,4,-0.9599755965835594,-0.240058248218392,5.236854,100,-1.1984590754773343,-1.0029608219919992,4,2003,30000000,5.6,0,-0.5263872
83,7443,0.7270319139320199,0,5,1.085059779695217,-0.7785108600578862,7.839675,116,-0.4315589806088606,-1.0604696389564534,0,2003,15000000,7.2,0,-0.998728867
84,11120,-0.1471850541354731,0,5,0.9572450686777928,-0.9579950640043844,3.015314,104,-1.8530178164564908,-1.013582738739536,5,2003,10000000,7.1,0,-0.8988946
85,3926,-0.4385907101579708,1,4,-0.3209020414964419,-1.2810666311080807,10.536668,100,0.363088130183472,-1.1053163150682015,6,2003,1000000,6.1,0,-0.720718
86,261530,1.1641403979657663,1,4,0.5738009356255227,1.0522280201963938,13.206854,122,1.1498367758707744,2.1794954998566825,0,2004,66000000,6.8,0,-0.096606697
87,171296,-0.9485506081973418,1,5,0.3181715135906754,-0.4195424521648901,6.275468,93,-0.8924398850943902,1.0288856129452526,4,2004,25000000,6.6,0,-0.29127108
88,107599,0.217072015892649,1,4,-1.0877903076009825,0.0112196373067052,7.723341,109,-0.4658358500656651,0.2166596452767756,4,2004,37000000,5.5,1,0.914371892
89,304458,-0.3657392961523464,0,5,1.7241333347823344,-1.1374792679508825,10.737565,101,0.4222808016575347,2.7268876272735527,6,2004,5000000,7.7,0,-0.783457
90,151463,0.9455861559488932,1,5,1.21287449071264,0.4778785675676001,6.936677,119,-0.6976200166409356,0.775987083708885,1,2004,50000000,7.3,0,-0.51986548
91,177735,-0.1471850541354731,1,5,1.21287449071264,-0.3477487705862909,10.860952,104,0.4586357803539321,1.1109918817776516,6,2004,27000000,7.3,1,0.258805815
92,144158,1.4555460539882643,1,4,-0.0652726194615947,2.990657422818573,8.862107,126,-0.1303076852656298,0.6828381019072582,0,2004,120000000,6.3,0,-0.567647967
93,132486,-0.5842935381692197,1,4,-0.3209020414964419,0.0112196373067052,12.632595,98,0.980636019622429,0.5340037534351721,4,2004,37000000,6.1,1,0.546803973
94,182038,-0.0014822261242242,1,3,1.7241333347823344,-0.4195424521648901,15.529604,106,1.834216222385056,1.1658611588060432,3,2004,25000000,7.7,1,1.06722452
95,312190,0.6541804999263955,1,5,1.5963186237649103,1.0163311794070944,13.455112,115,1.222983981826104,2.825481457155849,5,2004,65000000,7.6,1,0.553933892
96,379648,0.1442206018870245,1,4,1.8519480457997572,1.3752995873000904,20.40426,108,3.270494072014813,3.685665442696458,0,2004,75000000,7.8,1,1.349892547
97,193580,0.9455861559488932,1,4,0.4459862246080996,2.452204810979079,5.060352,119,-1.25046395808143,1.3130378251926793,0,2004,105000000,6.7,0,-0.449895124
98,68595,-0.8028477801860929,1,3,-0.576531463531288,-0.5990266561113882,8.385361,95,-0.2707770270406369,-0.2806959859608223,4,2004,20000000,5.9,1,1.57190875
99,330983,1.601248881999513,1,4,1.21287449071264,0.8368469754605963,14.092373,128,1.410747766333751,3.0651185297086183,4,2004,60000000,7.3,1,0.297881383
100,283647,-0.5114421241635952,1,4,0.5738009356255227,1.3752995873000904,11.134888,99,0.5393488007221753,2.4615182281943397,4,2004,75000000,6.8,1,0.612107653
101,286238,-0.8756991941917174,1,4,1.085059779695217,-0.3836456113755905,10.33012,94,0.3022304373974935,2.494557107297421,4,2004,26000000,7.2,1,2.280319346
102,157399,-0.3657392961523464,1,4,-0.9599755965835594,0.8368469754605963,12.636205,101,0.9816996768399154,0.8516793980106587,0,2004,60000000,5.6,1,0.338037183
103,268591,1.8198031240163863,1,3,0.7016156466429468,2.2727206070325807,18.932203,131,2.8367644175545945,2.2695331398979266,0,2004,100000000,6.9,1,0.73008894
104,59819,0.5084776719151467,1,0,-0.8321608855661352,0.118910159674604,8.248895,113,-0.3109856269967312,-0.3926022781293476,4,2004,40000000,5.7,1,1.379262025
105,143476,0.5084776719151467,1,5,-0.576531463531288,1.0163311794070944,18.860681,113,2.815691040405269,0.6741416466589749,0,2004,65000000,5.9,0,-0.193662985
106,305800,1.38269463998264,1,4,0.1903568025732524,2.631689014925577,11.869347,125,0.755751187508283,2.7440000069556585,5,2004,110000000,6.5,1,0.141311636
107,111747,-1.1671048502142152,1,4,-0.576531463531288,0.1907038412532032,15.725542,90,1.891947764734045,0.2695524552032846,4,2004,42000000,5.9,1,1.097551524
108,23521,-1.4585105062367127,1,4,-0.448716752513865,-0.4195424521648901,4.475359,86,-1.422827400360939,-0.8554526191882732,6,2004,25000000,6.0,0,-0.4335364
109,163200,-1.3128076782254638,1,5,0.9572450686777928,-0.9938919047936838,8.344105,88,-0.2829327727926086,0.925650273223696,1,2004,9000000,7.1,1,1.025018333
110,142880,-0.5842935381692197,1,5,1.085059779695217,-0.240058248218392,11.428941,98,0.6259891319613804,0.6665418118672201,0,2004,30000000,7.2,1,0.092494467
111,51752,-0.7299963661804685,1,3,-0.0652726194615947,-0.060574044271894,11.316988,96,0.5930030886180963,-0.4954678272318423,4,2004,35000000,6.3,0,-0.345188943
112,13433,-1.2399562642198394,1,3,-1.3434197296358297,-0.9579950640043844,5.327657,89,-1.1717047080758334,-0.9840887490191852,4,2004,10000000,5.3,0,-0.056361
113,24586,-1.2399562642198394,0,3,-2.2381227067577942,-0.7785108600578862,7.423275,89,-0.554247862980423,-0.8418723774882413,4,2004,15000000,4.6,1,0.955404533
114,164937,-0.8756991941917174,0,5,-0.1930873304790178,0.2983943636211021,7.850797,94,-0.4282819735249592,0.947799456165438,0,2004,45000000,6.2,1,0.137810067
115,183175,-1.8956189902704592,1,5,2.107577467834605,-1.2200420017662714,7.048957,80,-0.6645376254001121,1.1803595013534012,6,2004,2700000,8.0,1,1.14548963
116,286561,1.091288983960142,0,4,2.235392178852028,-0.6887687580846371,10.262332,121,0.282257253059829,2.4986758097097312,3,2004,17500000,8.1,1,0.341308571
117,157858,-0.7299963661804685,1,4,0.3181715135906754,0.118910159674604,9.524283,96,0.0647971018940046,0.8575322909123626,10,2004,40000000,6.6,1,0.2005725
118,142203,-1.1671048502142152,1,3,-0.448716752513865,1.3752995873000904,17.999273,90,2.5618841605159246,0.6579091136222233,2,2004,75000000,6.0,1,1.14482544
119,69195,-0.2200364681410975,1,5,-0.1930873304790178,0.2983943636211021,7.85646,103,-0.4266134165103815,-0.2730451455664382,5,2004,45000000,6.2,0,-0.273725733
120,36847,-0.9485506081973418,1,3,-1.7268638626881,1.5547837912465885,7.65458,93,-0.4860957209608402,-0.6855274540290015,2,2004,80000000,5.0,1,0.052710413
121,69272,1.8198031240163863,1,4,0.0625420915558294,1.5547837912465885,11.202764,131,0.5593479135460278,-0.2720632877158256,4,2004,80000000,6.4,0,-0.474445988
122,75399,-0.0014822261242242,1,3,-0.3209020414964419,1.1958153833535925,9.64113,106,0.0992251226396096,-0.1939354558885062,0,2004,70000000,6.1,0,-0.460570286
123,64107,-1.3856590922310883,1,3,0.8294303576603699,-0.240058248218392,11.213712,87,0.5625736529413298,-0.3379242721108157,2,2004,30000000,7.0,1,1.847266267
124,39178,2.111208780038884,0,3,1.4685039127474873,-0.3118519297969913,8.248999,135,-0.3109549842403271,-0.6558039390968192,3,2004,28000000,7.5,1,1.299217607
125,86030,0.1442206018870245,0,5,-0.576531463531288,0.118910159674604,7.78817,108,-0.4467345110760731,-0.0583753155006767,4,2004,40000000,5.9,1,0.005655375
126,23974,-0.4385907101579708,1,3,-0.576531463531288,-0.7785108600578862,4.387004,100,-1.4488604844193909,-0.8496762346905131,7,2004,15000000,5.9,0,-0.305868
127,47335,0.5813290859207711,1,4,0.8294303576603699,-0.240058248218392,5.605652,114,-1.0897957362821675,-0.5517907639351669,6,2004,30000000,7.0,0,-0.572295967
128,125648,-0.3657392961523464,1,4,-0.3209020414964419,0.8368469754605963,10.776138,101,0.4336460232226601,0.4468096757405077,4,2004,60000000,6.1,1,0.470629233
129,47448,0.5084776719151467,1,4,-0.3209020414964419,0.2983943636211021,15.434731,113,1.8062626624973577,-0.5503498556608912,0,2004,45000000,6.1,0,-0.533129333
130,31901,-0.3657392961523464,1,4,-0.3209020414964419,-0.4913361337434893,5.950792,101,-0.9881030348851428,-0.7485958816800414,4,2004,23000000,6.1,0,-0.47002113
131,8514,-1.0942534362085907,1,3,-1.4712344406532527,-0.6708203376899874,5.226389,91,-1.201542502840491,-1.0468128888524777,1,2004,18000000,5.2,0,-0.072063111
132,54188,-0.5842935381692197,0,4,-0.0652726194615947,-0.2041614074290924,14.224013,98,1.4495344245359425,-0.4644054152306427,4,2004,31000000,6.3,0,-0.451576355
133,12868,-1.0942534362085907,1,4,-1.3434197296358297,-1.1913245291348318,5.161493,91,-1.220663582836612,-0.9912932903905636,0,2004,3500000,5.3,0,-0.972344857
134,82822,-0.8756991941917174,1,4,0.1903568025732524,-0.4195424521648901,5.918816,94,-0.9975245039118316,-0.0992818088093172,0,2004,25000000,6.5,1,0.2801448
135,58556,0.0713691878814001,1,5,0.4459862246080996,-0.527232974532789,11.953055,107,0.7804150707108741,-0.4087072971595262,4,2004,22000000,6.7,0,-0.418876682
136,64907,-1.8956189902704592,1,3,-1.7268638626881,-0.060574044271894,10.003679,80,0.2060472446735374,-0.3277231515849702,2,2004,35000000,5.0,1,1.153416829
137,44032,0.8727347419432688,1,5,0.9572450686777928,-0.9220982232150846,6.3793,118,-0.8618466285276177,-0.5939086403062516,3,2004,11000000,7.1,0,-0.071395727
138,39199,-0.8028477801860929,1,4,-0.576531463531288,-0.6349234969006877,6.046516,95,-0.9598987347503316,-0.6555361596830157,1,2004,19000000,5.9,1,2.061543526
139,18147,2.5483172640726304,1,4,-0.1930873304790178,-0.4913361337434893,6.614456,141,-0.7925598205954201,-0.9239786463206404,6,2004,23000000,6.2,0,-0.298414087
140,44039,1.6741002960051374,0,5,1.4685039127474873,-0.8862013824257851,7.157169,129,-0.6326538373617079,-0.5938193805016504,6,2004,12000000,7.5,0,-0.978209917
141,19204,-1.4585105062367127,1,5,-2.4937521287926403,-0.7426140192685866,8.604389,86,-0.2062422034861735,-0.910500415825867,4,2004,16000000,4.4,0,-0.129861813
142,29891,0.5813290859207711,1,5,-1.5990491516706768,0.4778785675676001,13.02369,114,1.095868989005489,-0.7742261970012283,9,2004,50000000,5.1,0,-0.16356028
143,24974,-0.1471850541354731,1,5,-0.8321608855661352,-1.0082506411094037,6.57613,104,-0.803852265614086,-0.8369248340332063,4,2004,8600000,5.7,0,-0.419516395
144,23925,-0.4385907101579708,1,4,-0.9599755965835594,-0.4554392929541897,5.924226,100,-0.9959304912950442,-0.8503010533227212,4,2004,24000000,5.6,0,-0.28866825
145,20826,-0.9485506081973418,1,4,-0.8321608855661352,0.118910159674604,6.2425,93,-0.9021536388744712,-0.8898176439597152,4,2004,40000000,5.7,0,-0.74030735
146,70672,2.184060194044509,1,4,0.4459862246080996,2.2727206070325807,8.140709,136,-0.3428617543460344,-0.2542113267955959,0,2004,100000000,6.7,0,-0.32713269
147,27763,-1.1671048502142152,1,5,1.21287449071264,-1.2990150515027306,12.428269,90,0.9204330211126982,-0.8013611775999774,5,2004,500000,7.3,1,0.207902
148,30985,-0.5114421241635952,1,3,-1.4712344406532527,0.8368469754605963,7.584918,99,-0.5066210641975545,-0.7602761646821345,4,2004,60000000,5.2,1,0.22967565
149,40092,-0.6571449521748441,1,4,-0.0652726194615947,0.765053293881997,11.945666,97,0.7782379617967442,-0.6441491588960406,0,2004,58000000,6.3,0,-0.511583931
150,13453,0.8727347419432688,0,4,0.4459862246080996,-0.4913361337434893,8.963653,118,-0.1003879800559689,-0.9838337210060388,3,2004,23000000,6.7,0,-0.725273522
151,11124,-1.2399562642198394,1,1,-1.5990491516706768,-0.7785108600578862,7.665431,89,-0.4828985618287226,-1.0135317331369067,4,2004,15000000,5.1,0,-0.9106888
152,31210,-0.4385907101579708,0,5,-0.3209020414964419,-0.5990266561113882,6.771415,100,-0.7463131244182872,-0.7574070995342405,6,2004,20000000,6.1,0,-0.74970585
153,18188,0.3627748439038978,0,4,-0.1930873304790178,-1.0656855863722832,9.55791,111,0.074705024678607,-0.9234558388936908,4,2004,7000000,6.2,0,-0.056988714
154,16502,-1.3128076782254638,1,4,-1.854678573705523,0.4778785675676001,6.496271,88,-0.8273820721878385,-0.9449547004019102,4,2004,50000000,4.9,0,-0.87057212
155,12029,-0.4385907101579708,1,3,-2.3659374177752173,-0.3836456113755905,12.59201,100,0.9686779785776406,-1.001991715542044,0,2004,26000000,4.5,0,-0.106813038
156,37878,-0.0014822261242242,1,4,-0.3209020414964419,0.4778785675676001,3.786353,106,-1.6258374293890383,-0.6723807599513182,4,2004,50000000,6.1,1,0.1578092
157,50406,0.6541804999263955,1,4,0.1903568025732524,0.6573627715140982,7.650411,115,-0.4873240829939984,-0.5126312125165774,0,2004,55000000,6.5,1,0.355303764
158,32370,0.9455861559488932,1,4,-0.448716752513865,0.4778785675676001,12.448933,119,0.9265215010966704,-0.7426154747717645,4,2004,50000000,6.0,0,-0.25027724
159,48262,-0.5842935381692197,1,4,-1.0877903076009825,0.118910159674604,7.15606,98,-0.6329805952160547,-0.5399702155258433,4,2004,40000000,5.5,0,-0.591900775
160,15266,-2.187024646292957,1,3,-1.2156050186184055,2.631689014925577,8.555544,76,-0.220633986529975,-0.9607154316143416,2,2004,110000000,5.4,0,-0.545177627
161,50314,-0.4385907101579708,1,4,0.1903568025732524,-0.3836456113755905,7.684185,100,-0.4773728478517862,-0.5138043413770497,4,2004,26000000,6.5,1,0.749605846
162,27340,-0.2928878821467219,0,5,0.3181715135906754,-0.6259492867033628,7.364519,102,-0.571559841781152,-0.8067550200780181,0,2004,19250000,6.6,0,-0.769639896
